Giorgio Tavecchio,2.1,2.3,0,3.0,3.0,0.0,9
Dustin Hopkins,2.2,2.7,0,2.7,2.7,0.0,9
Matt Bryant,2.1,2.2,0,2.8,2.8,0.0,9
Ryan Succop,2.1,2.3,0,2.9,2.9,0.0,9
Ka'imi Fairbairn,2.0,2.2,0,3.0,3.0,0.0,9
Stephen Gostkowski,2.1,2.3,0,2.6,2.6,0.0,9
Wil Lutz,1.9,2.4,0,2.9,2.9,0.0,8
Matt Prater,1.8,2.0,0,2.3,2.3,0.0,8
Harrison Butker,1.8,2.2,0,2.7,2.7,0.0,8
Jason Myers,1.9,2.2,0,2.3,2.3,0.0,8
Jake Elliott,1.9,2.3,0,2.1,2.1,0.0,8
Graham Gano,1.9,2.2,0,2.3,2.3,0.0,8
Brandon McManus,1.9,2.3,0,2.2,2.2,0.0,8
Greg Zuerlein,1.9,2.2,0,2.2,2.2,0.0,8
Justin Tucker,1.8,2.1,0,2.4,2.4,0.0,8
Adam Vinatieri,1.6,1.8,0,2.5,2.5,0.0,7
Robbie Gould,1.8,1.9,0,1.9,1.9,0.0,7
Mason Crosby,1.6,1.8,0,2.3,2.3,0.0,7
Nick Novak,1.5,1.7,0,2.3,2.3,0.0,6
Phil Dawson,1.5,2.0,0,2.2,2.2,0.0,6
Chris Boswell,1.6,1.8,0,1.8,1.8,0.0,6
Patrick Murray,1.5,2.1,0,1.9,1.9,0.0,6
Kai Forbath,1.5,1.7,0,1.9,1.9,0.0,6
Zane Gonzalez,1.4,1.9,0,1.9,1.9,0.0,6
Cody Parkey,1.2,1.3,0,1.7,1.7,0.0,5
Chandler Catanzaro,1.2,1.4,0,1.4,1.4,0.0,5
Connor Barth,0.9,1.3,0,1.5,1.5,0.0,4
Aldrick Rosas,0.9,1.1,0,1.3,1.3,0.0,4
Devon Bell,0.0,0.0,0,0.0,0.0,0.0,0
Mike Meyer,0.0,0.0,0,0.0,0.0,0.0,0
Nick Folk,0.0,0.0,0,0.0,0.0,0.0,0
Shayne Graham,0.0,0.0,0,0.0,0.0,0.0,0
Andrew Franks,0.0,0.0,0,0.0,0.0,0.0,0
Zach Hocker,0.0,0.0,0,0.0,0.0,0.0,0
Nick Rose,0.0,0.0,0,0.0,0.0,0.0,0
Mike Nugent,0.0,0.0,0,0.0,0.0,0.0,0
Josh Lambo,0.0,0.0,0,0.0,0.0,0.0,0
Younghoe Koo,0.0,0.0,0,0.0,0.0,0.0,0
Roberto Aguayo,0.0,0.0,0,0.0,0.0,0.0,0
Marshall Koehn,0.0,0.0,0,0.0,0.0,0.0,0
