 Eagles,1,1,1,2,0,0,13,297,18.7
 Cardinals,1,1,1,3,0,0,18,267,15.4
 49ers,2,0,0,1,0,0,16,297,15.3
 Jaguars,0,1,1,3,0,0,16,260,14.5
 Bills,1,0,1,2,0,0,15,294,13.8
 Texans,1,0,0,2,0,0,20,292,13.7
 Titans,1,0,0,1,0,0,18,280,13.5
 Lions,1,0,1,2,0,0,17,295,13.4
 Rams,1,0,1,2,0,0,15,281,13.4
 Raiders,1,0,1,1,0,0,17,284,12.5
 Seahawks,0,1,1,2,0,0,17,341,11.6
 Saints,1,0,1,1,0,0,20,390,11.5
 Broncos,1,0,1,2,0,0,23,275,11.4
 Packers,0,0,1,2,0,0,19,323,11.4
 Jets,0,0,0,2,0,0,18,299,10.9
 Bengals,1,0,0,2,0,0,20,309,10.4
 Giants,0,0,1,1,0,0,20,308,10.4
 Ravens,1,0,1,2,0,0,22,310,10.1
 Dolphins,0,0,1,1,0,0,20,316,10.1
 Falcons,1,0,1,2,0,0,21,307,9.2
 Panthers,0,0,1,3,0,0,22,338,9
 Colts,0,0,1,2,0,0,23,337,8.9
 Cowboys,0,0,1,2,0,0,24,335,8.3
 Chiefs,0,0,1,1,0,0,23,375,8
 Redskins,1,0,0,2,0,0,27,364,7.3
