Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Tom Brady,36.1,22.9,276.0,2.1,0.6,99.3,2.0,2.6,1.30,0.0,0.0,0.0,0.0,0.00,0.0,0.2,22
Russell Wilson,36.8,22.6,248.0,1.8,1.3,82.9,6.2,29.9,4.82,0.3,0.0,0.0,0.0,0.00,0.0,0.2,21
Drew Brees,38.7,28.9,313.0,1.7,0.7,105.1,2.0,2.5,1.25,0.1,0.0,0.0,0.0,0.00,0.0,0.2,21
Philip Rivers,37.5,23.8,285.0,1.9,0.9,93.5,1.1,2.0,1.82,0.0,0.0,0.0,0.0,0.00,0.0,0.2,21
Matthew Stafford,37.5,25.3,289.0,1.9,0.8,98.4,2.1,8.4,4.00,0.0,0.0,0.0,0.0,0.00,0.0,0.3,21
Kirk Cousins,35.8,23.4,297.0,1.5,0.8,95.8,2.8,8.9,3.18,0.3,0.0,0.0,0.0,0.00,0.0,0.3,20
Cam Newton,32.5,20.2,220.0,1.4,0.8,86.2,6.9,36.1,5.23,0.3,0.0,0.0,0.0,0.00,0.0,0.2,20
Jameis Winston,38.2,23.1,275.0,1.4,1.2,81.6,2.6,10.0,3.85,0.1,0.0,0.0,0.0,0.00,0.0,0.3,19
Matt Ryan,33.2,22.3,272.0,1.7,0.8,99.2,2.1,7.7,3.67,0.0,0.0,0.0,0.0,0.00,0.0,0.3,18
Jimmy Garoppolo,36.7,23.5,272.0,1.5,0.6,93.1,2.2,2.5,1.14,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18
Jacoby Brissett,31.0,17.8,222.0,1.5,0.9,83.8,3.7,15.4,4.16,0.3,0.0,0.0,0.0,0.00,0.0,0.2,18
Dak Prescott,30.9,19.8,220.0,1.3,0.8,88.4,3.7,21.0,5.68,0.3,0.0,0.0,0.0,0.00,0.0,0.3,18
Paxton Lynch,36.0,20.1,255.0,1.4,1.2,77.2,3.0,19.2,6.40,0.0,0.0,0.0,0.0,0.00,0.0,0.2,17
Blake Bortles,30.8,18.0,204.0,1.3,0.8,81.6,4.0,20.5,5.12,0.1,0.0,0.0,0.0,0.00,0.0,0.3,17
Marcus Mariota,33.1,19.0,202.0,1.3,1.4,70.8,3.8,22.0,5.79,0.2,0.0,0.0,0.0,0.00,0.0,0.3,17
Eli Manning,37.0,21.9,229.0,1.4,1.3,75.2,0.9,2.4,2.67,0.1,0.0,0.0,0.0,0.00,0.0,0.2,16
DeShone Kizer,34.8,20.5,226.0,0.9,1.4,70.1,4.9,27.7,5.65,0.3,0.0,0.0,0.0,0.00,0.0,0.3,16
Brett Hundley,32.3,21.6,216.0,1.2,1.3,81.3,3.2,23.8,7.44,0.1,0.0,0.0,0.0,0.00,0.0,0.2,16
