Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Ezekiel Elliott,0.0,0.0,0.0,0.0,0.0,0.0,20.7,97.9,4.73,0.7,3.4,2.9,28.4,9.79,0.1,0.1,15
Todd Gurley,0.0,0.0,0.0,0.0,0.0,0.0,19.2,68.2,3.55,0.6,4.4,3.5,34.3,9.80,0.3,0.2,14
Le'Veon Bell,0.0,0.0,0.0,0.0,0.0,0.0,18.9,79.6,4.21,0.6,6.0,4.6,31.4,6.83,0.1,0.1,14
Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,15.3,74.5,4.87,0.5,2.7,2.1,20.4,9.71,0.2,0.2,12
Leonard Fournette,0.0,0.0,0.0,0.0,0.0,0.0,19.4,80.9,4.17,0.4,3.1,2.1,17.0,8.10,0.1,0.1,11
Carlos Hyde,0.0,0.0,0.0,0.0,0.0,0.0,16.3,82.4,5.06,0.4,2.7,2.3,14.2,6.17,0.1,0.2,11
DeMarco Murray,0.0,0.0,0.0,0.0,0.0,0.0,15.0,72.6,4.84,0.4,3.5,2.7,16.5,6.11,0.1,0.1,10
Lamar Miller,0.0,0.0,0.0,0.0,0.0,0.0,17.1,66.2,3.87,0.4,3.0,2.2,20.7,9.41,0.1,0.1,10
Bilal Powell,0.0,0.0,0.0,0.0,0.0,0.0,14.8,64.1,4.33,0.4,3.9,3.1,20.4,6.58,0.1,0.1,10
Jordan Howard,0.0,0.0,0.0,0.0,0.0,0.0,16.6,72.4,4.36,0.5,3.7,2.3,16.3,7.09,0.0,0.2,10
Doug Martin,0.0,0.0,0.0,0.0,0.0,0.0,16.1,65.7,4.08,0.4,2.6,2.2,21.2,9.64,0.1,0.3,10
LeSean McCoy,0.0,0.0,0.0,0.0,0.0,0.0,16.6,68.3,4.11,0.3,4.6,3.9,26.7,6.85,0.0,0.0,9
Melvin Gordon,0.0,0.0,0.0,0.0,0.0,0.0,17.4,58.4,3.36,0.4,4.2,2.9,24.8,8.55,0.1,0.2,9
Mike Gillislee,0.0,0.0,0.0,0.0,0.0,0.0,16.2,54.7,3.38,0.7,0.9,0.8,6.2,7.75,0.0,0.1,9
Jay Ajayi,0.0,0.0,0.0,0.0,0.0,0.0,16.4,65.0,3.96,0.5,2.3,1.7,9.8,5.76,0.0,0.0,9
Ameer Abdullah,0.0,0.0,0.0,0.0,0.0,0.0,16.8,57.4,3.42,0.4,3.1,2.5,16.8,6.72,0.1,0.1,8
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.2,3.77,0.2,6.0,4.7,41.9,8.91,0.1,0.3,8
Tarik Cohen,0.0,0.0,0.0,0.0,0.0,0.0,7.6,36.1,4.75,0.2,5.5,4.2,30.2,7.19,0.2,0.2,8
Latavius Murray,0.0,0.0,0.0,0.0,0.0,0.0,14.3,56.1,3.92,0.5,1.4,1.2,7.1,5.92,0.0,0.1,7
Joe Mixon,0.0,0.0,0.0,0.0,0.0,0.0,14.5,54.9,3.79,0.3,3.5,2.5,19.3,7.72,0.0,0.1,7
Frank Gore,0.0,0.0,0.0,0.0,0.0,0.0,12.9,45.6,3.53,0.3,2.1,1.5,13.4,8.93,0.1,0.1,7
Jonathan Stewart,0.0,0.0,0.0,0.0,0.0,0.0,13.0,54.0,4.15,0.3,1.8,1.0,7.1,7.10,0.1,0.3,6
LeGarrette Blount,0.0,0.0,0.0,0.0,0.0,0.0,11.3,43.9,3.88,0.4,1.1,0.9,5.5,6.11,0.1,0.1,6
Isaiah Crowell,0.0,0.0,0.0,0.0,0.0,0.0,12.0,45.5,3.79,0.3,2.6,1.8,15.0,8.33,0.0,0.1,6
Elijah McGuire,0.0,0.0,0.0,0.0,0.0,0.0,9.8,42.1,4.30,0.3,1.7,1.1,10.6,9.64,0.0,0.1,6
Marshawn Lynch,0.0,0.0,0.0,0.0,0.0,0.0,13.3,48.6,3.65,0.4,2.0,1.1,7.7,7.00,0.0,0.1,6
Corey Clement,0.0,0.0,0.0,0.0,0.0,0.0,9.6,34.2,3.56,0.3,3.0,1.9,12.3,6.47,0.1,0.1,6
Aaron Jones,0.0,0.0,0.0,0.0,0.0,0.0,10.9,49.4,4.53,0.4,1.7,1.2,8.3,6.92,0.0,0.1,6
Wayne Gallman,0.0,0.0,0.0,0.0,0.0,0.0,11.9,44.9,3.77,0.2,1.1,0.8,5.8,7.25,0.1,0.1,5
James White,0.0,0.0,0.0,0.0,0.0,0.0,3.7,11.9,3.22,0.1,4.8,3.8,33.1,8.71,0.2,0.1,5
Derrick Henry,0.0,0.0,0.0,0.0,0.0,0.0,9.5,46.0,4.84,0.3,1.2,1.1,7.5,6.82,0.0,0.1,5
Terrance West,0.0,0.0,0.0,0.0,0.0,0.0,9.5,37.8,3.98,0.3,1.9,1.3,10.6,8.15,0.0,0.2,5
Chris Johnson,0.0,0.0,0.0,0.0,0.0,0.0,13.5,46.6,3.45,0.3,1.7,1.1,9.3,8.45,0.0,0.2,5
Theo Riddick,0.0,0.0,0.0,0.0,0.0,0.0,3.8,11.7,3.08,0.1,5.4,4.1,26.6,6.49,0.3,0.1,5
Duke Johnson,0.0,0.0,0.0,0.0,0.0,0.0,3.4,13.9,4.09,0.2,5.3,3.6,35.7,9.92,0.0,0.0,5
Giovani Bernard,0.0,0.0,0.0,0.0,0.0,0.0,5.7,22.3,3.91,0.1,3.6,2.4,26.1,10.88,0.1,0.1,5
D'Onta Foreman,0.0,0.0,0.0,0.0,0.0,0.0,8.8,35.5,4.03,0.2,1.7,1.0,11.0,11.00,0.0,0.1,5
Andre Ellington,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.8,3.16,0.1,6.1,3.6,36.4,10.11,0.1,0.1,5
Jerick McKinnon,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,3.71,0.2,2.9,2.1,12.6,6.00,0.1,0.1,4
Matt Breida,0.0,0.0,0.0,0.0,0.0,0.0,7.5,35.1,4.68,0.2,1.3,0.7,5.6,8.00,0.0,0.1,4
Thomas Rawls,0.0,0.0,0.0,0.0,0.0,0.0,8.4,33.4,3.98,0.2,1.6,1.1,7.8,7.09,0.0,0.1,4
Javorius Allen,0.0,0.0,0.0,0.0,0.0,0.0,6.5,25.8,3.97,0.1,3.4,2.7,17.7,6.56,0.1,0.1,4
Marlon Mack,0.0,0.0,0.0,0.0,0.0,0.0,4.8,16.5,3.44,0.2,2.0,1.4,14.9,10.64,0.1,0.1,3
Alex Collins,0.0,0.0,0.0,0.0,0.0,0.0,9.2,41.5,4.51,0.1,2.3,1.5,8.9,5.93,0.0,0.5,3
