 Packers,1,1,1,3,0,0,15,296,16.4
 Patriots,1,0,1,2,0,0,11,310,15.5
 Bengals,0,0,0,2,0,0,11,255,14.6
 Jaguars,1,0,1,3,0,0,16,288,14.6
 Vikings,1,0,1,2,0,0,19,295,14.1
 Broncos,1,0,1,2,0,0,19,269,13.8
 Bears,0,1,1,2,0,0,19,292,13.8
 Cowboys,0,1,1,2,0,0,15,285,13.7
 Cardinals,1,0,1,1,0,0,19,289,13.7
 Steelers,1,0,0,2,0,0,18,288,13.3
 Jets,1,0,1,2,0,0,20,313,12.8
 Browns,1,0,0,2,0,0,18,286,12.7
 Chargers,0,1,1,2,0,0,18,343,12.5
 Panthers,0,0,1,2,0,0,19,296,12.5
 Titans,1,0,1,2,0,0,22,324,11.7
 Bills,1,0,0,2,0,0,19,320,11.6
 Buccaneers,0,1,1,2,0,0,20,343,11.5
 Texans,0,0,1,2,0,0,18,307,11.3
 Seahawks,1,0,1,2,0,0,18,302,11.2
 49ers,1,0,1,2,0,0,20,313,11.2
 Eagles,1,1,1,2,0,0,23,306,10.5
 Colts,0,0,0,2,0,0,20,303,10.5
 Rams,0,0,1,2,0,0,21,347,10
 Giants,0,0,1,1,0,0,18,332,9.8
 Ravens,1,0,1,1,0,0,24,351,9.7
 Lions,0,0,1,2,0,0,21,351,9.2
 Redskins,1,0,0,1,0,0,26,352,8.3
 Chiefs,0,0,1,1,0,0,22,365,8.3
 Saints,0,0,0,1,0,0,25,377,7.7
 Raiders,0,0,1,1,0,0,26,343,7.5
 Falcons,0,0,1,1,0,0,25,393,7.5
