Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Drew Brees,40.5,29.6,343.0,2.1,0.8,107.3,1.8,2.2,1.22,0.1,0.0,0.0,0.0,0.00,0.0,0.2,25
Russell Wilson,35.3,22.9,281.0,2.0,1.2,94.0,5.3,27.9,5.26,0.2,0.0,0.0,0.0,0.00,0.0,0.2,24
Dak Prescott,32.5,18.7,233.0,1.6,0.6,88.6,3.4,23.6,6.94,0.3,0.0,0.0,0.0,0.00,0.0,0.2,21
Alex Smith,33.0,23.4,240.0,1.6,0.3,103.9,4.2,20.4,4.86,0.2,0.0,0.0,0.0,0.00,0.0,0.3,20
Cam Newton,34.4,20.1,217.0,1.4,1.2,76.1,6.4,28.8,4.50,0.4,0.0,0.0,0.0,0.00,0.0,0.2,19
Matthew Stafford,38.2,24.8,269.0,1.4,0.8,89.0,2.2,10.9,4.95,0.1,0.0,0.0,0.0,0.00,0.0,0.3,18
Marcus Mariota,31.5,17.8,206.0,1.5,1.3,75.1,3.8,21.6,5.68,0.2,0.0,0.0,0.0,0.00,0.0,0.3,18
Kirk Cousins,36.1,22.9,269.0,1.2,0.8,87.8,2.7,11.0,4.07,0.2,0.0,0.0,0.0,0.00,0.0,0.3,18
Matt Ryan,33.2,23.0,269.0,1.5,0.7,99.8,2.2,7.8,3.55,0.0,0.0,0.0,0.0,0.00,0.0,0.2,17
Tyrod Taylor,29.6,18.0,200.0,1.1,0.5,86.3,6.4,27.3,4.27,0.2,0.0,0.0,0.0,0.00,0.0,0.1,17
Jacoby Brissett,31.2,18.2,213.0,1.2,1.1,77.3,4.0,16.7,4.17,0.3,0.0,0.0,0.0,0.00,0.0,0.2,16
Jared Goff,32.4,19.2,230.0,1.3,0.8,84.1,1.7,4.9,2.88,0.1,0.0,0.0,0.0,0.00,0.0,0.2,16
Derek Carr,37.3,24.5,234.0,1.4,0.8,86.5,1.6,5.3,3.31,0.0,0.0,0.0,0.0,0.00,0.0,0.2,16
Carson Wentz,35.2,19.5,199.0,1.6,1.1,73.9,4.7,17.4,3.70,0.0,0.0,0.0,0.0,0.00,0.0,0.2,16
Blake Bortles,30.4,17.3,183.0,1.3,1.2,72.4,3.8,22.6,5.95,0.1,0.0,0.0,0.0,0.00,0.0,0.1,16
Tom Savage,27.9,16.1,201.0,1.3,1.1,79.3,2.0,8.7,4.35,0.1,0.0,0.0,0.0,0.00,0.0,0.3,14
Jay Cutler,33.3,21.0,221.0,1.3,1.1,81.5,1.5,6.0,4.00,0.0,0.0,0.0,0.0,0.00,0.0,0.2,14
Eli Manning,35.9,22.2,212.0,1.2,1.1,76.6,1.1,2.6,2.36,0.1,0.0,0.0,0.0,0.00,0.0,0.2,14
Joe Flacco,37.8,22.9,208.0,1.1,1.4,69.8,1.0,1.9,1.90,0.1,0.0,0.0,0.0,0.00,0.0,0.1,13
Brett Hundley,27.8,17.7,176.0,1.0,1.2,75.5,2.4,17.4,7.25,0.2,0.0,0.0,0.0,0.00,0.0,0.2,13
Josh McCown,32.3,19.8,213.0,1.1,1.2,76.5,2.6,7.7,2.96,0.1,0.0,0.0,0.0,0.00,0.0,0.3,13
Andy Dalton,32.4,20.2,197.0,1.2,0.9,80.1,3.1,9.5,3.06,0.1,0.0,0.0,0.0,0.00,0.0,0.3,13
