Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Ezekiel Elliott,0.0,0.0,0.0,0.0,0.0,0.0,21.6,99.5,4.61,0.7,3.4,2.8,23.3,8.32,0.1,0.1,15
Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,16.1,82.5,5.12,0.8,2.8,2.3,23.8,10.35,0.2,0.2,15
Devonta Freeman,0.0,0.0,0.0,0.0,0.0,0.0,15.7,66.6,4.24,0.7,4.1,3.3,30.1,9.12,0.1,0.1,13
Todd Gurley,0.0,0.0,0.0,0.0,0.0,0.0,18.7,68.6,3.67,0.6,4.0,3.5,30.6,8.74,0.2,0.2,13
Le'Veon Bell,0.0,0.0,0.0,0.0,0.0,0.0,19.8,74.7,3.77,0.5,6.3,4.9,31.8,6.49,0.1,0.1,13
Melvin Gordon,0.0,0.0,0.0,0.0,0.0,0.0,17.0,64.8,3.81,0.6,4.2,3.1,27.3,8.81,0.2,0.3,12
LeSean McCoy,0.0,0.0,0.0,0.0,0.0,0.0,16.2,75.8,4.68,0.4,4.8,4.1,27.4,6.68,0.1,0.0,12
Dalvin Cook,0.0,0.0,0.0,0.0,0.0,0.0,17.7,68.8,3.89,0.6,3.4,2.7,17.9,6.63,0.1,0.1,11
Chris Carson,0.0,0.0,0.0,0.0,0.0,0.0,15.9,64.4,4.05,0.5,2.6,1.9,17.1,9.00,0.2,0.1,11
Ty Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,12.5,53.2,4.26,0.6,4.3,3.3,24.2,7.33,0.1,0.1,11
C.J. Anderson,0.0,0.0,0.0,0.0,0.0,0.0,16.7,72.6,4.35,0.4,2.9,2.0,16.2,8.10,0.1,0.1,10
Jay Ajayi,0.0,0.0,0.0,0.0,0.0,0.0,16.0,73.2,4.58,0.5,2.5,2.1,11.7,5.57,0.0,0.1,10
Mike Gillislee,0.0,0.0,0.0,0.0,0.0,0.0,16.7,56.9,3.41,0.8,0.9,0.8,5.4,6.75,0.0,0.1,9
Frank Gore,0.0,0.0,0.0,0.0,0.0,0.0,17.2,60.7,3.53,0.3,2.0,1.4,10.1,7.21,0.1,0.1,9
Chris Thompson,0.0,0.0,0.0,0.0,0.0,0.0,6.2,33.2,5.35,0.2,5.5,3.8,41.3,10.87,0.2,0.1,9
Carlos Hyde,0.0,0.0,0.0,0.0,0.0,0.0,16.5,68.5,4.15,0.3,2.3,1.8,10.0,5.56,0.1,0.2,9
Jordan Howard,0.0,0.0,0.0,0.0,0.0,0.0,13.5,66.6,4.93,0.4,3.2,2.0,17.7,8.85,0.0,0.2,9
Leonard Fournette,0.0,0.0,0.0,0.0,0.0,0.0,16.7,58.3,3.49,0.5,2.6,1.7,13.7,8.06,0.0,0.1,8
Joe Mixon,0.0,0.0,0.0,0.0,0.0,0.0,13.1,48.4,3.69,0.4,3.4,2.8,24.6,8.79,0.1,0.1,8
Isaiah Crowell,0.0,0.0,0.0,0.0,0.0,0.0,14.3,60.5,4.23,0.3,3.0,2.3,18.4,8.00,0.0,0.1,8
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,9.4,35.9,3.82,0.2,6.2,4.2,44.0,10.48,0.1,0.2,8
DeMarco Murray,0.0,0.0,0.0,0.0,0.0,0.0,14.6,57.6,3.95,0.3,3.6,2.5,17.0,6.80,0.1,0.1,8
Bilal Powell,0.0,0.0,0.0,0.0,0.0,0.0,14.6,57.8,3.96,0.3,4.4,3.2,19.5,6.09,0.1,0.1,8
Lamar Miller,0.0,0.0,0.0,0.0,0.0,0.0,14.7,52.1,3.54,0.3,2.7,2.0,16.7,8.35,0.1,0.1,8
Tevin Coleman,0.0,0.0,0.0,0.0,0.0,0.0,8.1,36.2,4.47,0.2,3.0,2.1,22.9,10.90,0.3,0.0,8
Tarik Cohen,0.0,0.0,0.0,0.0,0.0,0.0,6.4,33.0,5.16,0.2,5.1,3.9,32.9,8.44,0.2,0.2,8
Ameer Abdullah,0.0,0.0,0.0,0.0,0.0,0.0,16.5,55.4,3.36,0.3,3.0,2.4,19.0,7.92,0.0,0.1,7
Mark Ingram,0.0,0.0,0.0,0.0,0.0,0.0,11.1,48.9,4.41,0.2,4.3,3.5,27.8,7.94,0.1,0.1,7
Jonathan Stewart,0.0,0.0,0.0,0.0,0.0,0.0,14.2,54.3,3.82,0.3,1.7,0.9,6.9,7.67,0.1,0.2,7
Chris Johnson,0.0,0.0,0.0,0.0,0.0,0.0,13.2,48.7,3.69,0.4,2.3,1.2,9.9,8.25,0.1,0.1,6
LeGarrette Blount,0.0,0.0,0.0,0.0,0.0,0.0,9.7,45.4,4.68,0.4,1.2,1.0,6.1,6.10,0.1,0.1,6
Jacquizz Rodgers,0.0,0.0,0.0,0.0,0.0,0.0,16.5,59.9,3.63,0.3,1.6,1.3,8.5,6.54,0.0,0.1,6
Rob Kelley,0.0,0.0,0.0,0.0,0.0,0.0,12.7,56.0,4.41,0.2,1.7,0.9,6.8,7.56,0.0,0.1,6
Theo Riddick,0.0,0.0,0.0,0.0,0.0,0.0,4.4,14.0,3.18,0.1,6.2,4.8,32.9,6.85,0.2,0.1,5
Marshawn Lynch,0.0,0.0,0.0,0.0,0.0,0.0,12.9,45.3,3.51,0.3,2.3,1.2,8.6,7.17,0.0,0.1,5
Duke Johnson,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.2,4.55,0.1,5.4,3.9,40.5,10.38,0.0,0.1,5
Paul Perkins,0.0,0.0,0.0,0.0,0.0,0.0,10.7,35.7,3.34,0.2,2.1,1.7,14.6,8.59,0.0,0.1,5
Giovani Bernard,0.0,0.0,0.0,0.0,0.0,0.0,5.6,21.5,3.84,0.1,3.8,2.8,28.6,10.21,0.1,0.1,5
D'Onta Foreman,0.0,0.0,0.0,0.0,0.0,0.0,9.1,33.6,3.69,0.2,1.7,1.1,12.7,11.55,0.0,0.1,5
Jamaal Charles,0.0,0.0,0.0,0.0,0.0,0.0,10.0,45.0,4.50,0.3,2.0,1.2,8.7,7.25,0.0,0.6,4
Derrick Henry,0.0,0.0,0.0,0.0,0.0,0.0,8.7,36.5,4.20,0.3,1.3,1.1,7.4,6.73,0.0,0.1,4
Alvin Kamara,0.0,0.0,0.0,0.0,0.0,0.0,3.5,14.9,4.26,0.2,5.4,3.2,23.7,7.41,0.1,0.1,4
Wendell Smallwood,0.0,0.0,0.0,0.0,0.0,0.0,8.0,34.5,4.31,0.2,2.5,1.3,8.2,6.31,0.1,0.1,4
James White,0.0,0.0,0.0,0.0,0.0,0.0,4.1,13.2,3.22,0.1,4.2,3.3,28.7,8.70,0.2,0.1,4
Corey Clement,0.0,0.0,0.0,0.0,0.0,0.0,5.8,26.0,4.48,0.2,2.5,1.6,11.1,6.94,0.1,0.1,4
