Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Le'Veon Bell,0.0,0.0,0.0,0.0,0.0,0.0,18.3,77.2,4.22,0.6,5.7,4.5,34.0,7.56,0.1,0.1,14
Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,15.6,74.7,4.79,0.7,2.9,2.3,22.9,9.96,0.2,0.2,14
Devonta Freeman,0.0,0.0,0.0,0.0,0.0,0.0,14.3,61.0,4.27,0.6,4.3,3.9,32.0,8.21,0.1,0.1,13
LeSean McCoy,0.0,0.0,0.0,0.0,0.0,0.0,16.2,73.9,4.56,0.5,4.3,3.1,20.9,6.74,0.1,0.1,12
Todd Gurley,0.0,0.0,0.0,0.0,0.0,0.0,17.3,65.0,3.76,0.6,3.6,2.9,27.5,9.48,0.1,0.1,12
Ezekiel Elliott,0.0,0.0,0.0,0.0,0.0,0.0,20.3,78.6,3.87,0.5,3.2,2.6,22.8,8.77,0.0,0.1,11
Melvin Gordon,0.0,0.0,0.0,0.0,0.0,0.0,16.9,66.4,3.93,0.5,4.2,2.9,27.6,9.52,0.2,0.2,11
Carlos Hyde,0.0,0.0,0.0,0.0,0.0,0.0,16.6,84.0,5.06,0.4,2.5,2.1,12.0,5.71,0.1,0.2,11
Ty Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,12.6,61.8,4.90,0.5,3.9,3.1,25.1,8.10,0.1,0.0,11
Marshawn Lynch,0.0,0.0,0.0,0.0,0.0,0.0,14.0,61.0,4.36,0.5,2.8,1.4,11.7,8.36,0.1,0.1,10
Samaje Perine,0.0,0.0,0.0,0.0,0.0,0.0,15.5,68.9,4.45,0.5,3.0,2.1,17.3,8.24,0.1,0.1,10
Isaiah Crowell,0.0,0.0,0.0,0.0,0.0,0.0,15.4,65.5,4.25,0.4,3.0,2.3,23.0,10.00,0.0,0.1,10
C.J. Anderson,0.0,0.0,0.0,0.0,0.0,0.0,16.3,67.0,4.11,0.4,3.2,2.1,17.9,8.52,0.1,0.1,9
Jay Ajayi,0.0,0.0,0.0,0.0,0.0,0.0,17.7,69.5,3.93,0.5,2.3,1.9,10.6,5.58,0.0,0.1,9
Mike Gillislee,0.0,0.0,0.0,0.0,0.0,0.0,15.8,57.0,3.61,0.8,0.9,0.7,5.1,7.29,0.0,0.1,9
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,10.4,44.0,4.23,0.4,4.6,3.3,32.2,9.76,0.1,0.2,9
Leonard Fournette,0.0,0.0,0.0,0.0,0.0,0.0,17.8,64.1,3.60,0.4,2.7,1.7,12.7,7.47,0.0,0.1,9
Ameer Abdullah,0.0,0.0,0.0,0.0,0.0,0.0,15.5,64.6,4.17,0.3,2.7,1.9,10.8,5.68,0.1,0.1,9
Lamar Miller,0.0,0.0,0.0,0.0,0.0,0.0,16.7,64.8,3.88,0.3,2.6,2.0,14.8,7.40,0.1,0.1,9
Dalvin Cook,0.0,0.0,0.0,0.0,0.0,0.0,15.5,57.4,3.70,0.5,3.7,2.2,13.0,5.91,0.0,0.1,8
Jonathan Stewart,0.0,0.0,0.0,0.0,0.0,0.0,14.5,59.8,4.12,0.5,1.7,1.0,8.0,8.00,0.2,0.3,8
Jacquizz Rodgers,0.0,0.0,0.0,0.0,0.0,0.0,17.3,67.4,3.90,0.3,1.7,1.5,11.5,7.67,0.0,0.1,8
Tevin Coleman,0.0,0.0,0.0,0.0,0.0,0.0,9.2,38.1,4.14,0.3,3.0,2.5,24.3,9.72,0.3,0.1,8
Chris Carson,0.0,0.0,0.0,0.0,0.0,0.0,12.6,50.1,3.98,0.3,2.6,2.0,17.2,8.60,0.1,0.1,8
Frank Gore,0.0,0.0,0.0,0.0,0.0,0.0,15.2,59.6,3.92,0.3,2.2,1.5,11.0,7.33,0.1,0.1,8
Jordan Howard,0.0,0.0,0.0,0.0,0.0,0.0,13.9,58.9,4.24,0.3,3.0,1.6,14.2,8.87,0.0,0.1,7
Chris Thompson,0.0,0.0,0.0,0.0,0.0,0.0,6.1,30.4,4.98,0.2,5.3,3.5,27.9,7.97,0.2,0.1,7
Matt Forte,0.0,0.0,0.0,0.0,0.0,0.0,12.2,46.5,3.81,0.3,1.8,1.3,11.2,8.62,0.1,0.1,7
Tarik Cohen,0.0,0.0,0.0,0.0,0.0,0.0,8.5,37.1,4.36,0.2,5.3,3.8,27.5,7.24,0.2,0.2,7
Joe Mixon,0.0,0.0,0.0,0.0,0.0,0.0,10.9,43.8,4.02,0.3,2.9,2.2,17.1,7.77,0.0,0.1,6
Bilal Powell,0.0,0.0,0.0,0.0,0.0,0.0,8.3,35.6,4.29,0.2,4.2,3.2,20.7,6.47,0.1,0.1,6
Duke Johnson,0.0,0.0,0.0,0.0,0.0,0.0,4.4,20.7,4.70,0.1,5.4,3.8,43.7,11.50,0.0,0.1,6
Mark Ingram,0.0,0.0,0.0,0.0,0.0,0.0,9.7,34.1,3.52,0.2,4.2,3.6,22.7,6.31,0.1,0.2,6
DeMarco Murray,0.0,0.0,0.0,0.0,0.0,0.0,10.8,37.8,3.50,0.2,2.8,2.1,14.7,7.00,0.1,0.1,5
Chris Johnson,0.0,0.0,0.0,0.0,0.0,0.0,12.1,45.5,3.76,0.3,2.4,1.2,8.8,7.33,0.0,0.1,5
Javorius Allen,0.0,0.0,0.0,0.0,0.0,0.0,10.0,35.9,3.59,0.1,2.7,1.9,12.9,6.79,0.2,0.1,5
Darren Sproles,0.0,0.0,0.0,0.0,0.0,0.0,7.8,29.8,3.82,0.2,5.6,3.6,28.6,7.94,0.1,0.1,5
Derrick Henry,0.0,0.0,0.0,0.0,0.0,0.0,11.1,43.0,3.87,0.3,1.4,1.2,8.5,7.08,0.0,0.1,5
Jalen Richard,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.3,4.72,0.3,2.2,1.8,16.7,9.28,0.1,0.1,5
LeGarrette Blount,0.0,0.0,0.0,0.0,0.0,0.0,8.5,30.2,3.55,0.3,1.1,0.9,5.3,5.89,0.1,0.1,5
Terrance West,0.0,0.0,0.0,0.0,0.0,0.0,9.7,34.8,3.59,0.3,1.6,1.1,8.1,7.36,0.0,0.1,4
Kerwynn Williams,0.0,0.0,0.0,0.0,0.0,0.0,7.8,30.5,3.91,0.3,1.1,1.0,6.1,6.10,0.0,0.1,4
James White,0.0,0.0,0.0,0.0,0.0,0.0,4.2,14.3,3.40,0.1,4.7,3.2,29.0,9.06,0.2,0.1,4
Charles Sims,0.0,0.0,0.0,0.0,0.0,0.0,5.9,20.8,3.53,0.1,3.1,2.4,21.1,8.79,0.1,0.4,4
Paul Perkins,0.0,0.0,0.0,0.0,0.0,0.0,9.5,34.6,3.64,0.1,2.2,1.5,13.5,9.00,0.0,0.1,4
Adrian Peterson,0.0,0.0,0.0,0.0,0.0,0.0,9.4,32.3,3.44,0.3,1.3,1.0,5.5,5.50,0.0,0.3,4
Jamaal Williams,0.0,0.0,0.0,0.0,0.0,0.0,8.3,39.3,4.73,0.2,1.3,1.0,7.1,7.10,0.0,0.1,4
Jerick McKinnon,0.0,0.0,0.0,0.0,0.0,0.0,6.2,20.4,3.29,0.1,2.7,2.0,13.0,6.50,0.1,0.1,4
Mike Tolbert,0.0,0.0,0.0,0.0,0.0,0.0,6.4,27.1,4.23,0.2,1.0,0.8,4.6,5.75,0.1,0.1,3
Charcandrick West,0.0,0.0,0.0,0.0,0.0,0.0,5.6,24.2,4.32,0.2,1.1,0.8,6.4,8.00,0.1,0.1,3
Theo Riddick,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.4,3.88,0.1,4.0,3.2,19.4,6.06,0.2,0.1,3
Robert Turbin,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.6,3.43,0.3,2.2,1.6,8.9,5.56,0.0,0.1,3
Jamaal Charles,0.0,0.0,0.0,0.0,0.0,0.0,8.0,33.5,4.19,0.2,2.1,1.2,9.9,8.25,0.0,0.4,3
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,6.2,25.4,4.10,0.2,1.9,1.1,8.4,7.64,0.1,0.2,3
Giovani Bernard,0.0,0.0,0.0,0.0,0.0,0.0,6.1,24.2,3.97,0.1,2.3,1.6,16.9,10.56,0.0,0.1,3
D'Onta Foreman,0.0,0.0,0.0,0.0,0.0,0.0,8.6,34.1,3.97,0.1,1.7,1.0,6.6,6.60,0.0,0.1,3
Shane Vereen,0.0,0.0,0.0,0.0,0.0,0.0,3.7,15.0,4.05,0.1,3.8,2.8,20.8,7.43,0.0,0.2,3
Alex Collins,0.0,0.0,0.0,0.0,0.0,0.0,6.1,21.0,3.44,0.1,2.1,1.7,11.0,6.47,0.1,0.5,3
Matt Breida,0.0,0.0,0.0,0.0,0.0,0.0,5.7,27.8,4.88,0.2,1.3,0.7,4.4,6.29,0.0,0.1,3
Orleans Darkwa,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.4,3.77,0.2,2.0,1.4,9.1,6.50,0.0,0.1,3
Thomas Rawls,0.0,0.0,0.0,0.0,0.0,0.0,7.3,26.7,3.66,0.2,1.4,0.9,6.8,7.56,0.0,0.1,3
Branden Oliver,0.0,0.0,0.0,0.0,0.0,0.0,6.3,24.8,3.94,0.1,1.8,0.9,6.5,7.22,0.0,0.1,2
Alvin Kamara,0.0,0.0,0.0,0.0,0.0,0.0,4.2,14.4,3.43,0.1,4.2,2.5,17.0,6.80,0.0,0.1,2
Wendell Smallwood,0.0,0.0,0.0,0.0,0.0,0.0,7.2,24.6,3.42,0.1,2.0,1.1,6.4,5.82,0.0,0.1,2
James Conner,0.0,0.0,0.0,0.0,0.0,0.0,3.9,15.7,4.03,0.2,1.0,0.7,5.9,8.43,0.0,0.0,2
Kyle Juszczyk,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,3.00,0.1,2.3,1.7,12.6,7.41,0.1,0.0,2
Kenyan Drake,0.0,0.0,0.0,0.0,0.0,0.0,3.2,10.5,3.28,0.1,1.0,0.8,6.2,7.75,0.0,0.1,1
DeAndre Washington,0.0,0.0,0.0,0.0,0.0,0.0,3.2,15.0,4.69,0.1,0.8,0.7,4.7,6.71,0.0,0.1,1
Elijah McGuire,0.0,0.0,0.0,0.0,0.0,0.0,3.1,12.3,3.97,0.1,2.1,0.9,6.9,7.67,0.0,0.1,1
Jeremy Hill,0.0,0.0,0.0,0.0,0.0,0.0,5.1,19.0,3.73,0.1,0.9,0.7,4.7,6.71,0.0,0.1,1
Alfred Morris,0.0,0.0,0.0,0.0,0.0,0.0,4.2,12.2,2.90,0.1,1.4,0.9,5.5,6.11,0.0,0.1,1
Andre Ellington,0.0,0.0,0.0,0.0,0.0,0.0,3.2,10.7,3.34,0.1,1.9,1.2,8.8,7.33,0.0,0.1,1
C.J. Prosise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.10,0.0,2.1,1.5,17.1,11.40,0.0,0.1,0
Zach Zenner,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.1,4.36,0.1,0.4,0.3,2.7,9.00,0.0,0.0,0
Matt Jones,0.0,0.0,0.0,0.0,0.0,0.0,1.9,7.1,3.74,0.1,0.2,0.2,2.2,11.00,0.0,0.0,0
Cameron Artis-Payne,0.0,0.0,0.0,0.0,0.0,0.0,2.2,8.8,4.00,0.1,0.1,0.1,1.1,11.00,0.0,0.0,0
Aaron Ripkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.8,5.43,0.1,0.3,0.2,1.3,6.50,0.0,0.0,0
Alfred Blue,0.0,0.0,0.0,0.0,0.0,0.0,2.9,12.3,4.24,0.0,0.7,0.6,3.1,5.17,0.0,0.2,0
Malcolm Brown,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.8,3.12,0.1,1.2,0.9,7.4,8.22,0.0,0.1,0
Raheem Mostert,0.0,0.0,0.0,0.0,0.0,0.0,2.1,9.7,4.62,0.1,0.4,0.3,1.6,5.33,0.0,0.1,0
Brian Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.1,3.50,0.0,0.2,0.1,1.1,11.00,0.0,0.0,0
D.J. Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.1,3.00,0.0,0.2,0.1,0.7,7.00,0.0,0.0,0
Keith Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.00,0.0,0.2,0.1,0.8,8.00,0.0,0.0,0
Cedric Peerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Mike James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Jalston Fowler,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,3.00,0.0,0.1,0.1,0.7,7.00,0.0,0.0,0
Wayne Gallman,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.6,3.20,0.0,0.1,0.0,0.3,0.00,0.0,0.0,0
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.2,0.1,0.6,6.00,0.0,0.0,0
Terrell Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Damien Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,3.00,0.0,0.3,0.2,2.5,12.50,0.0,0.0,0
John Kuhn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Brandon Wilds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
C.J. Spiller,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,3.33,0.0,0.3,0.2,1.8,9.00,0.0,0.0,0
Taquan Mizzell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Derek Watt,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,0.1,0.1,1.9,19.00,0.0,0.0,0
Roosevelt Nix-Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.1,0.1,0.3,3.00,0.0,0.0,0
Derrick Coleman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Fozzy Whittaker,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,4.50,0.0,0.3,0.2,1.9,9.50,0.0,0.0,0
Jay Prosch,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,3.00,0.0,0.0,0.0,0.1,0.00,0.0,0.0,0
Joe Kerridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Senorise Perry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Bishop Sankey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
James Develin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,0.2,0.1,1.0,10.00,0.0,0.0,0
Benny Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,5.00,0.0,0.3,0.2,1.7,8.50,0.0,0.0,0
Daniel Lasco,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,3.50,0.0,0.2,0.1,0.6,6.00,0.0,0.0,0
George Winn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Tre Madden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
C.J. Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Mack Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,5.00,0.0,0.1,0.1,0.7,7.00,0.0,0.0,0
Latavius Murray,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.9,3.17,0.0,0.2,0.1,0.8,8.00,0.0,0.0,0
Devante Mays,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.5,4.17,0.0,0.2,0.1,1.0,10.00,0.0,0.0,0
Eddie Lacy,0.0,0.0,0.0,0.0,0.0,0.0,1.8,6.9,3.83,0.0,0.2,0.2,1.2,6.00,0.0,0.0,0
Taiwan Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,0.1,0.1,0.7,7.00,0.0,0.0,0
Tommy Bohanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Rod Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Jamize Olawale,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,4.00,0.0,0.3,0.2,4.3,21.50,0.0,0.0,0
De'Angelo Henderson,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.1,3.00,0.0,0.2,0.1,0.9,9.00,0.0,0.0,0
Austin Ekeler,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,3.50,0.0,0.2,0.1,1.1,11.00,0.0,0.0,0
Andy Janovich,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,0.2,0.2,1.2,6.00,0.0,0.0,0
Peyton Barber,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.5,3.89,0.0,0.1,0.1,0.4,4.00,0.0,0.0,0
Keith Marshall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Elijhaa Penny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Joe Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Akeem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.1,5.25,0.0,0.1,0.1,0.6,6.00,0.0,0.0,0
Joe Banyard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Trey Edmunds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.3,2.5,8.33,0.0,0.0,0
Patrick DiMarco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.2,0.2,1.1,5.50,0.0,0.0,0
Tyler Gaffney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Michael Burton,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,3.50,0.0,0.1,0.1,0.5,5.00,0.0,0.0,0
Justin Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,3.00,0.0,0.1,0.1,0.7,7.00,0.0,0.0,0
Corey Clement,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,3.00,0.0,0.2,0.1,0.7,7.00,0.0,0.0,0
Devontae Booker,0.0,0.0,0.0,0.0,0.0,0.0,1.9,7.3,3.84,0.0,0.5,0.3,2.9,9.67,0.0,0.0,0
Matt Dayes,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.6,3.20,0.0,0.2,0.1,0.9,9.00,0.0,0.0,0
Darren McFadden,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,3.60,0.0,0.3,0.2,1.7,8.50,0.0,0.0,0
Danny Vitale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,0.2,0.2,1.3,6.50,0.0,0.0,0
Aaron Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.5,4.17,0.0,0.2,0.1,1.0,10.00,0.0,0.0,0
Corey Grant,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.4,4.86,0.0,0.1,0.1,0.4,4.00,0.0,0.0,0
Shane Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.6,3.20,0.0,0.2,0.1,0.9,9.00,0.0,0.0,0
David Fluellen,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,3.33,0.0,0.1,0.1,0.7,7.00,0.0,0.0,0
Tyler Ervin,0.0,0.0,0.0,0.0,0.0,0.0,1.3,4.9,3.77,0.0,1.2,0.9,4.6,5.11,0.0,0.2,0
Chris Ivory,0.0,0.0,0.0,0.0,0.0,0.0,2.7,9.0,3.33,0.0,0.7,0.5,4.2,8.40,0.0,0.3,0
