Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Ezekiel Elliott,0.0,0.0,0.0,0.0,0.0,0.0,23.4,117.0,5.00,0.6,3.4,2.3,28.7,12.48,0.2,0.2,17
Todd Gurley,0.0,0.0,0.0,0.0,0.0,0.0,19.3,72.4,3.75,0.5,4.4,3.2,32.6,10.19,0.3,0.2,14
Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,17.0,81.6,4.80,0.5,4.5,3.8,35.6,9.37,0.2,0.4,14
Lamar Miller,0.0,0.0,0.0,0.0,0.0,0.0,17.5,71.4,4.08,0.5,2.9,2.3,22.1,9.61,0.2,0.1,13
Mark Ingram,0.0,0.0,0.0,0.0,0.0,0.0,17.0,67.0,3.94,0.6,5.1,4.3,31.2,7.26,0.1,0.5,12
Devonta Freeman,0.0,0.0,0.0,0.0,0.0,0.0,15.2,60.5,3.98,0.5,3.8,3.1,25.3,8.16,0.1,0.1,11
LeSean McCoy,0.0,0.0,0.0,0.0,0.0,0.0,18.2,69.0,3.79,0.4,5.7,4.4,30.2,6.86,0.0,0.2,11
Doug Martin,0.0,0.0,0.0,0.0,0.0,0.0,17.2,75.8,4.41,0.4,2.7,1.8,17.3,9.61,0.1,0.1,10
Chris Thompson,0.0,0.0,0.0,0.0,0.0,0.0,8.8,37.4,4.25,0.2,6.4,4.8,56.8,11.83,0.3,0.2,10
Alvin Kamara,0.0,0.0,0.0,0.0,0.0,0.0,6.7,32.5,4.85,0.3,6.6,5.2,44.3,8.52,0.2,0.1,9
Marlon Mack,0.0,0.0,0.0,0.0,0.0,0.0,8.2,30.9,3.77,0.3,3.4,2.1,22.6,10.76,0.4,0.1,9
Carlos Hyde,0.0,0.0,0.0,0.0,0.0,0.0,14.9,54.6,3.66,0.5,3.2,2.2,12.0,5.45,0.0,0.1,8
Joe Mixon,0.0,0.0,0.0,0.0,0.0,0.0,14.7,50.8,3.46,0.3,3.3,2.5,22.7,9.08,0.0,0.1,8
Ameer Abdullah,0.0,0.0,0.0,0.0,0.0,0.0,15.7,59.3,3.78,0.3,2.9,2.2,14.7,6.68,0.1,0.1,8
Frank Gore,0.0,0.0,0.0,0.0,0.0,0.0,14.1,50.8,3.60,0.3,2.6,1.8,15.2,8.44,0.1,0.1,8
Aaron Jones,0.0,0.0,0.0,0.0,0.0,0.0,16.0,66.2,4.14,0.4,1.6,0.9,5.0,5.56,0.0,0.1,8
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,5.8,20.7,3.57,0.1,8.5,5.9,45.4,7.69,0.3,0.2,8
DeMarco Murray,0.0,0.0,0.0,0.0,0.0,0.0,13.7,56.8,4.15,0.3,3.2,2.3,16.4,7.13,0.1,0.2,8
Adrian Peterson,0.0,0.0,0.0,0.0,0.0,0.0,18.1,57.9,3.20,0.5,2.2,1.2,8.9,7.42,0.0,0.2,7
Tevin Coleman,0.0,0.0,0.0,0.0,0.0,0.0,8.4,36.2,4.31,0.2,2.6,1.8,21.6,12.00,0.2,0.1,7
Kenyan Drake,0.0,0.0,0.0,0.0,0.0,0.0,13.4,46.3,3.46,0.3,2.9,1.7,11.1,6.53,0.1,0.1,7
Jonathan Stewart,0.0,0.0,0.0,0.0,0.0,0.0,13.8,51.4,3.72,0.3,1.8,1.0,6.7,6.70,0.1,0.2,7
Marshawn Lynch,0.0,0.0,0.0,0.0,0.0,0.0,10.8,43.9,4.06,0.4,2.4,1.2,7.2,6.00,0.0,0.1,6
Alex Collins,0.0,0.0,0.0,0.0,0.0,0.0,14.7,58.6,3.99,0.3,2.1,1.3,7.2,5.54,0.0,0.3,6
LeGarrette Blount,0.0,0.0,0.0,0.0,0.0,0.0,12.1,43.3,3.58,0.4,0.5,0.4,2.4,6.00,0.0,0.1,6
Eddie Lacy,0.0,0.0,0.0,0.0,0.0,0.0,11.6,43.7,3.77,0.3,1.6,1.2,9.5,7.92,0.1,0.1,6
Bilal Powell,0.0,0.0,0.0,0.0,0.0,0.0,11.3,42.9,3.80,0.2,3.4,2.5,19.3,7.72,0.0,0.1,6
Ty Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,9.8,36.9,3.77,0.2,3.1,2.3,16.5,7.17,0.1,0.1,5
