Steelers,1.0,0.0,3.9,36.4,0.9,1.3,0.26,13.2,184.0,82.0,266,17
Broncos,1.1,0.0,2.7,37.7,1.3,1.8,0.3,17.1,207.0,80.0,287,15
Panthers,0.8,0.0,3.3,40.5,1.2,1.7,0.26,18.8,173.0,120.0,293,14
Colts,1.3,0.0,2.4,36.3,0.8,1.1,0.31,19.5,173.0,99.0,272,14
Texans,1.1,0.0,2.2,39.7,0.9,1.2,0.3,15.9,180.0,109.0,289,14
Vikings,1.1,0.1,2.2,47.1,1.0,1.4,0.42,20.7,261.0,106.0,367,13
Patriots,0.7,0.0,2.1,40.4,0.9,1.2,0.26,16.6,192.0,103.0,295,12
Falcons,1.5,0.1,1.6,44.2,1.0,1.3,0.33,18.5,227.0,141.0,368,12
Cardinals,0.8,0.1,3.3,38.4,0.8,1.1,0.25,21.2,201.0,75.0,276,12
Rams,1.1,0.0,2.8,43.7,0.6,0.9,0.23,20.3,207.0,94.0,301,11
Packers,1.2,0.0,2.5,38.9,0.5,0.7,0.26,18.1,232.0,105.0,337,11
Chargers,1.4,0.0,3.0,41.5,1.0,1.4,0.27,24.9,201.0,116.0,317,11
Jaguars,1.1,0.0,2.1,44.6,0.6,0.8,0.25,23.6,180.0,100.0,280,11
Bills,1.1,0.0,2.2,40.7,0.6,0.8,0.23,17.6,233.0,125.0,358,10
Bengals,1.1,0.0,1.7,45.7,0.4,0.6,0.23,18.0,249.0,92.0,341,10
Cowboys,0.7,0.0,1.6,43.2,0.8,1.1,0.23,17.3,232.0,92.0,324,9
Eagles,1.1,0.0,1.8,41.5,0.9,1.3,0.33,26.2,275.0,105.0,380,9
Raiders,1.2,0.0,1.9,39.6,0.9,1.3,0.27,21.1,212.0,123.0,335,9
Lions,1.0,0.1,2.1,44.9,0.8,1.1,0.29,24.3,257.0,114.0,371,9
Redskins,0.9,0.0,2.5,45.3,0.7,1.0,0.26,22.2,224.0,120.0,344,9
Saints,0.5,0.0,1.9,43.2,1.2,1.7,0.21,26.7,234.0,96.0,330,8
Seahawks,0.5,0.0,2.8,43.4,0.8,1.1,0.19,24.2,239.0,101.0,340,8
Ravens,0.7,0.0,2.2,44.9,0.8,1.2,0.22,21.3,217.0,106.0,323,8
Chiefs,0.7,0.1,1.8,45.0,0.8,1.2,0.25,25.8,259.0,120.0,379,8
Titans,0.7,0.0,1.7,42.6,0.7,1.0,0.2,24.6,239.0,100.0,339,7
49ers,0.8,0.0,1.9,42.6,0.5,0.7,0.19,25.3,246.0,131.0,377,7
Jets,0.6,0.0,2.4,41.1,0.5,0.6,0.16,26.1,176.0,152.0,328,7
Giants,0.5,0.0,1.4,44.3,0.8,1.0,0.16,23.7,220.0,135.0,355,6
Browns,0.9,0.0,1.3,43.7,0.3,0.4,0.16,26.2,275.0,120.0,395,6
