Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Cam Newton,33.8,20.4,281.0,1.9,0.8,95.9,5.6,24.1,4.30,0.4,0.0,0.0,0.0,0.00,0.0,0.3,25
Aaron Rodgers,41.7,27.1,274.0,2.0,0.7,92.6,4.4,26.7,6.07,0.1,0.0,0.0,0.0,0.00,0.0,0.1,23
Matt Ryan,33.9,25.7,305.0,1.7,0.4,114.5,2.2,6.9,3.14,0.0,0.0,0.0,0.0,0.00,0.0,0.2,21
Tom Brady,38.2,22.5,265.0,1.9,0.5,91.2,2.6,5.0,1.92,0.0,0.0,0.0,0.0,0.00,0.0,0.1,20
Derek Carr,37.2,24.6,270.0,1.9,0.5,98.9,2.1,4.4,2.10,0.0,0.0,0.0,0.0,0.00,0.0,0.2,20
Alex Smith,33.2,22.0,239.0,1.7,0.6,96.8,3.9,15.0,3.85,0.2,0.0,0.0,0.0,0.00,0.0,0.2,20
Ben Roethlisberger,34.5,22.6,275.0,1.7,0.8,96.6,1.5,2.1,1.40,0.0,0.0,0.0,0.0,0.00,0.0,0.1,20
Jameis Winston,40.2,25.3,295.0,1.5,1.2,85.1,2.9,10.1,3.48,0.1,0.0,0.0,0.0,0.00,0.0,0.3,19
Russell Wilson,35.3,22.1,260.0,1.4,1.0,86.4,5.2,22.7,4.37,0.1,0.0,0.0,0.0,0.00,0.0,0.2,19
Matthew Stafford,36.0,24.0,220.0,1.6,0.6,91.0,2.6,15.9,6.12,0.2,0.0,0.0,0.0,0.00,0.0,0.2,18
Philip Rivers,36.9,21.5,268.0,1.7,1.0,85.0,0.9,1.9,2.11,0.0,0.0,0.0,0.0,0.00,0.0,0.3,18
Drew Brees,42.6,30.7,277.0,1.3,0.8,91.6,1.2,1.7,1.42,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18
Jacoby Brissett,35.6,20.4,232.0,1.4,0.9,79.6,2.9,14.2,4.90,0.1,0.0,0.0,0.0,0.00,0.0,0.1,17
Trevor Siemian,36.4,21.8,250.0,1.4,1.0,82.0,2.7,6.5,2.41,0.1,0.0,0.0,0.0,0.00,0.0,0.2,17
Kirk Cousins,37.6,22.1,258.0,1.4,1.2,78.8,2.2,7.1,3.23,0.2,0.0,0.0,0.0,0.00,0.0,0.4,17
Jay Cutler,31.6,21.0,250.0,1.4,0.8,94.6,1.6,5.4,3.38,0.0,0.0,0.0,0.0,0.00,0.0,0.2,17
Marcus Mariota,32.2,19.7,226.0,1.3,0.8,85.4,3.6,18.8,5.22,0.1,0.0,0.0,0.0,0.00,0.0,0.2,17
DeShone Kizer,34.2,20.8,254.0,1.0,1.3,77.6,5.2,26.6,5.12,0.1,0.0,0.0,0.0,0.00,0.0,0.2,16
Carson Wentz,39.4,23.4,231.0,1.3,1.0,76.4,3.4,14.3,4.21,0.1,0.0,0.0,0.0,0.00,0.0,0.3,16
Dak Prescott,33.5,21.5,223.0,1.3,0.7,87.5,3.4,15.3,4.50,0.2,0.0,0.0,0.0,0.00,0.0,0.3,16
Carson Palmer,40.6,25.3,264.0,1.3,1.1,80.5,1.3,2.6,2.00,0.0,0.0,0.0,0.0,0.00,0.0,0.3,16
Josh McCown,35.3,21.0,219.0,1.1,0.9,77.3,3.0,16.4,5.47,0.1,0.0,0.0,0.0,0.00,0.0,0.2,14
Jared Goff,30.9,18.9,220.0,1.2,0.8,84.9,1.5,2.3,1.53,0.1,0.0,0.0,0.0,0.00,0.0,0.1,14
Tyrod Taylor,27.2,15.1,149.0,1.1,0.7,73.9,6.6,35.8,5.42,0.2,0.0,0.0,0.0,0.00,0.0,0.2,14
Joe Flacco,36.8,22.9,214.0,1.3,1.2,76.4,1.2,2.7,2.25,0.1,0.0,0.0,0.0,0.00,0.0,0.3,14
Andy Dalton,32.4,20.0,242.0,1.0,0.9,83.4,2.6,8.8,3.38,0.1,0.0,0.0,0.0,0.00,0.0,0.2,14
Blake Bortles,31.9,17.5,179.0,1.0,1.4,63.3,4.3,23.0,5.35,0.1,0.0,0.0,0.0,0.00,0.0,0.3,13
Eli Manning,38.0,23.8,248.0,1.0,1.1,78.2,1.1,1.6,1.45,0.0,0.0,0.0,0.0,0.00,0.0,0.3,13
Deshaun Watson,30.4,17.7,162.0,0.9,0.9,70.3,3.4,21.4,6.29,0.1,0.0,0.0,0.0,0.00,0.0,0.3,12
Brian Hoyer,31.1,20.0,189.0,1.1,0.8,82.1,1.3,2.5,1.92,0.0,0.0,0.0,0.0,0.00,0.0,0.3,12
Case Keenum,30.0,19.7,191.0,0.9,1.1,78.1,1.6,3.2,2.00,0.1,0.0,0.0,0.0,0.00,0.0,0.3,11
Mike Glennon,34.1,20.7,210.0,0.8,1.3,70.3,1.6,6.8,4.25,0.0,0.0,0.0,0.0,0.00,0.0,0.3,10
Bryce Petty,0.2,0.1,1.3,0.0,0.0,70.8,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Davis Webb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Alex Tanney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Chase Daniel,0.0,0.0,0.1,0.0,0.0,99.5,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
T.J. Yates,0.1,0.0,0.4,0.0,0.0,43.8,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Derek Anderson,0.1,0.1,0.9,0.0,0.0,104.2,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Geno Smith,0.1,0.0,0.5,0.0,0.0,47.9,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Cooper Rush,0.0,0.0,0.1,0.0,0.0,98.4,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Cody Kessler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
C.J. Beathard,0.0,0.0,0.1,0.0,0.0,101.6,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Austin Davis,0.1,0.1,0.8,0.0,0.0,100.0,0.0,0.1,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Landry Jones,0.1,0.1,0.8,0.0,0.0,100.0,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Mitchell Trubisky,0.7,0.4,4.5,0.0,0.0,76.5,0.0,0.2,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Kevin Hogan,0.1,0.0,0.5,0.0,0.0,47.9,0.0,0.1,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Jameill Showers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Ryan Nassib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Tom Savage,0.1,0.1,0.5,0.0,0.0,87.5,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Connor Cook,0.1,0.1,0.7,0.0,0.0,95.8,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Jimmy Garoppolo,0.1,0.0,0.3,0.0,0.0,39.6,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
