Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Devonta Freeman,0.0,0.0,0.0,0.0,0.0,0.0,16.8,72.8,4.33,0.8,4.1,3.6,31.8,8.83,0.1,0.1,15
Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,17.5,86.8,4.96,0.6,3.5,3.0,24.0,8.00,0.2,0.3,14
Todd Gurley,0.0,0.0,0.0,0.0,0.0,0.0,18.5,72.9,3.94,0.6,4.3,3.3,28.6,8.67,0.3,0.3,13
Le'Veon Bell,0.0,0.0,0.0,0.0,0.0,0.0,18.5,85.7,4.63,0.5,6.2,4.7,32.5,6.91,0.0,0.1,13
Leonard Fournette,0.0,0.0,0.0,0.0,0.0,0.0,20.6,88.8,4.31,0.7,2.9,2.0,17.1,8.55,0.1,0.1,13
Melvin Gordon,0.0,0.0,0.0,0.0,0.0,0.0,18.4,70.0,3.80,0.5,4.5,3.3,29.6,8.97,0.3,0.3,13
Lamar Miller,0.0,0.0,0.0,0.0,0.0,0.0,17.6,65.4,3.72,0.5,3.3,2.9,26.1,9.00,0.2,0.1,12
Chris Thompson,0.0,0.0,0.0,0.0,0.0,0.0,7.6,37.1,4.88,0.4,4.8,3.6,44.3,12.31,0.3,0.1,11
Mark Ingram,0.0,0.0,0.0,0.0,0.0,0.0,14.0,54.7,3.91,0.3,5.0,4.0,30.9,7.72,0.1,0.1,10
Alvin Kamara,0.0,0.0,0.0,0.0,0.0,0.0,8.3,32.4,3.90,0.5,6.0,4.6,34.4,7.48,0.2,0.1,10
Ameer Abdullah,0.0,0.0,0.0,0.0,0.0,0.0,15.4,63.7,4.14,0.4,2.9,2.4,18.2,7.58,0.1,0.1,9
DeMarco Murray,0.0,0.0,0.0,0.0,0.0,0.0,14.0,62.5,4.46,0.4,3.2,2.4,16.9,7.04,0.1,0.2,9
Carlos Hyde,0.0,0.0,0.0,0.0,0.0,0.0,14.1,64.8,4.60,0.3,2.4,2.0,10.8,5.40,0.1,0.1,9
C.J. Anderson,0.0,0.0,0.0,0.0,0.0,0.0,15.2,64.6,4.25,0.3,3.1,2.2,14.9,6.77,0.1,0.1,9
Marshawn Lynch,0.0,0.0,0.0,0.0,0.0,0.0,13.5,56.6,4.19,0.6,2.1,1.1,8.9,8.09,0.1,0.1,9
Jordan Howard,0.0,0.0,0.0,0.0,0.0,0.0,15.9,67.8,4.26,0.4,3.2,2.0,13.8,6.90,0.0,0.2,9
Jay Ajayi,0.0,0.0,0.0,0.0,0.0,0.0,16.7,71.5,4.28,0.4,2.1,1.6,8.2,5.12,0.0,0.2,9
Javorius Allen,0.0,0.0,0.0,0.0,0.0,0.0,13.3,51.8,3.89,0.3,4.2,3.3,17.8,5.39,0.2,0.1,8
Doug Martin,0.0,0.0,0.0,0.0,0.0,0.0,17.4,57.3,3.29,0.4,2.9,2.1,17.2,8.19,0.0,0.2,8
Isaiah Crowell,0.0,0.0,0.0,0.0,0.0,0.0,13.1,54.0,4.12,0.3,2.4,1.8,15.0,8.33,0.0,0.1,7
Tevin Coleman,0.0,0.0,0.0,0.0,0.0,0.0,8.2,39.2,4.78,0.2,3.2,2.4,29.2,12.17,0.2,0.1,7
Adrian Peterson,0.0,0.0,0.0,0.0,0.0,0.0,14.8,49.4,3.34,0.4,2.2,1.6,11.3,7.06,0.1,0.4,7
Ty Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,8.1,35.8,4.42,0.3,4.3,3.3,24.1,7.30,0.1,0.1,7
Jerick McKinnon,0.0,0.0,0.0,0.0,0.0,0.0,12.5,45.9,3.67,0.3,3.8,2.8,18.4,6.57,0.1,0.1,7
LeGarrette Blount,0.0,0.0,0.0,0.0,0.0,0.0,13.0,52.9,4.07,0.3,1.1,1.1,5.8,5.27,0.1,0.1,7
Frank Gore,0.0,0.0,0.0,0.0,0.0,0.0,12.7,40.3,3.17,0.3,2.3,1.6,13.9,8.69,0.1,0.1,7
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,8.4,32.6,3.88,0.2,6.0,3.9,36.6,9.38,0.1,0.4,7
Matt Forte,0.0,0.0,0.0,0.0,0.0,0.0,12.5,52.1,4.17,0.2,1.7,1.2,11.1,9.25,0.0,0.1,7
Samaje Perine,0.0,0.0,0.0,0.0,0.0,0.0,13.3,49.9,3.75,0.3,1.7,1.4,12.1,8.64,0.1,0.2,7
Mike Gillislee,0.0,0.0,0.0,0.0,0.0,0.0,12.3,40.7,3.31,0.5,0.8,0.6,4.7,7.83,0.0,0.1,6
Marlon Mack,0.0,0.0,0.0,0.0,0.0,0.0,9.3,32.2,3.46,0.4,2.4,1.7,15.8,9.29,0.1,0.1,6
Jonathan Stewart,0.0,0.0,0.0,0.0,0.0,0.0,14.7,57.3,3.90,0.3,1.8,1.1,7.6,6.91,0.1,0.4,6
Duke Johnson,0.0,0.0,0.0,0.0,0.0,0.0,3.6,15.2,4.22,0.2,5.6,4.3,45.6,10.60,0.1,0.1,6
Derrick Henry,0.0,0.0,0.0,0.0,0.0,0.0,9.2,40.5,4.40,0.3,1.1,1.0,7.6,7.60,0.1,0.1,6
Matt Breida,0.0,0.0,0.0,0.0,0.0,0.0,9.9,43.3,4.37,0.2,3.1,1.9,12.6,6.63,0.0,0.1,6
D'Onta Foreman,0.0,0.0,0.0,0.0,0.0,0.0,10.3,39.4,3.83,0.3,1.6,1.3,12.9,9.92,0.1,0.2,6
Elijah McGuire,0.0,0.0,0.0,0.0,0.0,0.0,10.2,43.8,4.29,0.2,2.6,1.6,14.7,9.19,0.0,0.2,5
Tarik Cohen,0.0,0.0,0.0,0.0,0.0,0.0,6.6,30.7,4.65,0.1,5.5,4.0,26.4,6.60,0.1,0.2,5
Corey Clement,0.0,0.0,0.0,0.0,0.0,0.0,10.2,37.8,3.71,0.3,2.4,1.8,11.2,6.22,0.0,0.1,5
Aaron Jones,0.0,0.0,0.0,0.0,0.0,0.0,9.7,44.7,4.61,0.3,1.3,1.0,7.5,7.50,0.0,0.1,5
Theo Riddick,0.0,0.0,0.0,0.0,0.0,0.0,3.2,11.4,3.56,0.1,5.3,4.2,34.4,8.19,0.2,0.1,5
Jamaal Charles,0.0,0.0,0.0,0.0,0.0,0.0,8.7,38.5,4.43,0.3,2.2,1.4,10.8,7.71,0.0,0.4,5
James White,0.0,0.0,0.0,0.0,0.0,0.0,3.8,12.1,3.18,0.1,5.0,3.8,32.8,8.63,0.1,0.1,5
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,3.75,0.2,1.9,1.4,10.8,7.71,0.0,0.1,5
Andre Ellington,0.0,0.0,0.0,0.0,0.0,0.0,4.1,13.1,3.20,0.1,6.0,4.3,38.5,8.95,0.1,0.1,5
Latavius Murray,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.1,3.41,0.3,1.1,0.9,5.5,6.11,0.0,0.1,4
Alex Collins,0.0,0.0,0.0,0.0,0.0,0.0,9.5,41.6,4.38,0.2,2.2,1.2,6.1,5.08,0.0,0.3,4
Jalen Richard,0.0,0.0,0.0,0.0,0.0,0.0,5.2,24.8,4.77,0.2,1.7,1.1,12.8,11.64,0.1,0.1,4
Charcandrick West,0.0,0.0,0.0,0.0,0.0,0.0,4.3,18.3,4.26,0.1,2.3,1.9,12.3,6.47,0.2,0.1,3
Wayne Gallman,0.0,0.0,0.0,0.0,0.0,0.0,11.7,34.2,2.92,0.1,1.1,0.8,4.3,5.37,0.0,0.1,3
Austin Ekeler,0.0,0.0,0.0,0.0,0.0,0.0,3.2,11.6,3.62,0.1,2.2,1.7,16.1,9.47,0.1,0.1,3
James Conner,0.0,0.0,0.0,0.0,0.0,0.0,5.7,24.8,4.35,0.1,1.2,0.7,5.7,8.14,0.0,0.1,2
Orleans Darkwa,0.0,0.0,0.0,0.0,0.0,0.0,7.9,24.9,3.15,0.1,2.5,1.3,6.8,5.23,0.0,0.1,2
Chris Ivory,0.0,0.0,0.0,0.0,0.0,0.0,7.2,29.1,4.04,0.1,0.8,0.6,4.8,8.00,0.0,0.2,2
Kenyan Drake,0.0,0.0,0.0,0.0,0.0,0.0,4.1,14.4,3.51,0.1,1.2,0.9,5.3,5.89,0.0,0.1,1
DeAndre Washington,0.0,0.0,0.0,0.0,0.0,0.0,3.6,14.6,4.06,0.1,2.2,1.6,9.8,6.12,0.0,0.1,1
