Vikings,2.5,0.0,3.7,37.5,0.7,0.9,0.41,8.9,164.0,82.0,246,22
Seahawks,1.1,0.0,2.5,42.2,0.9,1.2,0.29,12.9,154.0,119.0,273,16
Ravens,1.6,0.0,2.3,39.1,0.7,1.0,0.34,15.3,183.0,93.0,276,14
Eagles,0.9,0.0,2.9,39.0,1.0,1.4,0.32,16.0,177.0,102.0,279,14
Chiefs,1.4,0.0,2.5,38.9,1.1,1.6,0.4,14.6,210.0,105.0,315,13
Falcons,1.2,0.0,2.3,40.2,0.8,1.1,0.26,17.9,181.0,111.0,292,13
Dolphins,1.3,0.0,2.2,44.0,0.8,1.0,0.24,18.0,188.0,109.0,297,13
Steelers,0.8,0.0,3.5,38.8,0.7,1.0,0.21,17.0,175.0,78.0,253,13
Bengals,0.8,0.1,3.1,40.1,0.5,0.7,0.2,16.3,196.0,96.0,292,13
Buccaneers,1.2,0.0,2.2,43.8,0.9,1.3,0.27,20.8,246.0,105.0,351,12
Saints,0.8,0.1,1.9,42.6,1.2,1.6,0.28,17.3,154.0,161.0,315,11
Cowboys,0.7,0.0,2.0,43.4,1.3,1.8,0.25,19.2,236.0,102.0,338,11
Patriots,1.0,0.0,1.7,40.3,0.8,1.1,0.29,17.9,261.0,82.0,343,11
Panthers,1.0,0.0,3.3,41.7,0.9,1.2,0.26,21.7,242.0,83.0,325,10
Bills,1.0,0.0,1.8,39.9,0.6,0.8,0.22,19.4,218.0,95.0,313,10
Texans,1.4,0.0,2.6,42.7,0.6,0.9,0.24,22.9,213.0,108.0,321,10
Broncos,0.5,0.0,2.9,39.8,0.6,0.9,0.15,23.6,179.0,100.0,279,10
Browns,0.7,0.0,1.7,43.4,0.9,1.2,0.16,18.7,210.0,92.0,302,9
Colts,1.1,0.0,2.1,42.6,0.8,1.1,0.26,24.3,248.0,110.0,358,9
49ers,0.9,0.0,2.0,44.5,0.8,1.1,0.21,26.8,236.0,119.0,355,8
Raiders,0.5,0.0,2.5,42.8,0.7,1.0,0.18,23.9,191.0,144.0,335,7
Redskins,0.5,0.0,1.9,43.4,0.8,1.1,0.2,23.5,218.0,134.0,352,7
Lions,0.9,0.0,1.2,46.0,0.6,0.9,0.25,21.9,266.0,110.0,376,7
Jets,0.9,0.0,1.5,42.0,0.5,0.6,0.19,22.7,271.0,102.0,373,7
Chargers,0.5,0.1,3.0,45.6,0.8,1.1,0.19,28.3,251.0,128.0,379,6
