Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Aaron Rodgers,39.2,25.0,272.0,1.9,0.6,93.9,4.1,21.3,5.20,0.2,0,0.0,0.0,0.00,0.0,0.2,23
Cam Newton,34.9,20.5,273.0,1.7,0.8,90.3,5.6,26.5,4.73,0.4,0,0.0,0.0,0.00,0.0,0.2,23
Kirk Cousins,37.9,24.1,302.0,1.8,1.1,92.0,2.0,5.5,2.75,0.3,0,0.0,0.0,0.00,0.0,0.3,22
Matt Ryan,32.7,22.5,293.0,2.0,0.5,110.8,2.1,6.7,3.19,0.0,0,0.0,0.0,0.00,0.0,0.1,22
Tom Brady,37.7,22.9,284.0,1.8,0.7,92.3,2.7,5.9,2.19,0.1,0,0.0,0.0,0.00,0.0,0.2,21
Ben Roethlisberger,37.6,24.4,297.0,1.9,0.9,95.9,1.4,2.5,1.79,0.0,0,0.0,0.0,0.00,0.0,0.1,21
Tyrod Taylor,29.1,17.0,197.0,1.7,0.6,89.9,6.5,36.2,5.57,0.3,0,0.0,0.0,0.00,0.0,0.1,21
Carson Palmer,39.4,26.9,284.0,1.8,1.0,93.7,1.1,2.4,2.18,0.0,0,0.0,0.0,0.00,0.0,0.3,20
Derek Carr,38.5,23.9,261.0,1.8,0.7,90.1,2.3,5.0,2.17,0.0,0,0.0,0.0,0.00,0.0,0.2,19
Sam Bradford,35.0,24.9,259.0,1.8,0.5,103.4,1.5,3.9,2.60,0.0,0,0.0,0.0,0.00,0.0,0.4,19
Marcus Mariota,33.1,18.2,235.0,1.6,1.2,78.5,3.6,22.3,6.19,0.1,0,0.0,0.0,0.00,0.0,0.3,19
Dak Prescott,32.4,20.8,238.0,1.5,0.5,95.2,3.5,16.1,4.60,0.2,0,0.0,0.0,0.00,0.0,0.2,19
Drew Brees,43.2,29.7,291.0,1.5,1.1,88.4,1.5,2.2,1.47,0.1,0,0.0,0.0,0.00,0.0,0.3,18
Carson Wentz,39.5,25.4,252.0,1.4,0.9,84.6,2.9,10.2,3.52,0.1,0,0.0,0.0,0.00,0.0,0.2,18
Andy Dalton,33.9,22.1,242.0,1.4,0.7,91.3,3.5,11.1,3.17,0.2,0,0.0,0.0,0.00,0.0,0.3,18
Matthew Stafford,35.6,22.4,226.0,1.5,0.9,84.5,2.5,11.5,4.60,0.1,0,0.0,0.0,0.00,0.0,0.2,18
Russell Wilson,32.7,20.7,260.0,1.3,1.2,85.9,4.5,20.3,4.51,0.0,0,0.0,0.0,0.00,0.0,0.2,18
Joe Flacco,44.7,30.6,275.0,1.1,1.1,82.7,1.3,3.2,2.46,0.1,0,0.0,0.0,0.00,0.0,0.1,16
