Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,18.2,91.9,5.05,0.7,4.3,3.6,39.7,11.03,0.2,0.4,16
Todd Gurley,0.0,0.0,0.0,0.0,0.0,0.0,19.2,64.5,3.36,0.7,4.1,3.1,30.5,9.84,0.3,0.2,14
Le'Veon Bell,0.0,0.0,0.0,0.0,0.0,0.0,21.3,88.3,4.15,0.6,6.5,5.2,29.9,5.75,0.1,0.0,14
LeSean McCoy,0.0,0.0,0.0,0.0,0.0,0.0,17.5,71.7,4.10,0.5,5.3,4.5,34.3,7.62,0.1,0.1,13
Ezekiel Elliott,0.0,0.0,0.0,0.0,0.0,0.0,21.4,89.2,4.17,0.5,3.5,3.0,28.3,9.43,0.1,0.1,13
Jordan Howard,0.0,0.0,0.0,0.0,0.0,0.0,22.4,91.5,4.08,0.6,2.4,1.6,11.1,6.94,0.0,0.2,13
Devonta Freeman,0.0,0.0,0.0,0.0,0.0,0.0,15.2,66.8,4.39,0.5,3.9,3.3,30.6,9.27,0.1,0.1,12
Chris Ivory,0.0,0.0,0.0,0.0,0.0,0.0,18.5,76.9,4.16,0.4,3.6,2.7,25.5,9.44,0.1,0.2,11
Mark Ingram,0.0,0.0,0.0,0.0,0.0,0.0,15.7,62.4,3.97,0.4,5.1,4.0,30.3,7.58,0.1,0.3,11
Adrian Peterson,0.0,0.0,0.0,0.0,0.0,0.0,18.5,70.0,3.78,0.6,2.1,1.4,10.4,7.43,0.0,0.3,11
Melvin Gordon,0.0,0.0,0.0,0.0,0.0,0.0,16.9,55.1,3.26,0.4,5.0,3.4,24.7,7.26,0.3,0.2,10
LeGarrette Blount,0.0,0.0,0.0,0.0,0.0,0.0,14.5,68.0,4.69,0.6,1.3,1.1,7.7,7.00,0.1,0.1,10
Carlos Hyde,0.0,0.0,0.0,0.0,0.0,0.0,14.7,63.2,4.30,0.5,2.5,2.2,11.9,5.41,0.0,0.1,9
Jay Ajayi,0.0,0.0,0.0,0.0,0.0,0.0,18.6,78.4,4.22,0.4,2.1,1.4,7.1,5.07,0.0,0.2,9
Doug Martin,0.0,0.0,0.0,0.0,0.0,0.0,16.7,66.0,3.95,0.4,2.7,1.8,16.0,8.89,0.0,0.2,9
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,8.1,29.7,3.67,0.2,6.9,4.8,40.3,8.40,0.3,0.3,8
Joe Mixon,0.0,0.0,0.0,0.0,0.0,0.0,14.0,53.2,3.80,0.4,3.1,2.5,16.4,6.56,0.0,0.1,8
Frank Gore,0.0,0.0,0.0,0.0,0.0,0.0,13.7,52.2,3.81,0.3,2.9,1.9,15.6,8.21,0.1,0.1,8
Chris Thompson,0.0,0.0,0.0,0.0,0.0,0.0,6.1,27.7,4.54,0.2,4.9,3.6,48.8,13.56,0.2,0.1,8
Alvin Kamara,0.0,0.0,0.0,0.0,0.0,0.0,7.9,35.3,4.47,0.3,6.1,4.7,32.1,6.83,0.1,0.1,8
Tevin Coleman,0.0,0.0,0.0,0.0,0.0,0.0,7.8,37.0,4.74,0.2,2.9,2.1,27.3,13.00,0.2,0.1,7
Marshawn Lynch,0.0,0.0,0.0,0.0,0.0,0.0,13.0,52.7,4.05,0.4,2.3,1.0,8.2,8.20,0.0,0.1,7
Aaron Jones,0.0,0.0,0.0,0.0,0.0,0.0,13.4,59.6,4.45,0.4,2.2,0.9,6.4,7.11,0.0,0.1,7
C.J. Anderson,0.0,0.0,0.0,0.0,0.0,0.0,12.2,53.4,4.38,0.3,1.9,1.4,9.6,6.86,0.1,0.1,7
Jonathan Stewart,0.0,0.0,0.0,0.0,0.0,0.0,14.6,52.1,3.57,0.3,1.8,1.0,7.3,7.30,0.1,0.2,7
DeMarco Murray,0.0,0.0,0.0,0.0,0.0,0.0,12.3,45.6,3.71,0.3,3.3,2.8,19.5,6.96,0.1,0.2,7
Jerick McKinnon,0.0,0.0,0.0,0.0,0.0,0.0,11.3,40.8,3.61,0.3,3.7,2.6,16.7,6.42,0.1,0.2,7
Javorius Allen,0.0,0.0,0.0,0.0,0.0,0.0,12.6,44.3,3.52,0.2,4.6,3.6,19.6,5.44,0.1,0.1,6
Mike Gillislee,0.0,0.0,0.0,0.0,0.0,0.0,10.7,46.2,4.32,0.5,0.8,0.6,4.3,7.17,0.0,0.2,6
Tarik Cohen,0.0,0.0,0.0,0.0,0.0,0.0,8.4,36.4,4.33,0.2,4.4,3.5,22.0,6.29,0.1,0.3,6
Derrick Henry,0.0,0.0,0.0,0.0,0.0,0.0,11.8,47.4,4.02,0.3,1.3,1.2,8.8,7.33,0.1,0.1,6
Marlon Mack,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,3.89,0.3,2.5,1.5,12.1,8.07,0.1,0.1,6
Matt Forte,0.0,0.0,0.0,0.0,0.0,0.0,10.1,45.1,4.47,0.2,2.1,1.8,13.4,7.44,0.0,0.1,6
Isaiah Crowell,0.0,0.0,0.0,0.0,0.0,0.0,13.1,46.2,3.53,0.2,2.4,1.6,12.7,7.94,0.0,0.1,6
Bilal Powell,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.5,4.79,0.2,3.7,2.9,18.5,6.38,0.1,0.1,5
Ty Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,9.1,38.1,4.19,0.2,3.6,2.6,19.1,7.35,0.1,0.1,5
Alex Collins,0.0,0.0,0.0,0.0,0.0,0.0,12.9,51.2,3.97,0.2,2.7,1.4,7.6,5.43,0.0,0.4,5
Matt Breida,0.0,0.0,0.0,0.0,0.0,0.0,7.5,32.1,4.28,0.2,2.7,1.7,10.3,6.06,0.0,0.1,5
Rob Kelley,0.0,0.0,0.0,0.0,0.0,0.0,12.5,45.3,3.62,0.2,2.2,1.0,7.2,7.20,0.0,0.1,5
Orleans Darkwa,0.0,0.0,0.0,0.0,0.0,0.0,12.0,43.1,3.59,0.2,2.5,1.5,8.9,5.93,0.0,0.1,5
Giovani Bernard,0.0,0.0,0.0,0.0,0.0,0.0,4.8,21.9,4.56,0.1,3.5,2.6,25.7,9.88,0.1,0.1,5
Duke Johnson,0.0,0.0,0.0,0.0,0.0,0.0,3.8,15.2,4.00,0.1,5.6,3.7,35.2,9.51,0.1,0.1,5
Elijah McGuire,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.6,4.51,0.2,2.2,1.5,12.1,8.07,0.0,0.2,4
Latavius Murray,0.0,0.0,0.0,0.0,0.0,0.0,11.4,37.6,3.30,0.3,1.1,0.9,5.4,6.00,0.0,0.1,4
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,7.7,37.7,4.90,0.3,1.7,1.3,8.9,6.85,0.0,0.1,4
Corey Grant,0.0,0.0,0.0,0.0,0.0,0.0,8.8,37.1,4.22,0.2,1.5,1.0,7.2,7.20,0.1,0.1,4
Jamaal Charles,0.0,0.0,0.0,0.0,0.0,0.0,6.8,31.1,4.57,0.3,1.6,1.0,6.8,6.80,0.0,0.3,4
Mike Tolbert,0.0,0.0,0.0,0.0,0.0,0.0,6.6,25.4,3.85,0.3,1.1,1.0,7.0,7.00,0.1,0.1,4
Jalen Richard,0.0,0.0,0.0,0.0,0.0,0.0,4.8,24.3,5.06,0.2,1.9,1.2,14.9,12.42,0.0,0.1,4
Thomas Rawls,0.0,0.0,0.0,0.0,0.0,0.0,9.4,34.6,3.68,0.2,1.6,1.1,8.2,7.45,0.0,0.1,4
James White,0.0,0.0,0.0,0.0,0.0,0.0,3.3,13.7,4.15,0.1,5.1,3.8,29.0,7.63,0.1,0.1,4
Devontae Booker,0.0,0.0,0.0,0.0,0.0,0.0,5.6,22.9,4.09,0.2,2.2,1.5,18.3,12.20,0.0,0.2,3
Rex Burkhead,0.0,0.0,0.0,0.0,0.0,0.0,3.9,15.9,4.08,0.1,1.7,1.1,10.1,9.18,0.2,0.1,3
Wendell Smallwood,0.0,0.0,0.0,0.0,0.0,0.0,6.1,26.5,4.34,0.2,2.0,1.2,9.7,8.08,0.1,0.1,3
Wayne Gallman,0.0,0.0,0.0,0.0,0.0,0.0,8.9,30.6,3.44,0.1,1.1,0.8,4.6,5.75,0.0,0.1,3
