Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Le'Veon Bell,0.0,0.0,0.0,0.0,0.0,0.0,20.5,81.3,3.97,0.6,6.7,5.2,39.7,7.63,0.1,0.2,14
Melvin Gordon,0.0,0.0,0.0,0.0,0.0,0.0,19.7,84.3,4.28,0.6,4.4,3.3,28.8,8.73,0.2,0.2,14
Todd Gurley,0.0,0.0,0.0,0.0,0.0,0.0,18.8,73.1,3.89,0.8,3.6,3.0,26.3,8.77,0.0,0.1,13
Devonta Freeman,0.0,0.0,0.0,0.0,0.0,0.0,13.1,58.1,4.44,0.6,4.1,3.3,32.8,9.94,0.2,0.1,12
Ty Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,12.7,70.0,5.51,0.5,4.1,3.4,25.0,7.35,0.1,0.1,12
LeSean McCoy,0.0,0.0,0.0,0.0,0.0,0.0,17.2,74.6,4.34,0.4,4.2,3.5,23.0,6.57,0.1,0.1,11
Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,15.4,70.3,4.56,0.6,2.8,2.0,19.9,9.95,0.1,0.2,11
Jay Ajayi,0.0,0.0,0.0,0.0,0.0,0.0,15.4,70.6,4.58,0.5,2.7,2.0,12.8,6.40,0.1,0.1,11
Ezekiel Elliott,0.0,0.0,0.0,0.0,0.0,0.0,19.5,88.1,4.52,0.4,2.8,2.2,19.4,8.82,0.0,0.1,11
Jordan Howard,0.0,0.0,0.0,0.0,0.0,0.0,15.0,75.1,5.01,0.4,3.5,2.0,19.1,9.55,0.1,0.1,10
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,12.9,55.2,4.28,0.4,5.5,3.6,33.5,9.31,0.1,0.1,10
Marshawn Lynch,0.0,0.0,0.0,0.0,0.0,0.0,13.3,51.1,3.84,0.7,2.7,1.4,13.2,9.43,0.1,0.0,10
Terrance West,0.0,0.0,0.0,0.0,0.0,0.0,16.2,67.3,4.15,0.5,2.0,1.4,10.3,7.36,0.1,0.0,10
Leonard Fournette,0.0,0.0,0.0,0.0,0.0,0.0,17.7,68.8,3.89,0.5,2.8,1.9,15.1,7.95,0.1,0.1,10
Lamar Miller,0.0,0.0,0.0,0.0,0.0,0.0,18.3,75.0,4.10,0.3,3.1,2.4,16.3,6.79,0.1,0.1,10
