Stephen Gostkowski,2,2,2,9.8
Josh Lambo,2,2,2,9.5
Ryan Succop,2,2,2,9.1
Wil Lutz,2,2,2,8.9
Matt Bryant,2,2,2,8.7
Travis Coons,1,2,3,8.4
Harrison Butker,2,2,2,8.4
Greg Zuerlein,1,2,2,8.3
Graham Gano,1,2,2,8
Justin Tucker,1,2,2,7.8
Dan Bailey,1,1,2,7.7
Nick Rose,1,1,2,7.6
Giorgio Tavecchio,1,2,2,7.5
Jake Elliott,1,2,2,7.3
Kai Forbath,1,2,2,7.1
Robbie Gould,1,1,1,7
Patrick Murray,1,1,2,6.9
Blair Walsh,1,2,2,6.8
Matt Prater,1,1,2,6.8
Brandon McManus,1,1,1,6.4
Mason Crosby,1,1,2,6.3
Ka'imi Fairbairn,1,1,1,6.3
Adam Vinatieri,1,1,1,6.3
Phil Dawson,1,1,2,6.2
Chandler Catanzaro,1,1,1,6
Cody Parkey,1,1,2,6
Stephen Hauschka,1,1,1,5.5
Cairo Santos,1,1,1,5.4
Aldrick Rosas,1,1,1,5.2
Zane Gonzalez,1,1,1,4.8
Devon Bell,0,0,0,0
Nick Folk,0,0,0,0
Marshall Koehn,0,0,0,0
Randy Bullock,1,1,1,0
Mike Meyer,0,0,0,0
Andrew Franks,0,0,0,0
Roberto Aguayo,0,0,0,0
Shayne Graham,0,0,0,0
Chris Boswell,1,2,1,0
Younghoe Koo,0,0,0,0
Jordan Gay,0,0,0,0
Connor Barth,0,0,0,0
John Lunsford,0,0,0,0
Zach Hocker,0,0,0,0
Mike Nugent,0,0,0,0
Jason Myers,0,0,0,0
