Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Matthew Stafford,39.2,26.3,291.0,2.0,0.5,100.6,2.2,9.7,4.41,0.1,0.0,0.0,0.0,0.00,0.0,0.2,22
Cam Newton,34.1,20.3,232.0,1.5,1.2,80.0,6.5,30.9,4.75,0.4,0.0,0.0,0.0,0.00,0.0,0.2,21
Ben Roethlisberger,36.7,23.4,330.0,1.7,1.0,96.8,1.7,2.4,1.41,0.0,0.0,0.0,0.0,0.00,0.0,0.2,21
Tom Brady,40.0,24.5,273.0,1.8,0.4,92.4,2.3,4.1,1.78,0.1,0.0,0.0,0.0,0.00,0.0,0.2,20
Russell Wilson,38.4,23.5,276.0,1.4,1.3,81.1,5.7,24.7,4.33,0.1,0.0,0.0,0.0,0.00,0.0,0.2,20
Dak Prescott,31.6,20.7,217.0,1.5,0.4,95.8,3.3,21.8,6.61,0.3,0.0,0.0,0.0,0.00,0.0,0.1,20
Tyrod Taylor,29.6,18.4,200.0,1.4,0.6,89.4,6.6,37.1,5.62,0.3,0.0,0.0,0.0,0.00,0.0,0.2,20
Drew Brees,40.5,28.1,298.0,1.5,0.8,94.7,2.0,2.3,1.15,0.1,0.0,0.0,0.0,0.00,0.0,0.2,19
Matt Ryan,34.5,24.3,281.0,1.6,0.6,102.9,2.1,7.9,3.76,0.0,0.0,0.0,0.0,0.00,0.0,0.3,19
Jared Goff,33.3,19.0,249.0,1.8,1.2,83.8,1.5,4.4,2.93,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18
Marcus Mariota,32.0,19.2,208.0,1.4,1.2,78.1,3.7,20.3,5.49,0.2,0.0,0.0,0.0,0.00,0.0,0.2,18
Eli Manning,38.4,23.8,255.0,1.4,0.9,83.8,1.0,2.5,2.50,0.1,0.0,0.0,0.0,0.00,0.0,0.2,17
Josh McCown,34.2,23.1,251.0,1.4,1.0,90.4,2.9,8.9,3.07,0.1,0.0,0.0,0.0,0.00,0.0,0.3,17
Kirk Cousins,36.6,23.9,261.0,1.3,0.9,87.8,2.6,9.8,3.77,0.2,0.0,0.0,0.0,0.00,0.0,0.4,17
Blake Bortles,30.1,17.1,184.0,1.5,1.1,76.3,4.0,24.2,6.05,0.1,0.0,0.0,0.0,0.00,0.0,0.3,16
Ryan Fitzpatrick,36.6,21.0,241.0,1.3,1.3,74.4,2.5,10.1,4.04,0.0,0.0,0.0,0.0,0.00,0.0,0.2,16
Case Keenum,32.0,21.3,221.0,1.3,0.5,93.4,0.7,3.4,4.86,0.0,0.0,0.0,0.0,0.00,0.0,0.2,14
Andy Dalton,32.1,20.1,223.0,1.2,0.9,84.0,3.1,7.0,2.26,0.1,0.0,0.0,0.0,0.00,0.0,0.2,14
Philip Rivers,37.1,21.7,225.0,1.2,1.1,74.5,0.9,1.8,2.00,0.0,0.0,0.0,0.0,0.00,0.0,0.3,14
Jacoby Brissett,32.6,19.1,209.0,0.9,0.9,75.3,3.8,15.6,4.11,0.2,0.0,0.0,0.0,0.00,0.0,0.2,14
Mitchell Trubisky,22.3,13.5,165.0,1.0,0.5,89.0,3.4,20.8,6.12,0.0,0.0,0.0,0.0,0.00,0.0,0.3,12
Jay Cutler,33.1,21.8,208.0,1.0,1.1,79.4,1.4,4.6,3.29,0.0,0.0,0.0,0.0,0.00,0.0,0.2,12
DeShone Kizer,29.4,17.9,177.0,0.8,1.4,67.1,3.6,17.4,4.83,0.2,0.0,0.0,0.0,0.00,0.0,0.2,12
Brock Osweiler,31.1,18.4,211.0,0.9,1.2,73.2,0.2,0.6,3.00,0.0,0.0,0.0,0.0,0.00,0.0,0.2,11
Brett Hundley,28.6,16.4,157.0,0.7,1.3,62.0,3.2,22.6,7.06,0.2,0.0,0.0,0.0,0.00,0.0,0.2,11
C.J. Beathard,29.7,14.9,161.0,0.6,1.2,56.4,2.8,15.9,5.68,0.1,0.0,0.0,0.0,0.00,0.0,0.2,9
Drew Stanton,30.7,16.3,187.0,0.6,1.8,53.8,1.8,2.9,1.61,0.0,0.0,0.0,0.0,0.00,0.0,0.2,8
Tom Savage,26.8,14.0,139.0,0.8,1.4,55.4,1.7,6.7,3.94,0.0,0.0,0.0,0.0,0.00,0.0,0.2,8
Teddy Bridgewater,1.8,1.1,11.9,0.1,0.0,99.1,0.0,0.1,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Trevor Siemian,3.5,2.0,23.4,0.1,0.1,75.2,0.2,0.7,3.50,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Jimmy Garoppolo,3.1,1.6,16.9,0.1,0.1,65.1,0.1,0.2,2.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Cody Kessler,3.5,2.2,21.3,0.1,0.2,65.5,0.1,0.3,3.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Bryce Petty,0.2,0.1,1.4,0.0,0.0,72.9,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Davis Webb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Alex Tanney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Chase Daniel,0.0,0.0,0.1,0.0,0.0,97.7,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
T.J. Yates,0.1,0.0,0.4,0.0,0.0,43.8,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Derek Anderson,0.1,0.0,0.4,0.0,0.0,43.8,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Geno Smith,0.1,0.0,0.3,0.0,0.0,39.6,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Cooper Rush,0.0,0.0,0.1,0.0,0.0,99.9,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Austin Davis,0.1,0.0,0.4,0.0,0.0,43.8,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Landry Jones,0.1,0.1,0.9,0.0,0.0,104.2,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Kevin Hogan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Jameill Showers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Ryan Nassib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Mike Glennon,0.1,0.1,1.1,0.0,0.0,112.5,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Brandon Weeden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Sean Mannion,0.0,0.0,0.1,0.0,0.0,51.5,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Joshua Dobbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
