 Ravens,1,1,1,4,0,0,11,228,20.6
 Steelers,0,0,1,2,0,0,14,240,16.1
 Cardinals,1,0,1,3,0,0,16,256,16
 Seahawks,0,0,1,3,0,0,13,250,15.4
 Chargers,1,0,1,2,0,0,19,299,14.2
 Buccaneers,1,1,1,2,0,0,16,348,14
 Texans,1,0,1,2,0,0,20,298,13.8
 Panthers,0,0,1,3,0,0,16,287,13.4
 Bengals,1,0,1,2,0,0,14,287,13.4
 Broncos,0,0,1,2,0,0,16,286,12.3
 Cowboys,1,1,1,2,0,0,18,313,11.9
 Raiders,1,0,1,1,0,0,18,318,11.7
 Chiefs,1,0,1,1,0,0,16,318,11.7
 Jaguars,0,0,1,2,0,0,21,292,11.4
 Patriots,0,0,1,1,0,0,20,390,11.1
 Rams,0,1,1,2,0,0,21,343,10.5
 Colts,1,1,1,1,0,0,24,366,10.5
 Redskins,0,0,1,2,0,0,22,302,9.9
 Eagles,0,1,1,1,0,0,23,325,9.9
 Dolphins,1,0,1,1,0,0,26,360,9.6
 Vikings,1,0,0,1,0,0,25,374,9
 Bills,1,0,1,1,0,0,26,348,8.9
 Titans,1,0,0,2,0,0,23,308,8.5
 Bears,0,0,0,2,0,0,25,349,8.5
 Falcons,0,0,0,2,0,0,25,399,8.3
 Browns,1,0,0,1,0,0,23,342,8.2
 49ers,0,0,0,2,0,0,29,384,6.5
 Packers,0,0,0,2,0,0,29,387,5.6
 Saints,0,0,1,1,0,0,32,424,5
 Jets,0,0,0,1,0,0,27,342,4.7
 Lions,0,0,0,1,0,0,20,329,0
