Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Aaron Rodgers,39.8,25.4,275.0,2.3,0.6,97.0,4.0,22.4,5.60,0.1,0.0,0.0,0.0,0.00,0.0,0.2,26
Russell Wilson,35.6,22.2,268.0,1.9,0.8,93.8,5.8,26.5,4.57,0.1,0.0,0.0,0.0,0.00,0.0,0.2,22
Drew Brees,42.3,30.4,324.0,1.7,0.7,100.4,1.1,2.1,1.91,0.1,0.0,0.0,0.0,0.00,0.0,0.2,21
Tom Brady,36.4,24.5,282.0,1.9,0.4,103.3,2.4,4.7,1.96,0.0,0.0,0.0,0.0,0.00,0.0,0.2,21
Dak Prescott,32.5,21.6,231.0,1.7,0.4,99.4,3.6,18.9,5.25,0.3,0.0,0.0,0.0,0.00,0.0,0.2,21
Alex Smith,31.8,21.9,234.0,1.7,0.6,100.1,3.8,14.9,3.92,0.2,0.0,0.0,0.0,0.00,0.0,0.2,20
Matt Ryan,33.6,22.5,292.0,1.7,0.8,101.0,2.1,6.0,2.86,0.0,0.0,0.0,0.0,0.00,0.0,0.1,20
Andy Dalton,34.5,23.6,277.0,1.4,0.7,97.6,2.6,7.2,2.77,0.2,0.0,0.0,0.0,0.00,0.0,0.2,19
Carson Palmer,41.3,24.4,299.0,1.7,1.1,84.1,1.5,3.1,2.07,0.0,0.0,0.0,0.0,0.00,0.0,0.3,19
Marcus Mariota,34.9,20.2,229.0,1.4,0.9,80.3,4.0,20.7,5.17,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18
Philip Rivers,37.3,23.2,271.0,1.7,1.2,86.0,0.8,1.9,2.37,0.0,0.0,0.0,0.0,0.00,0.0,0.3,18
Matthew Stafford,39.0,26.4,256.0,1.3,0.7,89.5,2.6,13.8,5.31,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18
Carson Wentz,39.2,24.3,242.0,1.5,0.9,82.7,3.5,16.9,4.83,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18
Eli Manning,38.9,27.5,297.0,1.3,1.0,93.2,1.0,1.4,1.40,0.0,0.0,0.0,0.0,0.00,0.0,0.3,17
Jameis Winston,37.7,22.9,252.0,1.4,1.2,79.7,2.7,8.7,3.22,0.1,0.0,0.0,0.0,0.00,0.0,0.3,17
Cam Newton,34.0,19.4,242.0,1.1,1.2,75.4,5.2,21.1,4.06,0.2,0.0,0.0,0.0,0.00,0.0,0.2,17
Jay Cutler,33.5,22.7,263.0,1.4,0.8,95.2,1.6,7.6,4.75,0.0,0.0,0.0,0.0,0.00,0.0,0.2,17
Tyrod Taylor,29.3,18.6,183.0,1.1,0.5,86.4,6.7,35.7,5.33,0.2,0.0,0.0,0.0,0.00,0.0,0.1,17
Jacoby Brissett,33.5,19.9,227.0,1.1,0.9,79.6,3.3,14.1,4.27,0.2,0.0,0.0,0.0,0.00,0.0,0.1,16
Trevor Siemian,35.6,20.3,238.0,1.5,1.4,75.1,3.0,8.3,2.77,0.1,0.0,0.0,0.0,0.00,0.0,0.3,16
Kirk Cousins,37.4,23.0,274.0,1.1,1.0,82.5,2.3,7.8,3.39,0.2,0.0,0.0,0.0,0.00,0.0,0.4,16
Deshaun Watson,33.5,19.1,203.0,1.2,1.4,69.4,4.1,22.9,5.59,0.1,0.0,0.0,0.0,0.00,0.0,0.2,16
Josh McCown,33.8,20.0,202.0,1.3,0.8,79.3,3.1,14.4,4.65,0.1,0.0,0.0,0.0,0.00,0.0,0.4,15
Ben Roethlisberger,37.6,23.9,252.0,1.2,1.2,80.3,1.6,1.9,1.19,0.0,0.0,0.0,0.0,0.00,0.0,0.2,15
Blake Bortles,29.7,17.2,191.0,1.2,0.9,78.0,3.9,20.2,5.18,0.1,0.0,0.0,0.0,0.00,0.0,0.2,15
DeShone Kizer,33.5,19.7,205.0,0.9,1.5,66.9,6.1,32.9,5.39,0.1,0.0,0.0,0.0,0.00,0.0,0.1,15
Jared Goff,31.2,21.8,238.0,1.2,0.6,96.9,1.4,1.8,1.29,0.0,0.0,0.0,0.0,0.00,0.0,0.2,15
Case Keenum,30.3,21.8,206.0,1.1,0.7,92.8,2.2,5.8,2.64,0.1,0.0,0.0,0.0,0.00,0.0,0.2,14
Derek Carr,34.8,21.0,179.0,1.2,0.9,74.5,2.0,3.7,1.85,0.0,0.0,0.0,0.0,0.00,0.0,0.2,12
Brian Hoyer,31.6,19.3,195.0,1.0,0.8,78.7,1.1,2.1,1.91,0.2,0.0,0.0,0.0,0.00,0.0,0.3,12
