Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Le'Veon Bell,0.0,0.0,0.0,0.0,0.0,0.0,24.3,98.3,4.05,0.8,6.7,5.3,45.6,8.60,0.1,0.2,18
Todd Gurley,0.0,0.0,0.0,0.0,0.0,0.0,18.6,70.2,3.77,0.8,4.6,3.4,37.7,11.09,0.2,0.1,15
Ezekiel Elliott,0.0,0.0,0.0,0.0,0.0,0.0,21.5,87.8,4.08,0.5,3.0,2.3,24.8,10.78,0.2,0.2,13
Mark Ingram,0.0,0.0,0.0,0.0,0.0,0.0,16.1,81.7,5.07,0.6,4.7,3.9,25.8,6.62,0.1,0.3,13
Alvin Kamara,0.0,0.0,0.0,0.0,0.0,0.0,7.8,41.0,5.26,0.4,6.8,5.6,49.9,8.91,0.4,0.1,12
Melvin Gordon,0.0,0.0,0.0,0.0,0.0,0.0,17.9,67.7,3.78,0.6,4.9,3.3,29.7,9.00,0.2,0.1,12
Kenyan Drake,0.0,0.0,0.0,0.0,0.0,0.0,17.5,86.7,4.95,0.4,4.4,2.8,22.5,8.04,0.1,0.2,12
Devonta Freeman,0.0,0.0,0.0,0.0,0.0,0.0,14.8,72.5,4.90,0.5,3.7,2.8,25.6,9.14,0.1,0.1,12
Leonard Fournette,0.0,0.0,0.0,0.0,0.0,0.0,17.5,78.1,4.46,0.6,2.5,1.9,14.8,7.79,0.1,0.1,12
Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,15.1,67.6,4.48,0.5,4.2,3.4,28.6,8.41,0.2,0.3,11
Carlos Hyde,0.0,0.0,0.0,0.0,0.0,0.0,17.2,79.2,4.60,0.6,3.5,2.5,14.2,5.68,0.0,0.1,11
Jordan Howard,0.0,0.0,0.0,0.0,0.0,0.0,18.6,71.5,3.84,0.6,2.2,1.6,10.3,6.44,0.0,0.1,11
LeSean McCoy,0.0,0.0,0.0,0.0,0.0,0.0,16.2,76.1,4.70,0.3,4.7,3.6,25.1,6.97,0.1,0.1,11
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,7.4,30.6,4.14,0.2,7.6,5.6,50.2,8.96,0.4,0.2,11
Alex Collins,0.0,0.0,0.0,0.0,0.0,0.0,15.5,69.2,4.46,0.5,2.4,1.6,16.0,10.00,0.1,0.3,10
Joe Mixon,0.0,0.0,0.0,0.0,0.0,0.0,13.8,50.8,3.68,0.5,2.8,2.5,23.8,9.52,0.0,0.1,9
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,14.6,63.3,4.34,0.4,1.5,1.2,8.7,7.25,0.1,0.1,8
Mike Davis,0.0,0.0,0.0,0.0,0.0,0.0,13.5,52.4,3.88,0.2,3.4,3.0,29.8,9.93,0.1,0.1,8
DeMarco Murray,0.0,0.0,0.0,0.0,0.0,0.0,13.0,56.1,4.32,0.3,3.2,2.4,17.2,7.17,0.1,0.1,8
Tevin Coleman,0.0,0.0,0.0,0.0,0.0,0.0,10.0,47.7,4.77,0.3,2.5,1.6,19.5,12.19,0.2,0.1,7
Theo Riddick,0.0,0.0,0.0,0.0,0.0,0.0,7.7,28.5,3.70,0.3,5.7,4.6,36.9,8.02,0.2,0.1,7
Latavius Murray,0.0,0.0,0.0,0.0,0.0,0.0,14.2,55.0,3.87,0.5,1.2,1.1,7.8,7.09,0.0,0.1,7
