Harrison Butker,2,2,2,9.7
Stephen Gostkowski,2,2,3,9.6
Matt Bryant,2,2,2,9
Greg Zuerlein,2,2,2,8.7
Travis Coons,1,2,2,8.6
Chris Boswell,2,2,2,8.6
Wil Lutz,1,2,2,8.1
Giorgio Tavecchio,1,2,2,7.8
Phil Dawson,1,2,2,7.6
Graham Gano,1,2,1,7.6
Jake Elliott,1,2,2,7.4
Ka'imi Fairbairn,1,2,2,7.3
Matt Prater,1,1,2,7.3
Patrick Murray,1,1,2,7.1
Justin Tucker,1,1,2,7.1
Robbie Gould,1,1,1,7
Brandon McManus,1,2,2,7
Josh Lambo,1,1,1,7
Stephen Hauschka,1,1,2,6.9
Randy Bullock,1,1,2,6.8
Adam Vinatieri,1,1,2,6.8
Kai Forbath,1,1,1,6.7
Ryan Succop,1,1,2,6.7
Chandler Catanzaro,1,1,2,6.6
Dan Bailey,1,1,2,6.6
Nick Rose,1,1,2,6.2
Mason Crosby,1,1,2,6.1
Blair Walsh,1,1,1,5.9
Aldrick Rosas,1,1,1,5.3
Zane Gonzalez,1,1,1,5
Mike Nugent,1,1,1,4.2
Cody Parkey,0,0,1,3.6
Devon Bell,0,0,0,0
Nick Folk,0,0,0,0
Marshall Koehn,0,0,0,0
Cairo Santos,0,0,0,0
Mike Meyer,0,0,0,0
Andrew Franks,0,0,0,0
Roberto Aguayo,0,0,0,0
Shayne Graham,0,0,0,0
Younghoe Koo,0,0,0,0
Jordan Gay,0,0,0,0
Connor Barth,0,0,0,0
John Lunsford,0,0,0,0
Zach Hocker,0,0,0,0
Jason Myers,0,0,0,0
