Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Le'Veon Bell,0.0,0.0,0.0,0.0,0.0,0.0,22.8,87.2,3.82,0.7,6.9,5.4,42.7,7.91,0.1,0.3,16
Alvin Kamara,0.0,0.0,0.0,0.0,0.0,0.0,9.6,52.1,5.43,0.5,7.2,5.9,53.8,9.12,0.4,0.1,15
Todd Gurley,0.0,0.0,0.0,0.0,0.0,0.0,18.6,71.1,3.82,0.7,4.9,3.4,36.7,10.79,0.2,0.2,15
Melvin Gordon,0.0,0.0,0.0,0.0,0.0,0.0,17.9,74.4,4.16,0.6,4.7,3.1,24.2,7.81,0.3,0.1,14
LeSean McCoy,0.0,0.0,0.0,0.0,0.0,0.0,19.5,88.1,4.52,0.6,4.9,3.5,24.8,7.09,0.1,0.1,14
Devonta Freeman,0.0,0.0,0.0,0.0,0.0,0.0,14.0,69.2,4.94,0.6,3.6,2.9,23.6,8.14,0.1,0.1,12
Lamar Miller,0.0,0.0,0.0,0.0,0.0,0.0,18.2,69.6,3.82,0.4,3.1,2.4,22.0,9.17,0.2,0.1,11
Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,14.8,63.1,4.26,0.5,4.1,3.4,29.5,8.68,0.2,0.4,11
Kenyan Drake,0.0,0.0,0.0,0.0,0.0,0.0,18.7,87.7,4.69,0.3,4.1,2.9,17.7,6.10,0.1,0.2,11
Carlos Hyde,0.0,0.0,0.0,0.0,0.0,0.0,16.5,71.7,4.35,0.5,3.7,2.6,15.3,5.88,0.0,0.1,10
Leonard Fournette,0.0,0.0,0.0,0.0,0.0,0.0,18.4,68.3,3.71,0.5,2.8,2.0,16.0,8.00,0.1,0.1,10
Samaje Perine,0.0,0.0,0.0,0.0,0.0,0.0,17.8,75.2,4.22,0.3,1.9,1.5,13.5,9.00,0.1,0.2,10
Giovani Bernard,0.0,0.0,0.0,0.0,0.0,0.0,16.6,62.1,3.74,0.4,2.7,1.8,17.4,9.67,0.1,0.1,9
Mark Ingram,0.0,0.0,0.0,0.0,0.0,0.0,14.2,74.0,5.21,0.4,3.7,3.1,17.8,5.74,0.0,0.3,9
Tevin Coleman,0.0,0.0,0.0,0.0,0.0,0.0,10.0,47.8,4.78,0.3,2.6,1.7,20.2,11.88,0.2,0.1,8
Marshawn Lynch,0.0,0.0,0.0,0.0,0.0,0.0,12.2,53.4,4.38,0.5,2.1,1.3,12.5,9.62,0.0,0.1,8
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,12.2,60.9,4.99,0.4,1.4,1.1,7.9,7.18,0.1,0.1,8
Mike Davis,0.0,0.0,0.0,0.0,0.0,0.0,12.9,46.5,3.60,0.2,3.4,2.7,30.3,11.22,0.1,0.1,8
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,7.1,25.2,3.55,0.1,7.9,5.1,40.1,7.86,0.3,0.1,8
Frank Gore,0.0,0.0,0.0,0.0,0.0,0.0,15.3,59.6,3.90,0.3,2.7,1.9,15.9,8.37,0.1,0.1,8
Alex Collins,0.0,0.0,0.0,0.0,0.0,0.0,16.3,67.6,4.15,0.4,1.9,1.4,8.9,6.36,0.0,0.3,7
Tion Green,0.0,0.0,0.0,0.0,0.0,0.0,12.6,43.7,3.47,0.4,2.7,1.9,15.2,8.00,0.1,0.1,7
Jordan Howard,0.0,0.0,0.0,0.0,0.0,0.0,17.3,67.8,3.92,0.3,2.1,1.3,8.5,6.54,0.0,0.1,7
Rex Burkhead,0.0,0.0,0.0,0.0,0.0,0.0,7.6,32.7,4.30,0.3,2.9,2.4,19.6,8.17,0.3,0.1,7
DeMarco Murray,0.0,0.0,0.0,0.0,0.0,0.0,11.9,42.8,3.60,0.3,3.2,2.6,18.6,7.15,0.1,0.1,7
C.J. Anderson,0.0,0.0,0.0,0.0,0.0,0.0,11.7,47.3,4.04,0.3,2.2,1.5,12.1,8.07,0.1,0.1,7
Alfred Morris,0.0,0.0,0.0,0.0,0.0,0.0,14.2,61.0,4.30,0.2,2.1,1.2,8.4,7.00,0.0,0.1,7
Marlon Mack,0.0,0.0,0.0,0.0,0.0,0.0,7.0,28.8,4.11,0.3,3.2,2.0,21.8,10.90,0.2,0.1,6
Orleans Darkwa,0.0,0.0,0.0,0.0,0.0,0.0,13.8,51.2,3.71,0.3,1.7,1.4,7.6,5.43,0.0,0.1,6
Latavius Murray,0.0,0.0,0.0,0.0,0.0,0.0,13.9,49.2,3.54,0.4,1.2,1.0,5.6,5.60,0.0,0.1,6
Matt Forte,0.0,0.0,0.0,0.0,0.0,0.0,9.6,32.5,3.39,0.3,2.1,1.6,12.1,7.56,0.1,0.1,6
Isaiah Crowell,0.0,0.0,0.0,0.0,0.0,0.0,12.0,45.2,3.77,0.2,2.4,1.8,16.1,8.94,0.0,0.1,6
Jay Ajayi,0.0,0.0,0.0,0.0,0.0,0.0,11.2,51.9,4.63,0.2,1.7,1.2,7.0,5.83,0.0,0.1,6
Doug Martin,0.0,0.0,0.0,0.0,0.0,0.0,11.7,44.8,3.83,0.2,1.9,1.2,10.3,8.58,0.0,0.1,6
Theo Riddick,0.0,0.0,0.0,0.0,0.0,0.0,5.2,18.0,3.46,0.1,5.0,4.1,34.4,8.39,0.2,0.1,5
Austin Ekeler,0.0,0.0,0.0,0.0,0.0,0.0,5.3,19.6,3.70,0.2,2.6,2.1,23.1,11.00,0.3,0.2,5
LeGarrette Blount,0.0,0.0,0.0,0.0,0.0,0.0,10.6,49.2,4.64,0.3,0.4,0.4,2.4,6.00,0.0,0.1,5
Devontae Booker,0.0,0.0,0.0,0.0,0.0,0.0,7.5,28.1,3.75,0.3,3.1,2.3,23.2,10.09,0.0,0.1,5
Aaron Jones,0.0,0.0,0.0,0.0,0.0,0.0,11.9,46.6,3.92,0.3,1.3,0.6,3.5,5.83,0.0,0.1,5
Kerwynn Williams,0.0,0.0,0.0,0.0,0.0,0.0,11.7,37.0,3.16,0.4,0.9,0.5,3.9,7.80,0.0,0.1,5
Peyton Barber,0.0,0.0,0.0,0.0,0.0,0.0,8.5,33.8,3.98,0.3,1.3,1.2,8.7,7.25,0.1,0.1,5
Jonathan Stewart,0.0,0.0,0.0,0.0,0.0,0.0,12.9,45.8,3.55,0.2,1.7,0.8,5.8,7.25,0.1,0.4,5
Tarik Cohen,0.0,0.0,0.0,0.0,0.0,0.0,5.5,20.3,3.69,0.1,4.8,3.4,28.0,8.24,0.1,0.1,5
Derrick Henry,0.0,0.0,0.0,0.0,0.0,0.0,9.9,40.2,4.06,0.2,1.6,1.0,6.5,6.50,0.0,0.1,5
