Wil Lutz,2,2,3,10
Josh Lambo,2,2,2,9.7
Stephen Gostkowski,2,2,2,9.4
Robbie Gould,2,2,2,9.1
Graham Gano,2,2,2,9
Kai Forbath,2,2,2,8.8
Justin Tucker,2,2,2,8.7
Matt Prater,2,2,2,8.5
Harrison Butker,2,2,2,8.5
Chris Boswell,1,2,2,8
Brandon McManus,1,2,2,7.9
Dan Bailey,1,2,2,7.8
Greg Zuerlein,1,2,2,7.7
Mason Crosby,1,2,2,7.5
Travis Coons,1,1,2,7.5
Phil Dawson,1,2,2,7.5
Jake Elliott,1,2,2,7.2
Stephen Hauschka,1,1,2,7.1
Ryan Succop,1,2,2,7.1
Dustin Hopkins,1,1,2,7.1
Blair Walsh,1,2,2,7
Giorgio Tavecchio,1,1,2,6.9
Adam Vinatieri,1,1,2,6.5
Ka'imi Fairbairn,1,1,1,6.1
Chandler Catanzaro,1,1,1,5.7
Cody Parkey,1,1,1,5.4
Randy Bullock,1,1,1,4.7
Aldrick Rosas,1,1,1,4.5
Mike Nugent,1,1,1,4.5
Zane Gonzalez,1,1,1,4.4
Devon Bell,0,0,0,0
Matt Bryant,2,2,2,0
Nick Folk,0,0,0,0
Patrick Murray,1,1,1,0
Marshall Koehn,0,0,0,0
Cairo Santos,0,0,0,0
Mike Meyer,0,0,0,0
Andrew Franks,0,0,0,0
Roberto Aguayo,0,0,0,0
Shayne Graham,0,0,0,0
Younghoe Koo,0,0,0,0
Jordan Gay,0,0,0,0
Connor Barth,0,0,0,0
John Lunsford,0,0,0,0
Zach Hocker,0,0,0,0
Nick Rose,0,0,0,0
Jason Myers,0,0,0,0
