Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Carson Wentz,35.4,22.8,257.0,2.1,0.6,98.7,4.7,20.5,4.36,0.0,0.0,0.0,0.0,0.00,0.0,0.3,23
Cam Newton,33.4,20.1,246.0,1.7,1.0,87.4,6.8,36.9,5.43,0.3,0.0,0.0,0.0,0.00,0.0,0.3,22
Tom Brady,38.0,24.6,280.0,1.9,0.6,96.8,2.0,2.6,1.30,0.0,0.0,0.0,0.0,0.00,0.0,0.2,21
Drew Brees,38.6,28.1,275.0,1.8,0.7,100.4,1.9,2.6,1.37,0.1,0.0,0.0,0.0,0.00,0.0,0.2,21
Russell Wilson,35.4,23.5,257.0,1.4,1.0,89.1,5.5,32.3,5.87,0.2,0.0,0.0,0.0,0.00,0.0,0.2,21
Philip Rivers,37.5,23.2,303.0,1.7,1.1,90.2,1.1,1.9,1.73,0.0,0.0,0.0,0.0,0.00,0.0,0.2,20
Alex Smith,32.8,21.8,237.0,1.6,0.6,96.2,4.0,22.6,5.65,0.1,0.0,0.0,0.0,0.00,0.0,0.2,20
Joe Flacco,38.2,23.9,253.0,1.8,1.2,84.4,1.5,4.0,2.67,0.1,0.0,0.0,0.0,0.00,0.0,0.1,20
Ben Roethlisberger,37.0,22.9,291.0,1.7,1.2,88.2,1.8,3.0,1.67,0.0,0.0,0.0,0.0,0.00,0.0,0.1,19
Dak Prescott,31.4,20.2,223.0,1.5,0.7,91.9,3.6,20.3,5.64,0.3,0.0,0.0,0.0,0.00,0.0,0.3,19
Matt Ryan,34.1,22.3,277.0,1.6,0.9,95.1,2.1,8.7,4.14,0.0,0.0,0.0,0.0,0.00,0.0,0.2,19
Case Keenum,32.5,24.2,271.0,1.6,0.5,108.9,1.1,5.0,4.55,0.0,0.0,0.0,0.0,0.00,0.0,0.2,18
Blake Bortles,30.4,18.4,214.0,1.5,0.8,87.3,3.8,22.2,5.84,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18
Matthew Stafford,36.7,25.3,275.0,1.4,0.7,95.5,2.1,8.7,4.14,0.0,0.0,0.0,0.0,0.00,0.0,0.2,18
Jared Goff,31.7,19.3,234.0,1.6,0.7,91.2,1.7,3.2,1.88,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18
Aaron Rodgers,35.0,21.8,221.0,1.6,0.8,86.0,3.5,18.6,5.31,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18
Kirk Cousins,35.2,21.4,240.0,1.5,1.1,82.3,2.7,6.8,2.52,0.2,0.0,0.0,0.0,0.00,0.0,0.3,17
Jameis Winston,37.7,24.2,272.0,1.4,1.1,85.9,2.6,8.9,3.42,0.1,0.0,0.0,0.0,0.00,0.0,0.3,17
Mitchell Trubisky,28.4,17.9,195.0,1.3,0.6,89.7,3.6,20.0,5.56,0.2,0.0,0.0,0.0,0.00,0.0,0.2,17
Marcus Mariota,31.2,18.4,198.0,1.3,1.3,74.2,3.7,20.8,5.62,0.2,0.0,0.0,0.0,0.00,0.0,0.2,16
Josh McCown,31.6,19.1,201.0,1.3,1.0,79.5,2.8,11.0,3.93,0.1,0.0,0.0,0.0,0.00,0.0,0.2,16
Derek Carr,36.3,22.4,235.0,1.3,0.9,82.1,1.7,3.0,1.76,0.0,0.0,0.0,0.0,0.00,0.0,0.2,15
Jimmy Garoppolo,36.3,22.1,242.0,1.2,0.5,85.9,2.1,2.4,1.14,0.0,0.0,0.0,0.0,0.00,0.0,0.3,15
Brock Osweiler,36.5,20.9,238.0,1.3,1.5,71.7,0.2,0.8,4.00,0.0,0.0,0.0,0.0,0.00,0.0,0.2,14
Eli Manning,38.8,23.9,226.0,1.1,1.2,74.2,0.9,1.8,2.00,0.1,0.0,0.0,0.0,0.00,0.0,0.3,14
Jacoby Brissett,30.8,17.8,194.0,1.0,1.1,72.4,4.0,16.3,4.08,0.3,0.0,0.0,0.0,0.00,0.0,0.3,14
Trevor Siemian,31.1,18.0,201.0,1.1,1.0,75.6,1.8,6.2,3.44,0.1,0.0,0.0,0.0,0.00,0.0,0.2,13
Jay Cutler,37.1,21.7,231.0,1.2,2.0,65.1,1.6,5.6,3.50,0.0,0.0,0.0,0.0,0.00,0.0,0.2,13
Tyrod Taylor,29.9,18.2,192.0,1.0,0.6,82.4,3.1,17.5,5.65,0.1,0.0,0.0,0.0,0.00,0.0,0.2,13
Brett Hundley,31.2,18.0,168.0,1.1,1.7,61.6,3.1,20.1,6.48,0.1,0.0,0.0,0.0,0.00,0.0,0.2,13
Drew Stanton,37.2,19.8,239.0,1.0,1.8,62.0,1.6,1.7,1.06,0.0,0.0,0.0,0.0,0.00,0.0,0.1,13
Andy Dalton,26.6,17.1,189.0,1.1,0.7,88.1,2.4,7.7,3.21,0.1,0.0,0.0,0.0,0.00,0.0,0.3,12
DeShone Kizer,30.4,17.4,181.0,0.7,1.2,65.8,4.8,25.9,5.40,0.2,0.0,0.0,0.0,0.00,0.0,0.3,12
Bryce Petty,24.9,14.9,152.0,1.0,1.1,72.4,1.5,10.5,7.00,0.0,0.0,0.0,0.0,0.00,0.0,0.2,11
T.J. Yates,29.9,16.7,181.0,0.9,1.9,57.4,2.0,11.9,5.95,0.0,0.0,0.0,0.0,0.00,0.0,0.2,11
Tom Savage,29.7,16.8,180.0,0.7,1.5,61.3,1.0,3.8,3.80,0.0,0.0,0.0,0.0,0.00,0.0,0.3,9
AJ McCarron,4.8,3.0,33.7,0.2,0.1,88.6,0.2,0.5,2.50,0.0,0.0,0.0,0.0,0.00,0.0,0.0,2
Paxton Lynch,6.9,3.9,43.1,0.2,0.2,72.8,0.5,3.0,6.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,2
Teddy Bridgewater,1.6,1.2,13.1,0.1,0.0,119.5,0.0,0.1,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Davis Webb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Alex Tanney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Chase Daniel,0.0,0.0,0.1,0.0,0.0,97.1,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Derek Anderson,0.1,0.0,0.3,0.0,0.0,39.6,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Geno Smith,0.1,0.1,0.8,0.0,0.0,100.0,0.0,0.1,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Cooper Rush,0.0,0.0,0.1,0.0,0.0,100.6,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
C.J. Beathard,0.3,0.2,2.0,0.0,0.0,85.4,0.0,0.2,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Austin Davis,0.1,0.0,0.4,0.0,0.0,43.8,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Landry Jones,0.1,0.0,0.6,0.0,0.0,52.1,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Kevin Hogan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Jameill Showers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Ryan Nassib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Mike Glennon,0.2,0.1,1.2,0.0,0.0,68.8,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Matt Barkley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Nate Sudfeld,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Brandon Weeden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Connor Cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Sean Mannion,0.0,0.0,0.1,0.0,0.0,72.6,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Joshua Dobbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Jake Rudock,0.0,0.0,0.1,0.0,0.0,76.5,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
David Fales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Cardale Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Joe Callahan,0.0,0.0,0.1,0.0,0.0,66.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Matt Schaub,0.1,0.1,0.7,0.0,0.0,95.8,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Brad Kaaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Kyle Sloter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Jeff Driskel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Chad Henne,0.0,0.0,0.1,0.0,0.0,62.3,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Joe Webb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Josh Woodrum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Scott Tolzien,0.1,0.1,0.6,0.0,0.0,91.7,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Garrett Gilbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Nick Foles,0.2,0.1,1.2,0.0,0.0,68.8,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Kellen Clemens,0.0,0.0,0.2,0.0,0.0,53.5,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Brian Hoyer,0.3,0.2,2.0,0.0,0.0,85.4,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Taysom Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
