Lions,1.7,0.0,2.7,37.3,0.8,1.2,0.43,13.9,189.0,89.0,278,18
Seahawks,1.9,0.1,2.3,39.0,0.9,1.3,0.35,11.3,175.0,86.0,261,18
Panthers,1.1,0.0,3.1,38.6,0.7,1.0,0.25,13.0,176.0,71.0,247,18
Giants,1.3,0.0,2.5,34.9,0.9,1.3,0.28,12.8,161.0,91.0,252,16
Bears,1.1,0.0,3.5,41.7,0.7,1.0,0.23,12.8,142.0,132.0,274,16
Rams,1.1,0.0,2.6,40.2,0.8,1.1,0.31,14.0,130.0,118.0,248,16
Steelers,0.8,0.1,3.7,39.6,0.8,1.1,0.24,15.4,187.0,91.0,278,14
Jaguars,1.0,0.0,2.5,38.9,0.8,1.2,0.31,16.2,198.0,89.0,287,13
Patriots,1.3,0.0,2.6,40.9,1.0,1.4,0.3,14.3,209.0,108.0,317,13
Jets,1.2,0.0,1.5,37.2,0.8,1.0,0.25,16.1,219.0,79.0,298,13
Titans,0.9,0.0,2.3,38.7,0.7,1.0,0.23,16.6,198.0,72.0,270,12
Vikings,0.9,0.0,2.4,42.1,1.3,1.8,0.32,18.8,230.0,91.0,321,12
Buccaneers,1.1,0.0,2.2,44.9,1.2,1.6,0.27,20.8,239.0,113.0,352,12
Packers,0.5,0.1,1.8,41.3,1.0,1.4,0.19,17.0,147.0,145.0,292,12
Cardinals,1.2,0.0,2.3,44.1,0.5,0.8,0.21,19.7,254.0,92.0,346,10
49ers,0.9,0.0,1.7,42.4,0.7,0.9,0.2,19.0,233.0,95.0,328,10
Dolphins,1.2,0.0,2.0,43.7,0.8,1.1,0.25,22.6,207.0,118.0,325,9
Chargers,1.0,0.0,2.2,44.6,0.8,1.1,0.25,22.8,162.0,159.0,321,9
Texans,1.2,0.1,2.1,41.0,1.1,1.5,0.29,28.0,224.0,103.0,327,8
Bengals,1.1,0.0,2.1,41.2,0.5,0.7,0.22,21.3,186.0,120.0,306,8
Saints,0.5,0.0,2.7,43.1,0.8,1.1,0.2,23.1,177.0,156.0,333,8
Cowboys,0.6,0.0,2.2,42.9,0.8,1.2,0.22,22.8,251.0,110.0,361,8
Broncos,0.4,0.1,2.7,46.0,0.8,1.1,0.15,25.6,243.0,103.0,346,8
Redskins,0.5,0.0,2.1,43.3,0.9,1.3,0.19,21.4,211.0,103.0,314,8
Colts,1.0,0.0,1.1,44.1,0.8,1.0,0.22,25.9,308.0,117.0,425,8
Bills,0.8,0.0,1.2,47.6,0.8,1.1,0.23,21.6,275.0,111.0,386,7
Falcons,0.4,0.0,1.4,44.0,0.7,1.0,0.18,22.0,200.0,142.0,342,6
