 Steelers,1,0,1,3,0,0,13,266,17.5
 Panthers,0,1,1,3,0,0,18,293,15.1
 Colts,1,0,1,2,0,0,19,272,14.4
 Texans,1,0,1,2,0,0,15,289,14
 Patriots,0,0,1,2,0,0,16,295,13.1
 Vikings,1,1,1,2,0,0,20,367,13
 Falcons,1,1,1,1,0,0,18,368,12.6
 Cardinals,0,0,1,3,0,0,21,276,11.9
 Packers,1,0,0,2,0,0,18,337,11.7
 Rams,1,0,0,2,0,0,20,301,11.4
 Bills,1,0,0,2,0,0,17,358,10.8
 Jaguars,1,0,0,2,0,0,23,280,10.7
 Raiders,1,0,1,1,0,0,21,335,9.9
 Bengals,1,0,0,1,0,0,18,341,9.9
 Cowboys,0,0,1,1,0,0,17,324,9.8
 Lions,1,0,1,2,0,0,24,371,9.7
 Eagles,1,0,1,1,0,0,26,380,9.6
 Redskins,0,0,1,2,0,0,22,344,9.5
 Seahawks,0,0,1,2,0,0,24,340,8.6
 Saints,0,1,1,1,0,0,26,330,8.5
 Ravens,0,0,1,2,0,0,21,323,8.4
 Chiefs,0,0,1,1,0,0,25,379,8.2
 Jets,0,0,0,2,0,0,26,328,7.8
 49ers,0,0,0,1,0,0,25,377,7.7
 Titans,0,0,1,1,0,0,24,339,7.7
 Giants,0,0,1,1,0,0,23,355,7.2
 Browns,0,0,0,1,0,0,26,395,6.9
 Bears,0,0,0,2,0,0,27,376,5.5
 Broncos,1,1,1,2,0,0,17,287,0
