PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Carson Wentz*,,Wsh,W 34-24,,17/25,268,4,1,,8,63,0,,0,0,0,0,,0,0,0,,31
Derek Carr,,KC,W 31-30,,29/52,417,3,0,,1,15,0,,0,0,0,0,,0,0,0,,30.2
Dak Prescott,,@SF,W 40-10,,16/25,234,3,0,,4,26,1,,0,0,0,0,,0,0,0,,30
Russell Wilson,,@NYG,W 24-7,,27/39,334,3,0,,2,10,0,,0,0,0,0,,0,0,0,,26.4
Alex Smith,,@Oak,L 30-31,,25/36,342,3,0,,1,0,0,,0,0,0,0,,0,0,0,,25.7
Josh McCown*,,@Mia,L 28-31,,17/27,209,3,1,,3,1,1,,0,0,0,0,,0,0,0,,24.5
Kirk Cousins,,@Phi,L 24-34,,30/40,303,3,1,,3,18,0,,0,0,0,0,,0,0,0,,23.9
Jameis Winston,,@Buf,L 27-30,,32/44,384,3,1,,1,0,0,,0,0,0,0,,0,1,0,,23.4
Tyrod Taylor,,TB,W 30-27,,20/33,268,1,0,,6,53,0,,0,0,0,0,,0,0,0,,20
Drew Brees,,@GB,W 26-17,,27/38,331,1,2,,5,-1,1,,0,0,0,0,,0,0,0,,19.1
Jared Goff,,Ari,W 33-0,,22/37,235,1,1,,2,13,1,,0,0,0,0,,0,0,0,,18.7
Tom Brady,,Atl,W 23-7,,21/29,249,2,0,,5,5,0,,0,0,0,0,,0,0,0,,18.5
Matt Ryan,,@NE,L 7-23,,23/33,233,1,0,,3,37,0,,0,0,0,0,,0,0,0,,17
Ben Roethlisberger,,Cin,W 29-14,,14/24,224,2,0,,3,-3,0,,0,0,0,0,,0,0,0,,16.7
Blake Bortles,,@Ind,W 27-0,,18/26,330,1,0,,4,11,0,,0,0,0,0,,0,1,0,,16.3
Philip Rivers,,Den,W 21-0,,15/26,183,2,0,,0,0,0,,0,0,0,0,,0,0,0,,15.3
C.J. Beathard,,Dal,L 10-40,,22/38,235,0,0,,5,30,1,,0,0,0,0,,0,2,0,,14.4
Matt Moore*,,NYJ,W 31-28,,13/21,188,2,1,,0,0,0,,0,0,0,0,,0,0,0,,13.5
Brett Hundley,,NO,L 17-26,,12/25,87,0,1,,3,44,1,,0,0,0,0,,0,0,0,,11.9
Jay Cutler,,NYJ,W 31-28,,12/16,138,2,1,,0,0,0,,0,0,0,0,,0,0,0,,11.5
Joe Flacco,,@Min,L 16-24,,27/39,186,1,0,,1,0,0,,0,0,0,0,,0,0,0,,11.4
Jacoby Brissett,,Jax,L 0-27,,22/37,200,0,0,,5,31,0,,0,0,0,0,,0,0,0,,11.1
Andy Dalton,,@Pit,L 14-29,,17/30,140,2,2,,3,8,0,,0,0,0,0,,0,0,0,,10.4
Marcus Mariota,,@Cle,W 12-9,,21/34,203,0,0,,1,8,0,,0,0,0,0,,0,0,0,,8.9
Cam Newton,,@Chi,L 3-17,,21/34,211,0,2,,9,50,0,,0,0,0,0,,0,1,0,,7.4
Eli Manning,,Sea,L 7-24,,19/39,134,1,0,,0,0,0,,0,0,0,0,,0,1,0,,7.4
