PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Le'Veon Bell*,,Bal,W 39-38,,0/0,0,0,0,,13,48,2,,9,77,1,11,,0,0,0,,39.5
Rod Smith*,,@NYG,W 30-10,,0/0,0,0,0,,6,47,1,,5,113,1,5,,0,0,0,,33
Jamaal Williams,,@Cle,W 27-21,,0/0,0,0,0,,15,49,1,,7,69,1,7,,0,0,0,,30.8
Jordan Howard,,@Cin,W 33-7,,0/0,0,0,0,,23,147,2,,1,8,0,2,,0,0,0,,28.5
Todd Gurley II,,Phi,L 35-43,,0/0,0,0,0,,13,96,2,,3,39,0,5,,0,0,0,,28.5
Jonathan Stewart,,Min,W 31-24,,0/0,0,0,0,,16,103,3,,0,0,0,1,,0,0,0,,28.3
Theo Riddick,,@TB,W 24-21,,0/0,0,0,0,,10,29,2,,6,64,0,10,,0,0,0,,27.3
Alex Collins,,@Pit,L 38-39,,0/0,0,0,0,,18,120,1,,2,46,0,2,,0,0,0,,24.6
Kenyan Drake,,NE,W 27-20,,0/0,0,0,0,,25,114,0,,5,79,0,6,,0,0,0,,24.3
Kareem Hunt,,Oak,W 26-15,,0/0,0,0,0,,25,116,1,,3,22,0,3,,0,0,0,,22.8
Leonard Fournette,,Sea,W 30-24,,0/0,0,0,0,,24,101,1,,4,18,0,6,,0,0,0,,21.9
LeSean McCoy,,Ind,W 13-7,,0/0,0,0,0,,32,156,1,,0,0,0,0,,0,0,0,,21.6
Javorius Allen,,@Pit,L 38-39,,0/0,0,0,0,,6,25,2,,2,32,0,2,,0,0,0,,19.7
Giovani Bernard,,Chi,L 7-33,,0/0,0,0,0,,11,62,0,,6,68,0,8,,0,0,0,,19
Wayne Gallman,,Dal,L 10-30,,0/0,0,0,0,,12,59,0,,7,40,0,9,,0,0,0,,16.9
Rex Burkhead*,,@Mia,L 20-27,,0/0,0,0,0,,5,8,1,,5,45,0,5,,0,0,0,,16.3
Isaiah Crowell,,GB,L 21-27,,0/0,0,0,0,,19,121,0,,3,10,0,3,,0,0,0,,16.1
Melvin Gordon,,Wsh,W 30-13,,0/0,0,0,0,,22,78,1,,1,5,0,3,,0,0,0,,15.3
Devonta Freeman,,NO,W 20-17,,0/0,0,0,0,,24,91,1,,0,0,0,0,,0,0,0,,15.1
Frank Gore,,@Buf,L 7-13,,0/0,0,0,0,,36,130,0,,1,10,0,1,,0,0,0,,15
Duke Johnson Jr.,,GB,L 21-27,,0/0,0,0,0,,6,8,0,,4,41,1,4,,0,0,0,,14.9
Carlos Hyde,,@Hou,W 26-16,,0/0,0,0,0,,14,78,1,,0,0,0,1,,0,0,0,,13.8
Marshawn Lynch,,@KC,L 15-26,,0/0,0,0,0,,7,61,1,,1,3,0,2,,0,0,0,,13.4
Mark Ingram,,@Atl,L 17-20,,0/0,0,0,0,,12,49,0,,4,43,0,5,,0,0,0,,13.2
Dion Lewis,,@Mia,L 20-27,,0/0,0,0,0,,5,17,0,,5,50,0,6,,0,0,0,,11.7
Alfred Morris,,@NYG,W 30-10,,0/0,0,0,0,,19,62,0,,3,23,0,3,,0,0,0,,11.5
Doug Martin,,Det,L 21-24,,0/0,0,0,0,,10,26,1,,2,24,0,3,,0,1,0,,11
Tarik Cohen,,@Cin,W 33-7,,0/0,0,0,0,,12,80,0,,2,5,0,2,,0,0,0,,10.5
James White*,,@Mia,L 20-27,,0/0,0,0,0,,0,0,0,,3,11,1,4,,0,0,0,,10.1
Kerwynn Williams,,Ten,W 12-7,,0/0,0,0,0,,20,73,0,,1,15,0,1,,0,0,0,,9.8
Kyle Juszczyk,,@Hou,W 26-16,,0/0,0,0,0,,0,0,0,,3,64,0,4,,0,0,0,,9.4
C.J. Anderson,,NYJ,W 23-0,,0/0,0,0,0,,22,48,0,,2,25,0,2,,0,0,0,,9.3
Samaje Perine,,@LAC,L 13-30,,0/0,0,0,0,,17,45,0,,4,7,0,4,,0,0,0,,9.2
Jay Ajayi,,@LAR,W 43-35,,0/0,0,0,0,,15,78,0,,1,2,0,2,,0,0,0,,9
Charcandrick West*,,Oak,W 26-15,,0/0,0,0,0,,3,25,1,,0,0,0,2,,0,0,0,,8.5
J.D. McKissic,,@Jax,L 24-30,,0/0,0,0,0,,3,15,0,,5,20,0,5,,0,0,0,,8.5
Christian McCaffrey,,Min,W 31-24,,0/0,0,0,0,,8,35,0,,3,18,0,4,,0,0,0,,8.3
Lamar Miller,,SF,L 16-26,,0/0,0,0,0,,17,53,0,,2,7,0,2,,0,0,0,,8
Derrick Henry,,@Ari,L 7-12,,0/0,0,0,0,,8,20,1,,0,0,0,0,,0,0,0,,8
Shane Vereen,,Dal,L 10-30,,0/0,0,0,0,,6,23,0,,3,24,0,4,,0,0,0,,7.7
Danny Woodhead,,@Pit,L 38-39,,0/0,0,0,0,,2,7,0,,4,29,0,5,,0,0,0,,7.6
Jerick McKinnon,,@Car,L 24-31,,0/0,0,0,0,,7,46,0,,2,9,0,3,,0,0,0,,7.5
Mike Davis,,@Jax,L 24-30,,0/0,0,0,0,,15,66,0,,1,-1,0,2,,0,0,0,,7.5
Peyton Barber,,Det,L 21-24,,0/0,0,0,0,,12,58,0,,1,5,0,1,,0,0,0,,7.3
Roosevelt Nix,,Bal,W 39-38,,0/0,0,0,0,,0,0,0,,1,1,1,1,,0,0,0,,7.1
DeMarco Murray*,,@Ari,L 7-12,,0/0,0,0,0,,11,34,0,,2,13,0,3,,0,0,0,,6.7
Orleans Darkwa,,Dal,L 10-30,,0/0,0,0,0,,10,29,0,,2,15,0,3,,0,0,0,,6.4
Marlon Mack,,@Buf,L 7-13,,0/0,0,0,0,,7,23,0,,2,21,0,3,,0,0,0,,6.4
Corey Clement,,@LAR,W 43-35,,0/0,0,0,0,,6,24,0,,1,28,0,3,,0,0,0,,6.2
Andy Janovich,,NYJ,W 23-0,,0/0,0,0,0,,1,1,1,,0,0,0,0,,0,0,0,,6.1
Alvin Kamara,,@Atl,L 17-20,,0/0,0,0,0,,1,2,0,,3,25,0,3,,0,0,0,,5.7
Matt Forte*,,@Den,L 0-23,,0/0,0,0,0,,6,13,0,,2,21,0,3,,0,0,0,,5.4
Devontae Booker,,NYJ,W 23-0,,0/0,0,0,0,,9,22,0,,2,12,0,2,,0,0,0,,5.4
Austin Ekeler,,Wsh,W 30-13,,0/0,0,0,0,,4,49,0,,0,0,0,3,,0,0,0,,4.9
Chris Ivory,,Sea,W 30-24,,0/0,0,0,0,,6,48,0,,0,0,0,0,,0,0,0,,4.8
Charles Sims,,Det,L 21-24,,0/0,0,0,0,,3,16,0,,2,11,0,3,,0,0,0,,4.7
LeGarrette Blount,,@LAR,W 43-35,,0/0,0,0,0,,7,12,0,,2,11,0,2,,0,0,0,,4.3
Jamaal Charles*,,NYJ,W 23-0,,0/0,0,0,0,,0,0,0,,3,12,0,3,,0,0,0,,4.2
Latavius Murray,,@Car,L 24-31,,0/0,0,0,0,,9,14,0,,2,6,0,2,,0,0,0,,4
Elijhaa Penny,,Ten,W 12-7,,0/0,0,0,0,,2,11,0,,1,18,0,1,,0,0,0,,3.9
Bilal Powell,,@Den,L 0-23,,0/0,0,0,0,,13,35,0,,0,0,0,0,,0,0,0,,3.5
Benny Cunningham,,@Cin,W 33-7,,0/0,0,0,0,,0,0,0,,2,14,0,2,,0,0,0,,3.4
D.J. Foster,,Ten,W 12-7,,0/0,0,0,0,,2,7,0,,2,6,0,2,,0,0,0,,3.3
Andre Ellington,,SF,L 16-26,,0/0,0,0,0,,3,6,0,,1,16,0,2,,0,0,0,,3.2
Tevin Coleman,,NO,W 20-17,,0/0,0,0,0,,9,32,0,,0,0,0,0,,0,0,0,,3.2
DeAndre Washington,,@KC,L 15-26,,0/0,0,0,0,,4,9,0,,1,10,0,2,,0,0,0,,2.9
Matt Breida,,@Hou,W 26-16,,0/0,0,0,0,,12,27,0,,0,0,0,0,,0,0,0,,2.7
Andre Williams*,,Wsh,W 30-13,,0/0,0,0,0,,7,23,0,,0,0,0,0,,0,0,0,,2.3
Brian Hill,,Chi,L 7-33,,0/0,0,0,0,,2,8,0,,1,2,0,1,,0,0,0,,2
C.J. Ham,,@Car,L 24-31,,0/0,0,0,0,,0,0,0,,1,9,0,1,,0,0,0,,1.9
Ryan Hewitt,,Chi,L 7-33,,0/0,0,0,0,,0,0,0,,1,6,0,1,,0,0,0,,1.6
Tion Green,,@TB,W 24-21,,0/0,0,0,0,,5,15,0,,0,0,0,0,,0,0,0,,1.5
Mike Tolbert,,Ind,W 13-7,,0/0,0,0,0,,6,32,0,,0,0,0,0,,0,1,0,,1.2
LeShun Daniels Jr.,,@LAC,L 13-30,,0/0,0,0,0,,2,12,0,,0,0,0,0,,0,0,0,,1.2
James Develin,,@Mia,L 20-27,,0/0,0,0,0,,0,0,0,,1,2,0,1,,0,0,0,,1.2
Danny Vitale*,,GB,L 21-27,,0/0,0,0,0,,0,0,0,,1,1,0,1,,0,0,0,,1.1
T.J. Yeldon,,Sea,W 30-24,,0/0,0,0,0,,2,9,0,,0,0,0,0,,0,0,0,,0.9
James Conner*,,Bal,W 39-38,,0/0,0,0,0,,2,6,0,,0,0,0,0,,0,0,0,,0.6
Malcolm Brown,,Phi,L 35-43,,0/0,0,0,0,,1,5,0,,0,0,0,0,,0,0,0,,0.5
Travaris Cadet*,,Ind,W 13-7,,0/0,0,0,0,,4,2,0,,0,0,0,0,,0,0,0,,0.2
Derek Watt,,Wsh,W 30-13,,0/0,0,0,0,,1,2,0,,0,0,0,0,,0,0,0,,0.2
Steven Jackson,,@Mia,L 20-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
