PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Tyler Kroft,,@Bal,W 31-27,,0/0,0,0,0,,0,0,0,,6,53,2,8,,0,0,0,,23.3
George Kittle,,@LAR,W 34-13,,0/0,0,0,0,,0,0,0,,4,100,0,6,,0,0,0,,14
Jack Doyle,,Hou,W 22-13,,0/0,0,0,0,,0,0,0,,4,38,1,5,,0,0,0,,13.8
Benjamin Watson,,Cin,L 27-31,,0/0,0,0,0,,0,0,0,,7,61,0,10,,0,0,0,,13.1
Charles Clay,,@Mia,W 22-16,,0/0,0,0,0,,0,0,0,,6,64,0,8,,0,0,0,,12.4
Neal Sterling,,@NE,L 6-26,,0/0,0,0,0,,0,0,0,,5,74,0,8,,0,0,0,,12.4
Rhett Ellison,,Wsh,W 18-10,,0/0,0,0,0,,0,0,0,,5,63,0,6,,0,0,0,,11.3
Demetrius Harris,,@Den,W 27-24,,0/0,0,0,0,,0,0,0,,3,73,0,4,,0,0,0,,10.3
Nick O'Leary,,@Mia,W 22-16,,0/0,0,0,0,,0,0,0,,1,26,1,2,,0,0,0,,9.6
Antonio Gates,,Oak,W 30-10,,0/0,0,0,0,,0,0,0,,4,46,0,6,,0,0,0,,8.6
Jimmy Graham,,Ari,L 24-26,,0/0,0,0,0,,0,0,0,,3,45,0,6,,0,0,0,,7.5
Cameron Brate,,NO,W 31-24,,0/0,0,0,0,,0,0,0,,3,37,0,5,,0,0,0,,6.7
Jared Cook,,@LAC,L 10-30,,0/0,0,0,0,,0,0,0,,3,35,0,4,,0,0,0,,6.5
Austin Hooper,,Car,W 22-10,,0/0,0,0,0,,0,0,0,,3,35,0,3,,0,0,0,,6.5
David Morgan,,Chi,W 23-10,,0/0,0,0,0,,0,0,0,,3,35,0,3,,0,0,0,,6.5
David Njoku,,@Pit,L 24-28,,0/0,0,0,0,,0,0,0,,2,38,0,3,,0,0,0,,5.8
Jermaine Gresham,,@Sea,W 26-24,,0/0,0,0,0,,0,0,0,,3,24,0,3,,0,0,0,,5.4
Delanie Walker,,Jax,W 15-10,,0/0,0,0,0,,0,0,0,,3,19,0,5,,0,0,0,,4.9
Zach Ertz,,Dal,L 0-6,,0/0,0,0,0,,0,0,0,,2,24,0,2,,0,0,0,,4.4
Nick Boyle,,Cin,L 27-31,,0/0,0,0,0,,0,0,0,,2,24,0,3,,0,0,0,,4.4
Brent Celek,,Dal,L 0-6,,0/0,0,0,0,,0,0,0,,3,13,0,4,,0,0,0,,4.3
Ed Dickson,,@Atl,L 10-22,,0/0,0,0,0,,0,0,0,,2,22,0,3,,0,0,0,,4.2
Jonnu Smith,,Jax,W 15-10,,0/0,0,0,0,,0,0,0,,3,12,0,3,,0,0,0,,4.2
Vernon Davis,,@NYG,L 10-18,,0/0,0,0,0,,0,0,0,,2,20,0,3,,0,0,0,,4
Garrett Celek,,@LAR,W 34-13,,0/0,0,0,0,,0,0,0,,1,28,0,1,,0,0,0,,3.8
