PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
JuJu Smith-Schuster,,Cle,W 28-24,,0/0,0,0,0,,0,0,0,,9,143,1,10,,0,0,1,,35.3
Keenan Allen,,Oak,W 30-10,,0/0,0,0,0,,0,0,0,,9,133,1,12,,0,0,0,,34.3
Golden Tate,,GB,W 35-11,,0/0,0,0,0,,0,0,0,,7,104,1,7,,1,0,0,,25.4
Doug Baldwin,,Ari,L 24-26,,0/0,0,0,0,,0,0,0,,4,90,2,5,,0,0,0,,25
Albert Wilson,,@Den,W 27-24,,0/0,0,0,0,,0,0,0,,10,147,0,11,,0,0,0,,24.7
Jarvis Landry,,Buf,L 16-22,,0/0,0,0,0,,0,0,0,,9,92,1,10,,0,0,0,,24.2
Chris Godwin,,NO,W 31-24,,0/0,0,0,0,,0,0,0,,7,111,1,12,,0,0,0,,24.1
Rashard Higgins,,@Pit,L 24-28,,0/0,0,0,0,,0,0,0,,3,68,2,4,,0,0,0,,21.8
Amari Cooper,,@LAC,L 10-30,,0/0,0,0,0,,0,0,0,,3,115,1,6,,0,0,0,,20.5
Tyler Boyd,,@Bal,W 31-27,,0/0,0,0,0,,0,0,0,,5,91,1,7,,0,0,0,,20.1
Travis Benjamin,,Oak,W 30-10,,0/0,0,0,0,,2,4,0,,4,96,1,5,,0,0,0,,20
Brandin Cooks,,NYJ,W 26-6,,0/0,0,0,0,,3,8,0,,5,79,1,11,,0,0,0,,19.7
Marvin Jones Jr.,,GB,W 35-11,,0/0,0,0,0,,0,0,0,,4,81,1,5,,0,0,0,,18.1
Demaryius Thomas,,KC,L 24-27,,0/0,0,0,0,,0,0,0,,6,57,1,8,,0,0,0,,17.7
Stefon Diggs,,Chi,W 23-10,,0/0,0,0,0,,1,-8,0,,6,65,1,6,,0,0,0,,17.7
Randall Cobb,,@Det,L 11-35,,1/1,10,0,0,,1,4,0,,4,45,1,6,,1,0,0,,17.3
Adam Humphries,,NO,W 31-24,,0/0,0,0,0,,0,0,0,,7,102,0,11,,0,0,0,,17.2
Kenny Golladay,,GB,W 35-11,,0/0,0,0,0,,0,0,0,,2,80,1,3,,0,0,0,,16
Tyrell Williams,,Oak,W 30-10,,0/0,0,0,0,,0,0,0,,3,67,1,4,,0,0,0,,15.7
Josh Gordon,,@Pit,L 24-28,,0/0,0,0,0,,0,0,0,,4,115,0,7,,0,0,0,,15.5
Michael Thomas,,@TB,L 24-31,,0/0,0,0,0,,0,0,0,,6,94,0,8,,0,0,0,,15.4
Mike Wallace,,Cin,L 27-31,,0/0,0,0,0,,0,0,0,,5,40,1,13,,0,0,0,,15
Dontrelle Inman,,@Min,L 10-23,,0/0,0,0,0,,0,0,0,,5,94,0,10,,0,0,0,,14.4
Mohamed Sanu,,Car,W 22-10,,0/0,0,0,0,,1,0,0,,7,71,0,11,,0,0,0,,14.1
Larry Fitzgerald,,@Sea,W 26-24,,0/0,0,0,0,,0,0,0,,8,55,0,14,,0,0,0,,13.5
Julio Jones,,Car,W 22-10,,0/0,0,0,0,,0,0,0,,5,80,0,11,,0,0,0,,13
Brice Butler,,@Phi,W 6-0,,0/0,0,0,0,,0,0,0,,2,50,1,2,,0,0,0,,13
Devin Funchess,,@Atl,L 10-22,,0/0,0,0,0,,0,0,0,,2,48,1,7,,0,0,0,,12.8
Mike Evans,,NO,W 31-24,,0/0,0,0,0,,0,0,0,,5,55,0,13,,1,0,0,,12.5
Martavis Bryant,,Cle,W 28-24,,0/0,0,0,0,,0,0,0,,6,65,0,7,,0,0,0,,12.5
Jordan Taylor,,KC,L 24-27,,0/0,0,0,0,,0,0,0,,6,65,0,8,,0,0,0,,12.5
DeVante Parker,,Buf,L 16-22,,0/0,0,0,0,,0,0,0,,6,64,0,7,,0,0,0,,12.4
Adam Thielen,,Chi,W 23-10,,0/0,0,0,0,,0,0,0,,6,61,0,7,,0,0,0,,12.1
Marquise Goodwin,,@LAR,W 34-13,,0/0,0,0,0,,1,10,0,,2,28,1,4,,0,0,0,,11.8
Tyler Lockett,,Ari,L 24-26,,0/0,0,0,0,,0,0,0,,3,25,0,4,,0,0,1,,11.5
Jermaine Kearse,,@NE,L 6-26,,0/0,0,0,0,,0,0,0,,5,59,0,7,,0,0,0,,10.9
Michael Thomas,,SF,L 13-34,,0/0,0,0,0,,0,0,0,,3,75,0,4,,0,0,0,,10.5
Seth Roberts,,@LAC,L 10-30,,0/0,0,0,0,,0,0,0,,5,48,0,6,,0,0,0,,9.8
Bennie Fowler III,,KC,L 24-27,,0/0,0,0,0,,0,0,0,,4,56,0,6,,0,0,0,,9.6
Jaron Brown,,@Sea,W 26-24,,0/0,0,0,0,,0,0,0,,1,25,1,5,,0,0,0,,9.5
Darrius Heyward-Bey,,Cle,W 28-24,,0/0,0,0,0,,1,29,1,,0,0,0,0,,0,0,0,,8.9
Trevor Davis,,@Det,L 11-35,,0/0,0,0,0,,0,0,0,,3,56,0,3,,0,0,0,,8.6
Chris Thompson,,@Ind,L 13-22,,0/0,0,0,0,,0,0,0,,3,54,0,3,,0,0,0,,8.4
Danny Amendola,,NYJ,W 26-6,,0/0,0,0,0,,0,0,0,,4,43,0,7,,0,0,0,,8.3
Aldrick Robinson,,@LAR,W 34-13,,0/0,0,0,0,,0,0,0,,1,12,1,3,,0,0,0,,8.2
Kendall Wright,,@Min,L 10-23,,0/0,0,0,0,,0,0,0,,5,29,0,8,,0,0,0,,7.9
Josh Doctson,,@NYG,L 10-18,,0/0,0,0,0,,0,0,0,,4,37,0,10,,0,0,0,,7.7
Chris Moore,,Cin,L 27-31,,0/0,0,0,0,,0,0,0,,1,6,1,3,,0,0,0,,7.6
Ryan Switzer,,@Phi,W 6-0,,0/0,0,0,0,,0,0,0,,4,32,0,5,,0,0,0,,7.2
Demarcus Robinson,,@Den,W 27-24,,0/0,0,0,0,,0,0,0,,4,31,0,10,,0,0,0,,7.1
Tavon Austin,,SF,L 13-34,,0/0,0,0,0,,4,24,0,,3,14,0,5,,0,0,0,,6.8
Allen Hurns,,@Ten,L 10-15,,0/0,0,0,0,,0,0,0,,3,38,0,5,,0,0,0,,6.8
Michael Campanaro,,Cin,L 27-31,,0/0,0,0,0,,0,0,0,,3,36,0,4,,0,0,0,,6.6
Ted Ginn Jr.,,@TB,L 24-31,,0/0,0,0,0,,1,2,0,,3,33,0,6,,0,0,0,,6.5
Kenny Stills,,Buf,L 16-22,,0/0,0,0,0,,0,0,0,,3,34,0,7,,0,0,0,,6.4
Chester Rogers,,Hou,W 22-13,,0/0,0,0,0,,0,0,0,,2,39,0,4,,0,0,0,,5.9
ArDarius Stewart,,@NE,L 6-26,,0/0,0,0,0,,0,0,0,,1,46,0,2,,0,0,0,,5.6
Brenton Bersin,,@Atl,L 10-22,,0/0,0,0,0,,0,0,0,,2,36,0,3,,0,0,0,,5.6
Phillip Dorsett,,NYJ,W 26-6,,0/0,0,0,0,,0,0,0,,3,26,0,5,,0,0,0,,5.6
Jakeem Grant,,Buf,L 16-22,,0/0,0,0,0,,0,0,0,,3,26,0,5,,0,0,0,,5.6
Brandon LaFell,,@Bal,W 31-27,,0/0,0,0,0,,0,0,0,,2,35,0,3,,0,0,0,,5.5
Mack Hollins,,Dal,L 0-6,,0/0,0,0,0,,0,0,0,,3,25,0,5,,0,0,0,,5.5
Dez Bryant,,@Phi,W 6-0,,0/0,0,0,0,,0,0,0,,3,24,0,8,,0,0,0,,5.4
Jamison Crowder,,@NYG,L 10-18,,0/0,0,0,0,,1,-1,0,,3,25,0,7,,0,0,0,,5.4
Keelan Cole,,@Ten,L 10-15,,0/0,0,0,0,,0,0,0,,4,33,0,8,,0,1,0,,5.3
Justin Hardy,,Car,W 22-10,,0/0,0,0,0,,0,0,0,,2,32,0,3,,0,0,0,,5.2
Pharoh Cooper,,SF,L 13-34,,0/0,0,0,0,,0,0,0,,2,30,0,4,,0,0,0,,5
Trent Taylor,,@LAR,W 34-13,,0/0,0,0,0,,0,0,0,,2,29,0,2,,0,0,0,,4.9
Nelson Agholor,,Dal,L 0-6,,0/0,0,0,0,,1,7,0,,3,11,0,3,,0,0,0,,4.8
Kendrick Bourne,,@LAR,W 34-13,,0/0,0,0,0,,0,0,0,,2,28,0,5,,0,0,0,,4.8
Eric Decker,,Jax,W 15-10,,0/0,0,0,0,,0,0,0,,3,18,0,6,,0,0,0,,4.8
Kelvin Benjamin,,@Mia,W 22-16,,0/0,0,0,0,,0,0,0,,2,27,0,3,,0,0,0,,4.7
Joshua Bellamy,,@Min,L 10-23,,0/0,0,0,0,,1,6,0,,1,30,0,5,,0,0,0,,4.6
Laquon Treadwell,,Chi,W 23-10,,0/0,0,0,0,,0,0,0,,3,16,0,3,,0,0,0,,4.6
Zay Jones,,@Mia,W 22-16,,0/0,0,0,0,,0,0,0,,2,25,0,3,,0,0,0,,4.5
T.Y. Hilton,,Hou,W 22-13,,0/0,0,0,0,,0,0,0,,3,14,0,6,,0,0,0,,4.4
Deonte Thompson,,@Mia,W 22-16,,0/0,0,0,0,,0,0,0,,2,23,0,3,,0,0,0,,4.3
Ryan Grant,,@NYG,L 10-18,,0/0,0,0,0,,0,0,0,,2,23,0,5,,0,0,0,,4.3
Travis Rudolph,,Wsh,W 18-10,,0/0,0,0,0,,0,0,0,,1,29,0,4,,0,0,0,,3.9
Michael Crabtree,,@LAC,L 10-30,,0/0,0,0,0,,0,0,0,,2,17,0,2,,0,0,0,,3.7
A.J. Green,,@Bal,W 31-27,,0/0,0,0,0,,0,0,0,,2,17,0,10,,0,0,0,,3.7
Will Fuller V,,@Ind,L 13-22,,0/0,0,0,0,,0,0,0,,2,17,0,2,,0,0,0,,3.7
Josh Reynolds,,SF,L 13-34,,0/0,0,0,0,,0,0,0,,2,16,0,6,,0,0,0,,3.6
Geronimo Allison,,@Det,L 11-35,,0/0,0,0,0,,0,0,0,,2,15,0,3,,0,0,0,,3.5
Terrance Williams,,@Phi,W 6-0,,0/0,0,0,0,,1,9,0,,2,5,0,4,,0,0,0,,3.4
Marcus Johnson,,Dal,L 0-6,,0/0,0,0,0,,0,0,0,,3,23,0,4,,0,1,0,,3.3
Shelton Gibson,,Dal,L 0-6,,0/0,0,0,0,,0,0,0,,2,11,0,3,,0,0,0,,3.1
Braxton Miller,,@Ind,L 13-22,,0/0,0,0,0,,0,0,0,,2,9,0,4,,0,0,0,,2.9
J.J. Nelson,,@Sea,W 26-24,,0/0,0,0,0,,0,0,0,,1,18,0,1,,0,0,0,,2.8
Corey Coleman,,@Pit,L 24-28,,0/0,0,0,0,,0,0,0,,1,18,0,6,,0,0,0,,2.8
Chad Hansen,,@NE,L 6-26,,0/0,0,0,0,,0,0,0,,1,15,0,4,,0,0,0,,2.5
Kaelin Clay,,@Atl,L 10-22,,0/0,0,0,0,,1,-2,0,,1,15,0,2,,0,0,0,,2.3
