PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Melvin Gordon,,@Oak,W 17-16,,0/0,0,0,0,,25,83,1,,9,67,1,12,,0,0,0,,36
Mark Ingram,,Det,W 52-38,,0/0,0,0,0,,25,114,2,,5,36,0,5,,0,1,0,,30
Antonio Brown*,,@KC,W 19-13,,0/0,0,0,0,,0,0,0,,8,155,1,10,,0,0,0,,29.5
Le'Veon Bell*,,@KC,W 19-13,,0/0,0,0,0,,32,179,1,,3,12,0,6,,0,0,0,,28.1
Larry Fitzgerald,,TB,W 38-33,,0/0,0,0,0,,0,0,0,,10,138,1,11,,0,1,0,,27.8
Rob Gronkowski,,@NYJ,W 24-17,,0/0,0,0,0,,0,0,0,,6,83,2,10,,0,0,0,,26.3
Adrian Peterson*,,TB,W 38-33,,0/0,0,0,0,,26,134,2,,0,0,0,0,,0,0,0,,25.4
Jerick McKinnon,,GB,W 23-10,,0/0,0,0,0,,15,69,1,,5,30,1,6,,0,1,0,,24.9
Carlos Hyde,,@Wsh,L 24-26,,0/0,0,0,0,,13,28,2,,5,47,0,6,,0,0,0,,24.5
Chris Ivory,,LAR,L 17-27,,0/0,0,0,0,,2,3,0,,9,74,1,10,,0,0,0,,22.7
Golden Tate,,@NO,L 38-52,,0/0,0,0,0,,0,0,0,,7,96,1,8,,0,0,0,,22.6
Christian McCaffrey,,Phi,L 23-28,,0/0,0,0,0,,4,8,0,,10,56,1,14,,0,0,0,,22.4
Leonard Fournette,,LAR,L 17-27,,0/0,0,0,0,,21,130,1,,2,8,0,2,,0,0,0,,21.8
Marvin Jones Jr.,,@NO,L 38-52,,0/0,0,0,0,,0,0,0,,6,96,1,15,,0,0,0,,21.6
Derrick Henry,,Ind,W 36-22,,0/0,0,0,0,,19,131,1,,1,14,0,1,,0,0,0,,21.5
Demaryius Thomas,,NYG,L 10-23,,0/0,0,0,0,,0,0,0,,10,133,0,14,,0,1,0,,21.3
Jarvis Landry,,@Atl,W 20-17,,0/0,0,0,0,,0,0,0,,8,62,1,14,,0,0,0,,20.2
Cameron Brate,,@Ari,L 33-38,,0/0,0,0,0,,0,0,0,,6,76,1,8,,0,0,0,,19.6
Evan Engram*,,@Den,W 23-10,,0/0,0,0,0,,0,0,0,,5,82,1,7,,0,0,0,,19.2
Kelvin Benjamin,,** BYE **,,0/0,0,0,0,,0,0,0,,9,99,0,13,,0,0,0,,18.9
DeMarco Murray*,,Ind,W 36-22,,0/0,0,0,0,,12,40,1,,4,47,0,4,,0,0,0,,18.7
Adam Thielen,,GB,W 23-10,,0/0,0,0,0,,0,0,0,,9,96,0,13,,0,0,0,,18.6
Jordan Howard,,@Bal,W 27-24,,0/0,0,0,0,,36,167,0,,1,9,0,1,,0,0,0,,18.6
Mike Evans,,@Ari,L 33-38,,0/0,0,0,0,,0,0,0,,3,95,1,8,,0,0,0,,18.5
Chris Thompson*,,SF,W 26-24,,0/0,0,0,0,,16,33,0,,4,105,0,5,,0,0,0,,17.8
Michael Crabtree,,LAC,L 16-17,,0/0,0,0,0,,0,0,0,,6,52,1,10,,0,0,0,,17.2
Ted Ginn Jr.,,Det,W 52-38,,0/0,0,0,0,,1,3,0,,4,66,1,4,,0,0,0,,16.9
Austin Seferian-Jenkins*,,NE,L 17-24,,0/0,0,0,0,,0,0,0,,8,46,1,11,,0,1,0,,16.6
Davante Adams*,,@Min,L 10-23,,0/0,0,0,0,,0,0,0,,5,54,1,10,,0,0,0,,16.4
Matt Forte*,,NE,L 17-24,,0/0,0,0,0,,9,22,0,,8,59,0,8,,0,0,0,,16.1
Jack Doyle,,@Ten,L 22-36,,0/0,0,0,0,,0,0,0,,7,50,1,11,,0,1,0,,16
Kareem Hunt,,Pit,L 13-19,,0/0,0,0,0,,9,21,0,,5,89,0,6,,0,0,0,,16
Eric Decker,,Ind,W 36-22,,0/0,0,0,0,,0,0,0,,7,88,0,9,,0,0,0,,15.8
Zach Ertz,,@Car,W 28-23,,0/0,0,0,0,,0,0,0,,2,18,2,5,,0,0,0,,15.8
Nelson Agholor,,@Car,W 28-23,,0/0,0,0,0,,0,0,0,,4,55,1,7,,0,0,0,,15.5
