PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Jimmy Graham,,Atl,L 31-34,,0/0,0,0,0,,0,0,0,,7,58,1,11,,1,0,0,,20.8
Ricky Seals-Jones,,@Hou,L 21-31,,0/0,0,0,0,,0,0,0,,3,54,2,5,,0,0,0,,20.4
Travis Kelce,,@NYG,L 9-12,,0/1,0,0,1,,0,0,0,,8,109,0,14,,0,0,0,,16.9
Delanie Walker,,@Pit,L 17-40,,0/0,0,0,0,,0,0,0,,6,92,0,9,,0,0,0,,15.2
O.J. Howard*,,@Mia,W 30-20,,0/0,0,0,0,,0,0,0,,3,52,1,4,,0,0,0,,14.2
Adam Shaheen*,,Det,L 24-27,,0/0,0,0,0,,0,0,0,,4,41,1,4,,0,0,0,,14.1
Coby Fleener*,,Wsh,W 34-31,,0/0,0,0,0,,0,0,0,,5,91,0,5,,0,0,0,,14.1
Jesse James,,Ten,W 40-17,,0/0,0,0,0,,0,0,0,,5,21,1,8,,0,0,0,,13.1
Levine Toilolo*,,@Sea,W 34-31,,0/0,0,0,0,,0,0,0,,2,31,1,2,,0,0,0,,11.1
Kyle Rudolph,,LAR,W 24-7,,0/0,0,0,0,,0,0,0,,5,58,0,7,,0,0,0,,10.8
Marcedes Lewis,,@Cle,W 19-7,,0/0,0,0,0,,0,0,0,,2,26,1,2,,0,0,0,,10.6
Vernon Davis,,@NO,L 31-34,,0/0,0,0,0,,0,0,0,,3,67,0,6,,0,0,0,,9.7
Tyler Kroft,,@Den,W 20-17,,0/0,0,0,0,,0,0,0,,2,12,1,3,,0,0,0,,9.2
Eric Ebron,,@Chi,W 27-24,,0/0,0,0,0,,0,0,0,,4,49,0,7,,0,0,0,,8.9
Jeremy Sprinkle,,@NO,L 31-34,,0/0,0,0,0,,0,0,0,,1,7,1,1,,0,0,0,,7.7
Julius Thomas*,,TB,L 20-30,,0/0,0,0,0,,0,0,0,,4,30,0,5,,0,0,0,,7
Rob Gronkowski,,@Oak,W 33-8,,0/0,0,0,0,,0,0,0,,3,37,0,3,,0,0,0,,6.7
Josh Hill,,Wsh,W 34-31,,0/0,0,0,0,,1,-8,0,,1,3,1,1,,0,0,0,,6.5
Charles Clay,,@LAC,L 24-54,,0/0,0,0,0,,0,0,0,,3,27,0,4,,0,0,0,,5.7
Jared Cook,,NE,L 8-33,,0/0,0,0,0,,0,0,0,,2,36,0,5,,0,0,0,,5.6
Martellus Bennett*,,@Oak,W 33-8,,0/0,0,0,0,,0,0,0,,3,15,0,3,,0,0,0,,4.5
Hunter Henry*,,Buf,W 54-24,,0/0,0,0,0,,0,0,0,,2,25,0,5,,0,0,0,,4.5
Dwayne Allen,,@Oak,W 33-8,,0/0,0,0,0,,0,0,0,,2,24,0,2,,0,0,0,,4.4
Benjamin Watson,,@GB,W 23-0,,0/0,0,0,0,,0,0,0,,1,33,0,1,,0,0,0,,4.3
Daniel Brown,,Det,L 24-27,,0/0,0,0,0,,0,0,0,,2,23,0,5,,0,0,0,,4.3
Brent Celek,,@Dal,W 37-9,,0/0,0,0,0,,0,0,0,,1,28,0,2,,0,0,0,,3.8
C.J. Fiedorowicz*,,Ari,W 31-21,,0/0,0,0,0,,0,0,0,,2,18,0,2,,0,0,0,,3.8
Niles Paul,,@NO,L 31-34,,0/0,0,0,0,,1,5,0,,2,11,0,2,,0,0,0,,3.6
Virgil Green,,Cin,L 17-20,,0/0,0,0,0,,0,0,0,,2,13,0,4,,0,0,0,,3.3
Stephen Anderson,,Ari,W 31-21,,0/0,0,0,0,,0,0,0,,1,22,0,3,,0,0,0,,3.2
Zach Ertz,,@Dal,W 37-9,,0/0,0,0,0,,0,0,0,,2,8,0,5,,0,0,0,,2.8
Maxx Williams,,@GB,W 23-0,,0/0,0,0,0,,0,0,0,,2,6,0,2,,0,0,0,,2.6
David Njoku,,Jax,L 7-19,,0/0,0,0,0,,0,0,0,,1,13,0,1,,0,0,0,,2.3
James O'Shaughnessy,,@Cle,W 19-7,,0/0,0,0,0,,0,0,0,,1,12,0,1,,0,0,0,,2.2
Cameron Brate,,@Mia,W 30-20,,0/0,0,0,0,,0,0,0,,1,12,0,3,,0,0,0,,2.2
Ross Travis,,** BYE **,,0/0,0,0,0,,0,0,0,,1,11,0,3,,0,0,0,,2.1
Jermaine Gresham,,@Hou,L 21-31,,0/0,0,0,0,,0,0,0,,1,10,0,1,,0,0,0,,2
Sean McGrath,,Buf,W 54-24,,0/0,0,0,0,,0,0,0,,1,10,0,1,,0,0,0,,2
Trey Burton,,@Dal,W 37-9,,0/0,0,0,0,,0,0,0,,0,0,0,0,,1,0,0,,2
Luke Willson,,Atl,L 31-34,,0/0,0,0,0,,0,0,0,,2,-1,0,2,,0,0,0,,1.9
Darren Fells,,@Chi,W 27-24,,0/0,0,0,0,,0,0,0,,1,9,0,1,,0,0,0,,1.9
Austin Hooper,,@Sea,W 34-31,,0/0,0,0,0,,0,0,0,,2,-1,0,2,,0,0,0,,1.9
Evan Engram*,,KC,W 12-9,,0/0,0,0,0,,0,0,0,,1,9,0,6,,0,0,0,,1.9
Nick O'Leary,,@LAC,L 24-54,,0/0,0,0,0,,0,0,0,,1,8,0,3,,0,0,0,,1.8
Gerald Everett,,@Min,L 7-24,,0/0,0,0,0,,0,0,0,,1,8,0,2,,0,0,0,,1.8
Jason Witten,,Phi,L 9-37,,0/0,0,0,0,,0,0,0,,1,7,0,1,,0,0,0,,1.7
Rhett Ellison,,KC,W 12-9,,0/0,0,0,0,,0,0,0,,1,7,0,1,,0,0,0,,1.7
Jerell Adams,,KC,W 12-9,,0/0,0,0,0,,0,0,0,,1,6,0,1,,0,0,0,,1.6
Lance Kendricks,,Bal,L 0-23,,0/0,0,0,0,,0,0,0,,1,5,0,4,,0,0,0,,1.5
Tyler Higbee,,@Min,L 7-24,,0/0,0,0,0,,0,0,0,,1,5,0,5,,0,0,0,,1.5
Seth DeValve,,Jax,L 7-19,,0/0,0,0,0,,0,0,0,,1,5,0,3,,0,0,0,,1.5
David Morgan,,LAR,W 24-7,,0/0,0,0,0,,0,0,0,,1,5,0,1,,0,0,0,,1.5
Clive Walford*,,NE,L 8-33,,0/0,0,0,0,,0,0,0,,1,4,0,2,,0,0,0,,1.4
Richard Rodgers*,,Bal,L 0-23,,0/0,0,0,0,,0,0,0,,1,3,0,1,,0,0,0,,1.3
Jeff Cumberland,,Buf,W 54-24,,0/0,0,0,0,,0,0,0,,1,2,0,1,,0,0,0,,1.2
Nick Boyle,,@GB,W 23-0,,0/0,0,0,0,,0,0,0,,1,2,0,2,,0,0,0,,1.2
Antonio Gates,,Buf,W 54-24,,0/0,0,0,0,,0,0,0,,0,0,0,2,,0,0,0,,0
Alex Smith,,@NO,L 31-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Anthony Fasano,,TB,L 20-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Owen Daniels,,Cin,L 17-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Daniel Fells,,KC,W 12-9,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Spaeth,,Ten,W 40-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Scott Chandler*,,@Oak,W 33-8,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Clark Harris,,@Den,W 20-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Fred Davis,,@NO,L 31-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Craig Stevens,,@Pit,L 17-40,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Gary Barnidge,,Jax,L 7-19,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jacob Tamme,,@Sea,W 34-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matthew Mulligan,,@Chi,W 27-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
David Johnson,,Ten,W 40-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
James Casey,,Cin,L 17-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Bear Pascoe,,@Oak,W 33-8,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Pettigrew,,@Chi,W 27-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
John Phillips,,Wsh,W 34-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Zach Miller*,,Det,L 24-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Myers,,@Mia,W 30-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dennis Pitta*,,@GB,W 23-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tony Moeaki,,Det,L 24-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jim Dray,,@Hou,L 21-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Garrett Graham,,Cin,L 17-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Clay Harbor*,,Wsh,W 34-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Michael Hoomanawanui*,,Wsh,W 34-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Anthony McCoy,,Atl,L 31-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Andrew Quarless,,@Chi,W 27-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Rob Housler,,@Oak,W 33-8,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Luke Stocker,,@Pit,L 17-40,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
David Ausberry,,@Chi,W 27-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
D.J. Williams,,@NO,L 31-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jordan Cameron,,TB,L 20-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Lee Smith,,NE,L 8-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Orson Charles,,@NYG,L 9-12,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ladarius Green,,Ten,W 40-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
James Hanna,,Phi,L 9-37,,0/0,0,0,0,,0,0,0,,0,0,0,2,,0,0,0,,0
Greg Scruggs,,@Oak,W 33-8,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Phillip Supernaw,,@Pit,L 17-40,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Beau Brinkley,,@Pit,L 17-40,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dominique Jones,,TB,L 20-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Derek Carrier,,@Min,L 7-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chase Ford,,@GB,W 23-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Cooper Helfet,,NE,L 8-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Larry Donnell,,@GB,W 23-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ifeanyi Momah*,,@Hou,L 21-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tyler Eifert*,,@Den,W 20-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Gavin Escobar,,@GB,W 23-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Vance McDonald,,Ten,W 40-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jordan Reed*,,@NO,L 31-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ryan Griffin*,,Ari,W 31-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Michael Williams,,@Oak,W 33-8,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Mychal Rivera*,,@Cle,W 19-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dion Sims,,Det,L 24-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Justice Cunningham,,@Min,L 7-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chris Pantale,,TB,L 20-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Timothy Wright,,@Chi,W 27-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
MarQueis Gray,,TB,L 20-30,,0/0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0
Jake Stoneburner,,@Min,L 7-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Crockett Gillmore*,,@GB,W 23-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jace Amaro,,@Pit,L 17-40,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Troy Niklas,,@Hou,L 21-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Logan Thomas,,@LAC,L 24-54,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brian Leonhardt,,LAR,W 24-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Demetrius Harris,,@NYG,L 9-12,,0/0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0
Marcel Jensen,,@NO,L 31-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Asante Cleveland*,,Buf,W 54-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Nic Jacobs,,@Cle,W 19-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Blake Annen,,@LAC,L 24-54,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
RaShaun Allen,,Ari,W 31-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Justin Perillo,,Det,L 24-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
MyCole Pruitt*,,Ari,W 31-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Randall Telfer,,Jax,L 7-19,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Gerald Christian,,@Hou,L 21-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Blake Bell*,,LAR,W 24-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
C.J. Uzomah,,@Den,W 20-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jeff Heuerman,,Cin,L 17-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Darren Waller,,@GB,W 23-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Rory Anderson,,@LAC,L 24-54,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ben Koyack,,@Cle,W 19-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kennard Backman,,@Chi,W 27-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
A.J. Derby,,TB,L 20-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Geoff Swaim,,Phi,L 9-37,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
E.J. Bibbs,,@NO,L 31-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Khari Lee,,@LAC,L 24-54,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jerome Cunningham,,@Pit,L 17-40,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Wes Saxton,,@LAC,L 24-54,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Nick Vannett*,,Atl,L 31-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Temarrick Hemingway*,,@Min,L 7-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Rico Gathers*,,Phi,L 9-37,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Thomas Duarte,,TB,L 20-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Beau Sandland,,Bal,L 0-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ben Braunecker,,Det,L 24-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Cole Wick,,** BYE **,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
