PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Marcedes Lewis,,Bal,W 44-7,,0/0,0,0,0,,0,0,0,,4,62,3,5,,0,0,0,,28.2
Rob Gronkowski,,Hou,W 36-33,,0/0,0,0,0,,0,0,0,,8,89,1,10,,0,0,0,,22.9
Zach Ertz,,NYG,W 27-24,,0/0,0,0,0,,0,0,0,,8,55,1,10,,0,1,0,,17.5
Ryan Griffin*,,@NE,L 33-36,,0/0,0,0,0,,0,0,0,,5,61,1,6,,0,0,0,,17.1
Vernon Davis,,Oak,W 27-10,,0/0,0,0,0,,0,0,0,,5,58,1,5,,0,0,0,,16.8
Charles Clay,,Den,W 26-16,,0/0,0,0,0,,0,0,0,,6,39,1,6,,0,0,0,,15.9
Jared Cook,,@Wsh,L 10-27,,0/0,0,0,0,,0,0,0,,4,43,1,6,,0,0,0,,14.3
Luke Willson,,@Ten,L 27-33,,0/0,0,0,0,,0,0,0,,3,53,1,4,,0,0,0,,14.3
Jimmy Graham,,@Ten,L 27-33,,0/0,0,0,0,,0,0,0,,7,72,0,11,,0,0,0,,14.2
Cameron Brate,,@Min,L 17-34,,0/0,0,0,0,,0,0,0,,4,33,1,4,,0,0,0,,13.3
Lance Kendricks,,Cin,W 27-24,,0/0,0,0,0,,0,0,0,,2,52,1,3,,0,0,0,,13.2
Benjamin Watson,,@Jax,L 7-44,,0/0,0,0,0,,0,0,0,,3,12,1,3,,0,0,0,,10.2
Jermaine Gresham,,Dal,L 17-28,,0/0,0,0,0,,0,0,0,,5,47,0,8,,0,0,0,,9.7
Evan Engram*,,@Phi,L 24-27,,0/0,0,0,0,,0,0,0,,5,45,0,7,,0,0,0,,9.5
Jonnu Smith,,Sea,W 33-27,,0/0,0,0,0,,0,0,0,,1,24,1,2,,0,0,0,,9.4
David Njoku,,@Ind,L 28-31,,0/0,0,0,0,,0,0,0,,2,12,1,4,,0,0,0,,9.2
Austin Seferian-Jenkins*,,Mia,W 20-6,,0/0,0,0,0,,0,0,0,,5,31,0,6,,0,0,0,,8.1
Adam Shaheen*,,Pit,W 23-17,,0/0,0,0,0,,0,0,0,,1,2,1,1,,0,0,0,,7.2
Delanie Walker,,Sea,W 33-27,,0/0,0,0,0,,0,0,0,,4,31,0,6,,0,0,0,,7.1
Garrett Celek,,LAR,L 39-41,,0/0,0,0,0,,0,0,0,,1,1,1,2,,0,0,0,,7.1
Tyler Kroft,,@GB,L 24-27,,0/0,0,0,0,,0,0,0,,3,28,0,4,,0,0,0,,5.8
Antonio Gates,,KC,L 10-24,,0/0,0,0,0,,0,0,0,,2,30,0,5,,0,0,0,,5
Seth DeValve,,@Ind,L 28-31,,0/0,0,0,0,,0,0,0,,2,29,0,5,,0,0,0,,4.9
Virgil Green,,@Buf,L 16-26,,0/0,0,0,0,,0,0,0,,3,18,0,3,,0,0,0,,4.8
Julius Thomas*,,@NYJ,L 6-20,,0/0,0,0,0,,0,0,0,,3,16,0,5,,0,0,0,,4.6
Martellus Bennett*,,Hou,W 36-33,,0/0,0,0,0,,0,0,0,,3,12,0,4,,0,0,0,,4.2
Nick O'Leary,,Den,W 26-16,,0/0,0,0,0,,0,0,0,,1,31,0,1,,0,0,0,,4.1
Jesse James,,@Chi,L 17-23,,0/0,0,0,0,,0,0,0,,2,19,0,4,,0,0,0,,3.9
Nick Boyle,,@Jax,L 7-44,,0/0,0,0,0,,0,0,0,,2,14,0,2,,0,0,0,,3.4
Coby Fleener*,,@Car,W 34-13,,0/0,0,0,0,,0,0,0,,1,21,0,1,,0,0,0,,3.1
Jacob Hollister,,Hou,W 36-33,,0/0,0,0,0,,0,0,0,,1,19,0,1,,0,0,0,,2.9
Eric Ebron,,Atl,L 26-30,,0/0,0,0,0,,0,0,0,,2,9,0,7,,0,0,0,,2.9
Zach Miller*,,Pit,W 23-17,,0/0,0,0,0,,0,0,0,,1,17,0,3,,0,0,0,,2.7
Derek Carrier,,@SF,W 41-39,,0/0,0,0,0,,0,0,0,,1,17,0,1,,0,0,0,,2.7
Trey Burton,,NYG,W 27-24,,0/0,0,0,0,,0,0,0,,2,7,0,3,,0,0,0,,2.7
Stephen Anderson,,@NE,L 33-36,,0/0,0,0,0,,0,0,0,,1,14,0,3,,0,0,0,,2.4
James O'Shaughnessy,,Bal,W 44-7,,0/0,0,0,0,,0,0,0,,1,12,0,2,,0,0,0,,2.2
O.J. Howard*,,@Min,L 17-34,,0/0,0,0,0,,0,0,0,,1,12,0,1,,0,0,0,,2.2
Troy Niklas,,Dal,L 17-28,,0/0,0,0,0,,0,0,0,,1,10,0,1,,0,0,0,,2
Austin Hooper,,@Det,W 30-26,,0/0,0,0,0,,0,0,0,,1,9,0,2,,0,0,0,,1.9
Ed Dickson,,NO,L 13-34,,0/0,0,0,0,,0,0,0,,1,8,0,1,,0,0,0,,1.8
Darren Fells,,Atl,L 26-30,,0/0,0,0,0,,0,0,0,,1,8,0,1,,0,0,0,,1.8
George Kittle,,LAR,L 39-41,,0/0,0,0,0,,0,0,0,,1,8,0,3,,0,0,0,,1.8
Brandon Williams*,,Cle,W 31-28,,0/0,0,0,0,,0,0,0,,1,7,0,1,,0,0,0,,1.7
Jack Doyle,,Cle,W 31-28,,0/0,0,0,0,,0,0,0,,2,16,0,5,,0,1,0,,1.6
Darrell Daniels,,Cle,W 31-28,,0/0,0,0,0,,0,0,0,,1,6,0,1,,0,0,0,,1.6
A.J. Derby,,@NYJ,L 6-20,,0/0,0,0,0,,0,0,0,,1,5,0,2,,0,0,0,,1.5
Alan Cross,,@Min,L 17-34,,0/0,0,0,0,,0,0,0,,1,5,0,1,,0,0,0,,1.5
Kyle Rudolph,,TB,W 34-17,,0/0,0,0,0,,0,0,0,,1,4,0,2,,0,0,0,,1.4
Randall Telfer,,@Ind,L 28-31,,0/0,0,0,0,,0,0,0,,1,4,0,1,,0,0,0,,1.4
Tyler Higbee,,@SF,W 41-39,,0/0,0,0,0,,0,0,0,,1,4,0,3,,0,0,0,,1.4
Jason Witten,,@Ari,W 28-17,,0/0,0,0,0,,0,0,0,,1,3,0,4,,0,0,0,,1.3
Phillip Supernaw,,Sea,W 33-27,,0/0,0,0,0,,0,0,0,,1,3,0,1,,0,0,0,,1.3
Josh Hill,,@Car,W 34-13,,0/0,0,0,0,,0,0,0,,1,3,0,1,,0,0,0,,1.3
Travis Kelce,,@LAC,W 24-10,,0/0,0,0,0,,0,0,0,,1,1,0,1,,0,0,0,,1.1
Clive Walford*,,@Wsh,L 10-27,,0/0,0,0,0,,0,0,0,,1,-1,0,1,,0,0,0,,0.9
Niles Paul,,Oak,W 27-10,,0/0,0,0,0,,0,0,0,,1,-3,0,1,,0,0,0,,0.7
Kellen Winslow,,Mia,W 20-6,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Alex Smith,,Oak,W 27-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Anthony Fasano,,@NYJ,L 6-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Owen Daniels,,@Buf,L 16-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Daniel Fells,,@Phi,L 24-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Greg Olsen,,NO,L 13-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Spaeth,,@Chi,L 17-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Scott Chandler*,,Hou,W 36-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brent Celek,,NYG,W 27-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
