PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Jack Doyle,,@Cin,L 23-24,,0/0,0,0,0,,0,0,0,,12,121,1,13,,0,0,0,,30.1
Travis Kelce,,Den,W 29-19,,0/0,0,0,0,,0,0,0,,7,133,1,10,,0,0,0,,26.3
Jimmy Graham,,Hou,W 41-38,,0/0,0,0,0,,0,0,0,,4,39,2,5,,0,0,0,,19.9
Rob Gronkowski,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,5,57,1,10,,0,0,0,,16.7
Kyle Rudolph,,@Cle,W 33-16,,0/0,0,0,0,,0,0,0,,6,27,1,7,,0,0,0,,14.7
Austin Hooper,,@NYJ,W 25-20,,0/0,0,0,0,,0,0,0,,4,47,1,6,,0,0,0,,14.7
Zach Ertz,,SF,W 33-10,,0/0,0,0,0,,0,0,0,,4,34,1,6,,0,0,0,,13.4
Cameron Brate,,Car,L 3-17,,0/0,0,0,0,,0,0,0,,4,64,0,5,,0,0,0,,10.4
A.J. Derby,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,2,21,1,4,,0,0,0,,10.1
Jared Cook,,@Buf,L 14-34,,0/0,0,0,0,,0,0,0,,4,57,0,5,,0,0,0,,9.7
Tyler Kroft,,Ind,W 24-23,,0/0,0,0,0,,0,0,0,,5,46,0,6,,0,0,0,,9.6
Eric Tomlinson,,Atl,L 20-25,,0/0,0,0,0,,0,0,0,,1,20,1,1,,0,0,0,,9
Benjamin Watson,,Mia,W 40-0,,0/0,0,0,0,,0,0,0,,2,6,1,4,,0,0,0,,8.6
Eric Ebron,,Pit,L 15-20,,0/0,0,0,0,,0,0,0,,2,58,0,6,,0,0,0,,7.8
Austin Seferian-Jenkins*,,Atl,L 20-25,,0/0,0,0,0,,0,0,0,,5,28,0,5,,0,0,0,,7.8
Nick Boyle,,Mia,W 40-0,,0/0,0,0,0,,0,0,0,,4,29,0,4,,0,0,0,,6.9
Ed Dickson,,@TB,W 17-3,,0/0,0,0,0,,0,0,0,,4,24,0,5,,0,0,0,,6.4
Jesse James,,@Det,W 20-15,,0/0,0,0,0,,0,0,0,,2,42,0,3,,0,0,0,,6.2
Jason Witten,,@Wsh,W 33-19,,0/0,0,0,0,,0,0,0,,3,31,0,5,,0,0,0,,6.1
Josh Hill,,Chi,W 20-12,,0/0,0,0,0,,0,0,0,,3,29,0,4,,0,0,0,,5.9
David Morgan,,@Cle,W 33-16,,0/0,0,0,0,,0,0,0,,3,28,0,3,,0,0,0,,5.8
Antonio Gates,,@NE,L 13-21,,0/0,0,0,0,,0,0,0,,2,25,0,2,,0,0,0,,4.5
Dion Sims,,@NO,L 12-20,,0/0,0,0,0,,0,0,0,,3,15,0,5,,0,0,0,,4.5
George Kittle,,@Phi,L 10-33,,0/0,0,0,0,,0,0,0,,2,22,0,4,,0,0,0,,4.2
Trey Burton,,SF,W 33-10,,0/0,0,0,0,,0,0,0,,2,21,0,2,,0,0,0,,4.1
Vernon Davis,,Dal,L 19-33,,0/0,0,0,0,,0,0,0,,2,20,0,4,,0,0,0,,4
Levine Toilolo*,,@NYJ,W 25-20,,0/0,0,0,0,,0,0,0,,2,20,0,3,,0,0,0,,4
David Njoku,,Min,L 16-33,,0/0,0,0,0,,0,0,0,,2,19,0,7,,0,0,0,,3.9
O.J. Howard*,,Car,L 3-17,,0/0,0,0,0,,0,0,0,,2,16,0,2,,0,0,0,,3.6
Garrett Celek,,@Phi,L 10-33,,0/0,0,0,0,,0,0,0,,1,24,0,2,,0,0,0,,3.4
Anthony Fasano,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,2,11,0,2,,0,0,0,,3.1
Lee Smith,,@Buf,L 14-34,,0/0,0,0,0,,0,0,0,,1,21,0,3,,0,0,0,,3.1
Hunter Henry*,,@NE,L 13-21,,0/0,0,0,0,,0,0,0,,2,11,0,2,,0,0,0,,3.1
Geoff Swaim,,@Wsh,W 33-19,,0/0,0,0,0,,0,0,0,,1,18,0,1,,0,0,0,,2.8
Virgil Green,,@KC,L 19-29,,0/0,0,0,0,,0,0,0,,1,16,0,2,,0,0,0,,2.6
Brent Celek,,SF,W 33-10,,0/0,0,0,0,,0,0,0,,1,14,0,2,,0,0,0,,2.4
Jacob Hollister,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,1,13,0,1,,0,0,0,,2.3
Julius Thomas*,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,2,2,0,3,,0,0,0,,2.2
Darren Fells,,Pit,L 15-20,,0/0,0,0,0,,0,0,0,,1,12,0,3,,0,0,0,,2.2
Jeff Heuerman,,@KC,L 19-29,,0/0,0,0,0,,0,0,0,,1,11,0,2,,0,0,0,,2.1
Stephen Anderson,,@Sea,L 38-41,,0/0,0,0,0,,0,0,0,,1,11,0,2,,0,0,0,,2.1
Ryan Griffin*,,@Sea,L 38-41,,0/0,0,0,0,,0,0,0,,1,10,0,2,,0,0,0,,2
Cole Hikutini*,,@Phi,L 10-33,,0/0,0,0,0,,0,0,0,,1,10,0,1,,0,0,0,,2
Daniel Brown,,@NO,L 12-20,,0/0,0,0,0,,0,0,0,,1,9,0,1,,0,0,0,,1.9
Nick Vannett*,,Hou,W 41-38,,0/0,0,0,0,,0,0,0,,1,8,0,1,,0,0,0,,1.8
Logan Thomas,,Oak,W 34-14,,0/0,0,0,0,,0,0,0,,1,7,0,1,,0,0,0,,1.7
Jordan Reed*,,Dal,L 19-33,,0/0,0,0,0,,0,0,0,,1,5,0,1,,0,0,0,,1.5
Nick O'Leary,,Oak,W 34-14,,0/0,0,0,0,,0,0,0,,1,5,0,3,,0,0,0,,1.5
Seth DeValve,,Min,L 16-33,,0/0,0,0,0,,0,0,0,,1,0,0,3,,0,0,0,,1
Coby Fleener*,,Chi,W 20-12,,0/0,0,0,0,,0,0,0,,1,-1,0,1,,0,0,0,,0.9
Kellen Winslow,,Atl,L 20-25,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Alex Smith,,Dal,L 19-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Owen Daniels,,@KC,L 19-29,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Greg Olsen,,@TB,W 17-3,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Spaeth,,@Det,W 20-15,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Scott Chandler*,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Clark Harris,,Ind,W 24-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Fred Davis,,Dal,L 19-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Gary Barnidge,,Min,L 16-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jacob Tamme,,@NYJ,W 25-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kellen Davis,,Atl,L 20-25,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matthew Mulligan,,Pit,L 15-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
David Johnson,,@Det,W 20-15,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
James Casey,,@KC,L 19-29,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chase Coffman,,@Cin,L 23-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Bear Pascoe,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Pettigrew,,Pit,L 15-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
John Phillips,,Chi,W 20-12,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Zach Miller*,,@NO,L 12-20,,0/0,0,0,0,,0,0,0,,0,0,0,2,,0,0,0,,0
Brandon Myers,,Car,L 3-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dennis Pitta*,,Mia,W 40-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tony Moeaki,,@NO,L 12-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Garrett Graham,,@KC,L 19-29,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Clay Harbor*,,Chi,W 20-12,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Michael Hoomanawanui*,,Chi,W 20-12,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Anthony McCoy,,Hou,W 41-38,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Andrew Quarless,,Pit,L 15-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Richie Brockel,,@TB,W 17-3,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jeff Cumberland,,@NE,L 13-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Logan Paulsen,,@Phi,L 10-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Rob Housler,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Bruce Miller,,@Phi,L 10-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Luke Stocker,,** BYE **,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
David Ausberry,,Pit,L 15-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Charles Clay,,Oak,W 34-14,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Niles Paul,,Dal,L 19-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
D.J. Williams,,Dal,L 19-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jordan Cameron,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dwayne Allen,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Orson Charles,,Den,W 29-19,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ladarius Green,,@Det,W 20-15,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
James Hanna,,@Wsh,W 33-19,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Greg Scruggs,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dominique Jones,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Sean McGrath,,@NE,L 13-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chase Ford,,Mia,W 40-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Cooper Helfet,,@Buf,L 14-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Bostick,,Atl,L 20-25,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Larry Donnell,,Mia,W 40-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tyler Eifert*,,Ind,W 24-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Gavin Escobar,,Mia,W 40-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Vance McDonald,,@Det,W 20-15,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Michael Williams,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chris Gragg*,,Atl,L 20-25,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Luke Willson,,Hou,W 41-38,,0/0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0
Chris Pantale,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Timothy Wright,,Pit,L 15-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Williams*,,@Cin,L 23-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
MarQueis Gray,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Zach Sudfeld,,Atl,L 20-25,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
C.J. Fiedorowicz*,,@Sea,L 38-41,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Crockett Gillmore*,,Mia,W 40-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brian Leonhardt,,@Cle,W 33-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Demetrius Harris,,Den,W 29-19,,0/0,0,0,0,,0,0,0,,0,0,0,2,,0,0,0,,0
Kyle Nelson,,@Phi,L 10-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Marcel Jensen,,Dal,L 19-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Asante Cleveland*,,@NE,L 13-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Blake Annen,,Oak,W 34-14,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
RaShaun Allen,,@Sea,L 38-41,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Justin Perillo,,@NO,L 12-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
MyCole Pruitt*,,@Sea,L 38-41,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Randall Telfer,,Min,L 16-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
