PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
LeSean McCoy,,Oak,W 34-14,,0/0,0,0,0,,27,151,1,,6,22,0,7,,0,0,0,,29.3
Ezekiel Elliott,,@Wsh,W 33-19,,0/0,0,0,0,,33,150,2,,1,4,0,2,,0,1,0,,26.4
Jerick McKinnon,,@Cle,W 33-16,,0/0,0,0,0,,14,50,1,,6,72,0,10,,1,0,0,,26.2
Lamar Miller,,@Sea,L 38-41,,0/0,0,0,0,,21,54,1,,3,19,1,3,,0,0,0,,22.3
Melvin Gordon,,@NE,L 13-21,,0/0,0,0,0,,14,132,1,,1,7,0,2,,0,0,0,,20.9
DeAndre Washington,,@Buf,L 14-34,,0/0,0,0,0,,6,26,0,,8,62,1,10,,0,1,0,,20.8
Isaiah Crowell,,Min,L 16-33,,0/0,0,0,0,,11,64,1,,4,54,0,6,,0,1,0,,19.8
Mark Ingram,,Chi,W 20-12,,0/0,0,0,0,,18,75,1,,6,24,0,6,,0,2,0,,17.9
Alvin Kamara,,Chi,W 20-12,,0/0,0,0,0,,8,28,1,,3,48,0,3,,0,0,0,,16.6
Alex Collins,,Mia,W 40-0,,0/0,0,0,0,,18,113,0,,2,30,0,2,,0,0,0,,16.3
Matt Breida,,@Phi,L 10-33,,0/0,0,0,0,,5,17,0,,4,39,1,6,,0,0,0,,15.6
Chris Thompson*,,Dal,L 19-33,,0/0,0,0,0,,4,18,0,,8,76,0,9,,0,1,0,,15.4
Rex Burkhead*,,LAC,W 21-13,,0/0,0,0,0,,4,15,0,,7,68,0,7,,0,0,0,,15.3
Marlon Mack,,@Cin,L 23-24,,0/0,0,0,0,,11,27,0,,3,36,1,5,,0,0,0,,15.3
Jordan Howard,,@NO,L 12-20,,0/0,0,0,0,,23,102,0,,3,19,0,5,,0,0,0,,15.1
Devontae Booker,,@KC,L 19-29,,0/0,0,0,0,,6,40,1,,3,14,0,3,,0,0,0,,14.4
Frank Gore,,@Cin,L 23-24,,0/0,0,0,0,,16,82,0,,4,19,0,4,,0,0,0,,14.1
Le'Veon Bell*,,@Det,W 20-15,,0/0,0,0,0,,25,76,1,,2,5,0,3,,0,1,0,,14.1
James White*,,LAC,W 21-13,,0/0,0,0,0,,1,2,0,,5,85,0,6,,0,0,0,,13.7
LeGarrette Blount,,SF,W 33-10,,0/0,0,0,0,,16,48,1,,1,4,0,1,,0,0,0,,12.2
Joe Mixon,,Ind,W 24-23,,0/0,0,0,0,,11,18,0,,3,91,0,3,,0,1,0,,11.9
Tevin Coleman,,@NYJ,W 25-20,,0/0,0,0,0,,14,82,0,,1,22,0,1,,0,0,0,,11.4
Matt Forte*,,Atl,L 20-25,,0/0,0,0,0,,4,7,0,,6,45,0,7,,0,0,0,,11.2
Christian McCaffrey,,@TB,W 17-3,,0/0,0,0,0,,4,3,0,,5,49,0,7,,0,0,0,,10.2
Kareem Hunt,,Den,W 29-19,,0/0,0,0,0,,22,46,0,,3,22,0,5,,0,0,0,,9.8
C.J. Anderson,,@KC,L 19-29,,0/0,0,0,0,,15,78,0,,1,7,0,1,,0,0,0,,9.5
Jonathan Stewart,,@TB,W 17-3,,0/0,0,0,0,,11,34,1,,0,0,0,0,,0,0,0,,9.4
Bilal Powell,,Atl,L 20-25,,0/0,0,0,0,,14,33,0,,3,28,0,3,,0,0,0,,9.1
Carlos Hyde,,@Phi,L 10-33,,0/0,0,0,0,,12,25,0,,4,22,0,9,,0,0,0,,8.7
Jalen Richard,,@Buf,L 14-34,,0/0,0,0,0,,5,21,0,,5,35,0,7,,0,1,0,,8.6
Doug Martin,,Car,L 3-17,,0/0,0,0,0,,18,71,0,,1,4,0,2,,0,0,0,,8.5
Duke Johnson Jr.,,Min,L 16-33,,0/0,0,0,0,,6,33,0,,4,10,0,5,,0,0,0,,8.3
Jay Ajayi,,SF,W 33-10,,0/0,0,0,0,,13,23,0,,4,18,0,4,,0,0,0,,8.1
Rob Kelley*,,Dal,L 19-33,,0/0,0,0,0,,8,19,1,,0,0,0,1,,0,0,0,,7.9
Tarik Cohen,,@NO,L 12-20,,0/0,0,0,0,,4,2,1,,1,6,0,3,,0,0,0,,7.8
Tre Madden*,,Hou,W 41-38,,0/0,0,0,0,,0,0,0,,1,66,0,1,,0,0,0,,7.6
Dion Lewis,,LAC,W 21-13,,0/0,0,0,0,,15,44,0,,2,10,0,2,,0,0,0,,7.4
Devonta Freeman,,@NYJ,W 25-20,,0/0,0,0,0,,12,41,0,,1,20,0,3,,0,0,0,,7.1
Ameer Abdullah,,Pit,L 15-20,,0/0,0,0,0,,11,27,0,,3,11,0,3,,0,0,0,,6.8
Javorius Allen,,Mia,W 40-0,,0/0,0,0,0,,17,55,0,,1,2,0,3,,0,0,0,,6.7
Theo Riddick,,Pit,L 15-20,,0/0,0,0,0,,4,21,0,,2,24,0,2,,0,0,0,,6.5
Jamize Olawale,,@Buf,L 14-34,,0/0,0,0,0,,2,3,1,,0,0,0,0,,0,0,0,,6.3
Latavius Murray,,@Cle,W 33-16,,0/0,0,0,0,,19,39,0,,1,8,0,1,,0,0,0,,5.7
Corey Clement,,SF,W 33-10,,0/0,0,0,0,,10,54,0,,0,0,0,1,,0,0,0,,5.4
Jamaal Charles*,,@KC,L 19-29,,0/0,0,0,0,,8,39,0,,1,5,0,1,,0,1,0,,3.4
Mike Gillislee*,,LAC,W 21-13,,0/0,0,0,0,,11,34,0,,0,0,0,0,,0,0,0,,3.4
Kenjon Barner,,SF,W 33-10,,0/0,0,0,0,,0,0,0,,2,11,0,2,,0,0,0,,3.1
Austin Ekeler,,@NE,L 13-21,,0/0,0,0,0,,2,8,0,,1,13,0,1,,0,0,0,,3.1
Dwayne Washington,,Pit,L 15-20,,0/0,0,0,0,,6,12,0,,1,4,0,1,,0,0,0,,2.6
Matthew Dayes,,Min,L 16-33,,0/0,0,0,0,,0,0,0,,1,15,0,1,,0,0,0,,2.5
Wendell Smallwood,,SF,W 33-10,,0/0,0,0,0,,1,5,0,,1,9,0,2,,0,0,0,,2.4
Mike Tolbert,,Oak,W 34-14,,0/0,0,0,0,,4,14,0,,1,-2,0,1,,0,0,0,,2.2
Kenyan Drake,,@Bal,L 0-40,,0/0,0,0,0,,6,22,0,,0,0,0,1,,0,0,0,,2.2
J.D. McKissic,,Hou,W 41-38,,0/0,0,0,0,,4,6,0,,1,6,0,2,,0,0,0,,2.2
Alfred Blue,,@Sea,L 38-41,,0/0,0,0,0,,5,21,0,,0,0,0,0,,0,0,0,,2.1
Cameron Artis-Payne,,@TB,W 17-3,,0/0,0,0,0,,4,8,0,,1,2,0,1,,0,0,0,,2
Charcandrick West*,,Den,W 29-19,,0/0,0,0,0,,0,0,0,,1,4,0,2,,0,0,0,,1.4
Kyle Juszczyk,,@Phi,L 10-33,,0/0,0,0,0,,1,12,0,,0,0,0,0,,0,0,0,,1.2
Jeremy Hill*,,Ind,W 24-23,,0/0,0,0,0,,4,11,0,,0,0,0,0,,0,0,0,,1.1
Benny Cunningham,,@NO,L 12-20,,0/0,0,0,0,,1,0,0,,1,0,0,1,,0,0,0,,1
Damien Williams*,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,1,-1,0,2,,0,0,0,,0.9
Jacquizz Rodgers,,Car,L 3-17,,0/0,0,0,0,,1,1,0,,1,-5,0,1,,0,0,0,,0.6
Giovani Bernard,,Ind,W 24-23,,0/0,0,0,0,,2,5,0,,0,0,0,2,,0,0,0,,0.5
Alfred Morris,,@Wsh,W 33-19,,0/0,0,0,0,,3,3,0,,0,0,0,0,,0,0,0,,0.3
Branden Oliver,,@NE,L 13-21,,0/0,0,0,0,,3,3,0,,0,0,0,0,,0,0,0,,0.3
Elijah McGuire,,Atl,L 20-25,,0/0,0,0,0,,1,2,0,,0,0,0,0,,0,0,0,,0.2
James Conner*,,@Det,W 20-15,,0/0,0,0,0,,1,1,0,,0,0,0,0,,0,0,0,,0.1
Steven Jackson,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Darren Sproles*,,SF,W 33-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
John Kuhn*,,Chi,W 20-12,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Reggie Bush,,Oak,W 34-14,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
DeAngelo Williams,,@Det,W 20-15,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Fred Jackson,,Hou,W 41-38,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Marshawn Lynch,,@Buf,L 14-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
