PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Antonio Gates,,@NYJ,W 14-7,,0/0,0,0,0,,0,0,0,,6,81,1,8,,0,0,0,,20.1
Eric Ebron,,@Cin,L 17-26,,0/0,0,0,0,,0,0,0,,5,83,1,8,,0,0,0,,19.3
Rob Gronkowski,,Buf,W 37-16,,0/0,0,0,0,,0,0,0,,5,67,1,7,,0,0,0,,17.7
Zach Ertz,,Oak,W 19-10,,0/0,0,0,0,,0,0,0,,9,81,0,14,,0,0,0,,17.1
James O'Shaughnessy,,@SF,L 33-44,,0/0,0,0,0,,0,0,0,,5,39,1,6,,0,0,0,,14.9
Travis Kelce,,Mia,W 29-13,,0/0,0,0,0,,0,0,0,,4,47,1,8,,0,0,0,,14.7
George Kittle,,Jax,W 44-33,,0/0,0,0,0,,0,0,0,,3,42,1,3,,0,0,0,,13.2
Vernon Davis,,Den,W 27-11,,0/0,0,0,0,,0,0,0,,2,42,1,3,,0,0,0,,12.2
Rhett Ellison,,@Ari,L 0-23,,0/0,0,0,0,,0,0,0,,4,60,0,7,,0,0,0,,10
Vance McDonald,,@Hou,W 34-6,,0/0,0,0,0,,0,0,0,,4,52,0,5,,0,0,0,,9.2
Jack Doyle,,@Bal,L 16-23,,0/0,0,0,0,,0,0,0,,5,41,0,10,,0,0,0,,9.1
Benjamin Watson,,Ind,W 23-16,,0/0,0,0,0,,0,0,0,,5,40,0,6,,0,0,0,,9
Jason Witten,,Sea,L 12-21,,0/0,0,0,0,,0,0,0,,5,39,0,9,,0,0,0,,8.9
Maxx Williams,,Ind,W 23-16,,0/0,0,0,0,,0,0,0,,2,6,1,3,,0,0,0,,8.6
Charles Clay,,@NE,L 16-37,,0/0,0,0,0,,0,0,0,,4,37,0,10,,0,0,0,,7.7
Lance Kendricks,,Min,L 0-16,,0/0,0,0,0,,0,0,0,,4,36,0,9,,0,0,0,,7.6
Demetrius Harris,,Mia,W 29-13,,0/0,0,0,0,,0,0,0,,4,34,0,7,,0,0,0,,7.4
Jimmy Graham,,@Dal,W 21-12,,0/0,0,0,0,,0,0,0,,1,3,1,2,,0,0,0,,7.3
C.J. Uzomah,,Det,W 26-17,,0/0,0,0,0,,0,0,0,,1,1,1,1,,0,0,0,,7.1
Jerell Adams,,@Ari,L 0-23,,0/0,0,0,0,,0,0,0,,4,31,0,4,,0,0,0,,7.1
Delanie Walker,,LAR,L 23-27,,0/0,0,0,0,,0,0,0,,3,33,0,5,,0,0,0,,6.3
Austin Seferian-Jenkins*,,LAC,L 7-14,,0/0,0,0,0,,0,0,0,,4,21,0,8,,0,0,0,,6.1
Greg Olsen,,TB,W 22-19,,0/0,0,0,0,,0,0,0,,3,27,0,6,,0,0,0,,5.7
Ben Koyack,,@SF,L 33-44,,0/0,0,0,0,,0,0,0,,2,10,0,2,,1,0,0,,5
Austin Hooper,,@NO,L 13-23,,0/0,0,0,0,,0,0,0,,3,18,0,4,,0,0,0,,4.8
Dwayne Allen,,Buf,W 37-16,,0/0,0,0,0,,0,0,0,,2,26,0,2,,0,0,0,,4.6
Sean McGrath,,@NYJ,W 14-7,,0/0,0,0,0,,0,0,0,,2,26,0,2,,0,0,0,,4.6
David Morgan,,@GB,W 16-0,,0/0,0,0,0,,0,0,0,,2,26,0,2,,0,0,0,,4.6
Orson Charles,,Mia,W 29-13,,0/0,0,0,0,,0,0,0,,1,35,0,1,,0,0,0,,4.5
Cameron Brate,,@Car,L 19-22,,0/0,0,0,0,,0,0,0,,3,13,0,4,,0,0,0,,4.3
Seth DeValve,,@Chi,L 3-20,,0/0,0,0,0,,0,0,0,,3,12,0,4,,0,0,0,,4.2
Nick Boyle,,Ind,W 23-16,,0/0,0,0,0,,0,0,0,,3,9,0,4,,0,0,0,,3.9
Lee Smith,,@Phi,L 10-19,,0/0,0,0,0,,0,0,0,,2,16,0,3,,0,0,0,,3.6
Tyler Higbee,,@Ten,W 27-23,,0/0,0,0,0,,0,0,0,,2,15,0,2,,0,0,0,,3.5
Dion Sims,,Cle,W 20-3,,0/0,0,0,0,,0,0,0,,1,24,0,3,,0,0,0,,3.4
Marcedes Lewis,,@SF,L 33-44,,0/0,0,0,0,,0,0,0,,1,22,0,2,,0,0,0,,3.2
Josh Hill,,Atl,W 23-13,,0/0,0,0,0,,0,0,0,,2,11,0,3,,0,0,0,,3.1
Luke Willson,,@Dal,W 21-12,,0/0,0,0,0,,0,0,0,,2,9,0,2,,0,0,0,,2.9
Jared Cook,,@Phi,L 10-19,,0/0,0,0,0,,0,0,0,,1,15,0,2,,0,0,0,,2.5
Austin Traylor,,@Wsh,L 11-27,,0/0,0,0,0,,0,0,0,,1,14,0,2,,0,0,0,,2.4
Jonnu Smith,,LAR,L 23-27,,0/0,0,0,0,,0,0,0,,1,13,0,2,,0,0,0,,2.3
David Njoku,,@Chi,L 3-20,,0/0,0,0,0,,0,0,0,,1,13,0,3,,0,0,0,,2.3
Brent Celek,,Oak,W 19-10,,0/0,0,0,0,,0,0,0,,1,12,0,2,,0,0,0,,2.2
Evan Engram*,,@Ari,L 0-23,,0/0,0,0,0,,0,0,0,,1,12,0,2,,0,0,0,,2.2
A.J. Derby,,@KC,L 13-29,,0/0,0,0,0,,0,0,0,,1,11,0,5,,0,0,0,,2.1
Jacob Hollister,,Buf,W 37-16,,0/0,0,0,0,,1,5,0,,1,5,0,2,,0,0,0,,2
Kyle Rudolph,,@GB,W 16-0,,0/0,0,0,0,,0,0,0,,1,6,0,1,,0,0,0,,1.6
Jeremy Sprinkle,,Den,W 27-11,,0/0,0,0,0,,0,0,0,,1,6,0,1,,0,0,0,,1.6
Jermaine Gresham,,NYG,W 23-0,,0/0,0,0,0,,0,0,0,,1,4,0,1,,0,0,0,,1.4
Tyler Kroft,,Det,W 26-17,,0/0,0,0,0,,0,0,0,,1,3,0,5,,0,0,0,,1.3
Kellen Winslow,,LAC,L 7-14,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Alex Smith,,Den,W 27-11,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Anthony Fasano,,@KC,L 13-29,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Owen Daniels,,@Wsh,L 11-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Daniel Fells,,@Ari,L 0-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Spaeth,,@Hou,W 34-6,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Scott Chandler*,,Buf,W 37-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Clark Harris,,Det,W 26-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Fred Davis,,Den,W 27-11,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Martellus Bennett*,,Buf,W 37-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Craig Stevens,,LAR,L 23-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Gary Barnidge,,@Chi,L 3-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jacob Tamme,,@NO,L 13-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kellen Davis,,LAC,L 7-14,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matthew Mulligan,,@Cin,L 17-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
David Johnson,,@Hou,W 34-6,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
James Casey,,@Wsh,L 11-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chase Coffman,,@Bal,L 16-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Bear Pascoe,,Buf,W 37-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Pettigrew,,@Cin,L 17-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
John Phillips,,Atl,W 23-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
