PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Travis Kelce,,@NYJ,L 31-38,,0/0,0,0,0,,0,0,0,,4,94,2,8,,0,0,0,,25.4
Rob Gronkowski,,@Buf,W 23-3,,0/0,0,0,0,,0,0,0,,9,147,0,11,,0,0,0,,23.7
Evan Engram*,,@Oak,L 17-24,,0/0,0,0,0,,0,0,0,,7,99,1,8,,0,0,0,,22.9
Stephen Anderson,,@Ten,L 13-24,,0/0,0,0,0,,0,0,0,,5,79,1,12,,0,0,0,,18.9
Cameron Brate,,@GB,L 20-26,,0/0,0,0,0,,0,0,0,,2,39,2,6,,0,0,0,,17.9
David Njoku,,@LAC,L 10-19,,0/0,0,0,0,,0,0,0,,4,74,1,6,,0,0,0,,17.4
Delanie Walker,,Hou,W 24-13,,0/0,0,0,0,,0,0,0,,5,63,1,5,,0,0,0,,17.3
Hunter Henry*,,Cle,W 19-10,,0/0,0,0,0,,0,0,0,,7,81,0,9,,0,0,0,,15.1
Kyle Rudolph,,@Atl,W 14-9,,0/0,0,0,0,,0,0,0,,4,36,1,5,,0,0,0,,13.6
Jimmy Graham,,Phi,W 24-10,,0/0,0,0,0,,0,0,0,,3,26,1,4,,0,0,0,,11.6
Benjamin Watson,,Det,W 44-20,,0/0,0,0,0,,0,0,0,,3,24,1,5,,0,0,0,,11.4
Julius Thomas*,,Den,W 35-9,,0/0,0,0,0,,0,0,0,,3,20,1,3,,0,0,0,,11
Marcedes Lewis,,Ind,W 30-10,,0/0,0,0,0,,0,0,0,,4,46,0,5,,1,0,0,,10.6
Clive Walford*,,NYG,W 24-17,,0/0,0,0,0,,0,0,0,,4,57,0,4,,0,0,0,,9.7
Gerald Everett,,@Ari,W 32-16,,0/0,0,0,0,,0,0,0,,2,7,1,4,,0,0,0,,8.7
Trey Burton,,@Sea,L 10-24,,0/0,0,0,0,,0,0,0,,4,42,0,6,,0,0,0,,8.2
Eric Ebron,,@Bal,L 20-44,,0/0,0,0,0,,0,0,0,,4,38,0,4,,0,0,0,,7.8
Jason Witten,,Wsh,W 38-14,,0/0,0,0,0,,0,0,0,,1,8,1,5,,0,0,0,,7.8
Nick Vannett*,,Phi,W 24-10,,0/0,0,0,0,,0,0,0,,3,40,0,3,,0,0,0,,7
Ricky Seals-Jones,,LAR,L 16-32,,0/0,0,0,0,,0,0,0,,2,44,0,5,,0,0,0,,6.4
Antonio Gates,,Cle,W 19-10,,0/0,0,0,0,,0,0,0,,3,32,0,4,,0,0,0,,6.2
Seth DeValve,,@LAC,L 10-19,,0/0,0,0,0,,0,0,0,,2,33,0,3,,0,0,0,,5.3
Austin Hooper,,Min,L 9-14,,0/0,0,0,0,,0,0,0,,3,21,0,4,,0,0,0,,5.1
Charles Clay,,NE,L 3-23,,0/0,0,0,0,,0,0,0,,3,20,0,3,,0,0,0,,5
Garrett Celek,,@Chi,W 15-14,,0/0,0,0,0,,0,0,0,,2,30,0,4,,0,0,0,,5
Tyler Kroft,,Pit,L 20-23,,0/0,0,0,0,,0,0,0,,2,30,0,2,,0,0,0,,5
Virgil Green,,@Mia,L 9-35,,0/0,0,0,0,,0,0,0,,1,36,0,1,,0,0,0,,4.6
Jack Doyle,,@Jax,L 10-30,,0/0,0,0,0,,0,0,0,,3,16,0,5,,0,0,0,,4.6
Levine Toilolo*,,Min,L 9-14,,0/0,0,0,0,,0,0,0,,2,25,0,2,,0,0,0,,4.5
