PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Philip Rivers,,Oak,W 30-10,,28/37,387,3,0,,1,5,0,,0,0,0,0,,0,0,0,,28
Matthew Stafford,,GB,W 35-11,,20/29,323,3,0,,2,2,0,,0,0,0,0,,1,0,0,,27.1
DeShone Kizer,,@Pit,L 24-28,,16/30,314,2,1,,6,61,0,,0,0,0,0,,0,0,0,,24.7
Jameis Winston,,NO,W 31-24,,28/51,363,1,3,,5,32,1,,0,0,0,0,,1,0,0,,23.7
Andy Dalton,,@Bal,W 31-27,,23/44,222,3,0,,2,-2,0,,0,0,0,0,,0,0,0,,20.7
Russell Wilson,,Ari,L 24-26,,18/29,221,2,0,,5,36,0,,0,0,0,0,,0,0,0,,20.4
David Fales,,Buf,L 16-22,,29/42,265,1,1,,4,8,1,,0,0,0,0,,0,0,0,,19.4
Matt Ryan,,Car,W 22-10,,28/45,317,1,0,,3,14,0,,0,0,0,0,,0,0,0,,18.1
Tyrod Taylor,,@Mia,W 22-16,,19/27,204,1,0,,6,35,0,,0,0,0,0,,0,0,0,,15.7
Tom Brady,,NYJ,W 26-6,,18/37,190,2,0,,0,0,0,,0,0,0,0,,0,0,0,,15.6
Jimmy Garoppolo,,@LAR,W 34-13,,20/33,292,2,2,,2,-1,0,,0,0,0,0,,0,0,0,,15.6
Joe Flacco,,Cin,L 27-31,,25/47,203,2,1,,0,0,0,,0,0,0,0,,0,0,0,,14.1
Drew Brees,,@TB,L 24-31,,22/30,245,1,0,,1,2,0,,0,0,0,0,,0,0,0,,14
Paxton Lynch,,KC,L 24-27,,21/31,254,2,2,,3,13,0,,0,0,0,0,,0,1,0,,13.5
Marcus Mariota,,Jax,W 15-10,,12/21,134,1,0,,10,60,0,,0,0,0,0,,0,1,0,,13.4
Dak Prescott,,@Phi,W 6-0,,17/30,179,1,0,,2,16,0,,0,0,0,0,,0,0,0,,12.8
Case Keenum,,Chi,W 23-10,,21/29,189,1,0,,3,0,0,,0,0,0,0,,0,0,0,,11.6
Cam Newton,,@Atl,L 10-22,,14/34,180,1,3,,11,59,0,,0,0,0,0,,0,0,0,,11.1
Brett Hundley,,@Det,L 11-35,,14/24,172,1,2,,3,15,0,,1,10,0,1,,1,1,0,,10.4
Jacoby Brissett,,Hou,W 22-13,,15/25,114,1,0,,5,18,0,,0,0,0,0,,0,0,0,,10.4
Patrick Mahomes,,@Den,W 27-24,,22/35,284,0,1,,7,10,0,,0,0,0,0,,0,0,0,,10.4
Derek Carr,,@LAC,L 10-30,,19/28,243,1,1,,2,1,0,,0,0,0,0,,0,1,0,,9.8
Bryce Petty,,@NE,L 6-26,,19/36,232,0,0,,1,-1,0,,0,0,0,0,,0,0,0,,9.2
Landry Jones,,Cle,W 28-24,,23/27,239,1,1,,3,-6,0,,0,0,0,0,,0,1,0,,9
Drew Stanton,,@Sea,W 26-24,,15/34,145,1,1,,1,-1,0,,0,0,0,0,,0,0,0,,7.7
Nate Sudfeld,,Dal,L 0-6,,19/23,134,0,0,,1,22,0,,0,0,0,0,,0,0,0,,7.6
Kirk Cousins,,@NYG,L 10-18,,20/37,158,0,3,,1,12,1,,0,0,0,0,,0,0,0,,7.5
Mitchell Trubisky,,@Min,L 10-23,,20/36,178,0,0,,1,2,0,,0,0,0,0,,0,0,0,,7.3
Eli Manning,,Wsh,W 18-10,,10/28,132,1,1,,3,-4,0,,0,0,0,0,,0,0,0,,6.9
Sean Mannion,,SF,L 13-34,,20/34,169,0,0,,2,4,0,,0,0,0,0,,0,1,0,,5.2
T.J. Yates,,@Ind,L 13-22,,14/24,137,0,1,,1,9,0,,0,0,0,0,,0,0,0,,4.4
Blake Bortles,,@Ten,L 10-15,,15/34,158,0,2,,1,9,0,,0,0,0,0,,0,0,0,,3.2
Joe Callahan,,@Det,L 11-35,,5/7,11,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0.4
Jay Cutler,,Buf,L 16-22,,1/2,6,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0.2
Brian Hoyer,,NYJ,W 26-6,,1/3,5,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0.2
Mike Vick,,Cle,W 28-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Josh McCown*,,@NE,L 6-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Shaun Hill,,Chi,W 23-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Carson Palmer,,@Sea,W 26-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tony Romo,,@Phi,W 6-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ben Roethlisberger,,Cle,W 28-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Schaub,,Car,W 22-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Luke McCown,,@Phi,W 6-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Alex Smith,,@Den,W 27-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Aaron Rodgers*,,@Det,L 11-35,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dan Orlovsky,,SF,L 13-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Derek Anderson,,@Atl,L 10-22,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Cassel,,Jax,W 15-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ryan Fitzpatrick,,NO,W 31-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tarvaris Jackson,,Ari,L 24-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Charlie Whitehurst,,@Pit,L 24-28,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Bruce Gradkowski,,Cle,W 28-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Moore*,,Buf,L 16-22,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chad Henne,,@Ten,L 10-15,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Josh Johnson,,@Ind,L 13-22,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Flynn,,@TB,L 24-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chase Daniel,,@TB,L 24-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Josh Freeman,,Hou,W 22-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Mark Sanchez,,@Min,L 10-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Sam Bradford*,,Chi,W 23-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jimmy Clausen,,Cin,L 27-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Colt McCoy,,@NYG,L 10-18,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dan LeFevour,,NO,W 31-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Joe Webb,,@Mia,W 22-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Thaddeus Lewis,,Cin,L 27-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Christian Ponder,,@LAR,W 34-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Blaine Gabbert,,@Sea,W 26-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Colin Kaepernick,,@LAR,W 34-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ryan Mallett,,Cin,L 27-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jerrod Johnson,,@Phi,W 6-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Scott Tolzien,,Hou,W 22-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Andrew Luck*,,Hou,W 22-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Robert Griffin III,,@Pit,L 24-28,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ryan Tannehill*,,Buf,L 16-22,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Weeden*,,Jax,W 15-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brock Osweiler,,KC,L 24-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kellen Moore,,@Phi,W 6-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ryan Lindley,,Hou,W 22-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Austin Davis,,Ari,L 24-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Simms,,Car,W 22-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Alex Tanney*,,Jax,W 15-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
EJ Manuel,,@LAC,L 10-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Mike Glennon,,@Min,L 10-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Geno Smith,,Wsh,W 18-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ryan Nassib,,@Ten,L 10-15,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Sean Renfree,,Car,W 22-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Zac Dysert*,,@Sea,W 26-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Barkley,,@Sea,W 26-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ryan Griffin,,NO,W 31-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt McGloin,,@Ind,L 13-22,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Teddy Bridgewater,,Chi,W 23-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Johnny Manziel,,@Pit,L 24-28,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
AJ McCarron,,@Bal,W 31-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tajh Boyd,,Cle,W 28-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Zach Mettenberger,,Cle,W 28-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Keith Wenning,,@Mia,W 22-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tom Savage*,,@Ind,L 13-22,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Aaron Murray,,@Den,W 27-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Blanchard,,@Min,L 10-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dustin Vaughan,,Cin,L 27-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Connor Shaw,,@Min,L 10-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Trevor Siemian*,,KC,L 24-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dylan Thompson,,SF,L 13-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Garrett Grayson,,@TB,L 24-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jared Goff,,SF,L 13-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Carson Wentz*,,Dal,L 0-6,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Christian Hackenberg,,@NE,L 6-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Cody Kessler,,@Pit,L 24-28,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Connor Cook,,@LAC,L 10-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Cardale Jones,,Oak,W 30-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kevin Hogan,,@Pit,L 24-28,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jake Rudock,,GB,W 35-11,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Allen,,SF,L 13-34,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jeff Driskel*,,@Bal,W 31-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Doughty,,Buf,L 16-22,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Trevone Boykin,,Ari,L 24-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Taylor Heinicke,,@Ind,L 13-22,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Stephen Morris,,@NYG,L 10-18,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brad Kaaya,,Hou,W 22-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chad Kelly*,,KC,L 24-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Joshua Dobbs,,Cle,W 28-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Deshaun Watson*,,@Ind,L 13-22,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Nathan Peterman,,@Mia,W 22-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
C.J. Beathard,,@LAR,W 34-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Davis Webb,,Wsh,W 18-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Cooper Rush,,@Phi,W 6-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Taysom Hill,,@TB,L 24-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kellen Clemens,,Oak,W 30-10,,0/0,0,0,0,,2,-2,0,,0,0,0,0,,0,0,0,,-0.2
Nick Foles,,Dal,L 0-6,,4/11,39,0,1,,1,0,0,,0,0,0,0,,0,0,0,,-0.4
Tyler Bray*,,@Den,W 27-24,,0/1,0,0,0,,1,0,0,,0,0,0,0,,0,1,0,,-2
