PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Amari Cooper,,KC,W 31-30,,0/0,0,0,0,,0,0,0,,11,210,2,19,,0,0,0,,44
Kenny Stills,,NYJ,W 31-28,,0/0,0,0,0,,0,0,0,,6,85,2,9,,0,0,0,,26.5
Tyreek Hill*,,@Oak,L 30-31,,0/0,0,0,0,,2,7,0,,6,125,1,8,,0,0,0,,25.2
Julio Jones,,@NE,L 7-23,,0/0,0,0,0,,0,0,0,,9,99,1,13,,0,0,0,,24.9
Doug Baldwin,,@NYG,W 24-7,,0/0,0,0,0,,0,0,0,,9,92,1,12,,0,0,0,,24.2
Jarvis Landry,,NYJ,W 31-28,,0/0,0,0,0,,0,0,0,,7,93,1,11,,0,0,0,,22.3
Mike Evans,,@Buf,L 27-30,,0/0,0,0,0,,0,0,0,,7,88,1,10,,0,0,0,,21.8
Ted Ginn Jr.,,@GB,W 26-17,,0/0,0,0,0,,0,0,0,,7,141,0,7,,0,0,0,,21.1
Dez Bryant,,@SF,W 40-10,,0/0,0,0,0,,0,0,0,,7,63,1,10,,0,0,0,,19.3
Travis Benjamin,,Den,W 21-0,,0/0,0,0,0,,1,4,0,,1,42,1,1,,0,0,1,,17.6
Antonio Brown*,,Cin,W 29-14,,0/0,0,0,0,,0,0,0,,4,65,1,10,,0,0,0,,16.5
Brandin Cooks,,Atl,W 23-7,,0/0,0,0,0,,0,0,0,,4,65,1,5,,0,0,0,,16.5
Michael Thomas,,@GB,W 26-17,,0/0,0,0,0,,0,0,0,,7,82,0,11,,0,0,0,,15.2
Allen Hurns,,@Ind,W 27-0,,0/0,0,0,0,,0,0,0,,5,101,0,8,,0,0,0,,15.1
Cooper Kupp,,Ari,W 33-0,,0/0,0,0,0,,0,0,0,,4,51,1,10,,0,0,0,,15.1
Deonte Thompson,,TB,W 30-27,,0/0,0,0,0,,1,0,0,,4,107,0,4,,0,0,0,,14.7
Nelson Agholor,,Wsh,W 34-24,,0/0,0,0,0,,0,0,0,,4,45,1,5,,0,0,0,,14.5
Paul Richardson,,@NYG,W 24-7,,0/0,0,0,0,,0,0,0,,2,61,1,2,,0,0,0,,14.1
Mack Hollins,,Wsh,W 34-24,,0/0,0,0,0,,0,0,0,,1,64,1,1,,0,0,0,,13.4
Albert Wilson,,@Oak,L 30-31,,0/0,0,0,0,,0,0,0,,1,63,1,2,,0,0,0,,13.3
Brandon LaFell,,@Pit,L 14-29,,0/0,0,0,0,,0,0,0,,4,28,1,7,,0,0,0,,12.8
Mohamed Sanu,,@NE,L 7-23,,0/0,0,0,0,,0,0,0,,6,65,0,10,,0,0,0,,12.5
Robby Anderson,,@Mia,L 28-31,,0/0,0,0,0,,0,0,0,,3,35,1,5,,0,0,0,,12.5
DeSean Jackson*,,@Buf,L 27-30,,0/0,0,0,0,,0,0,0,,5,73,0,8,,0,0,0,,12.3
Marquise Goodwin,,Dal,L 10-40,,0/0,0,0,0,,0,0,0,,4,80,0,8,,0,0,0,,12
Demarcus Robinson,,@Oak,L 30-31,,0/0,0,0,0,,0,0,0,,5,69,0,8,,0,0,0,,11.9
JuJu Smith-Schuster,,Cin,W 29-14,,0/0,0,0,0,,0,0,0,,2,39,1,3,,0,0,0,,11.9
Michael Crabtree,,KC,W 31-30,,0/0,0,0,0,,0,0,0,,3,24,1,7,,0,0,0,,11.4
Robert Woods,,Ari,W 33-0,,0/0,0,0,0,,1,4,0,,5,59,0,7,,0,0,0,,11.3
Marqise Lee*,,@Ind,W 27-0,,0/1,0,0,0,,0,0,0,,4,72,0,6,,0,0,0,,11.2
Chris Hogan*,,Atl,W 23-7,,0/0,0,0,0,,0,0,0,,4,71,0,6,,0,0,0,,11.1
Brandon Coleman,,@GB,W 26-17,,0/0,0,0,0,,0,0,0,,2,31,1,3,,0,0,0,,11.1
Chris Moore,,@Min,L 16-24,,0/0,0,0,0,,1,-5,0,,2,36,1,8,,0,0,0,,11.1
Pierre Garcon*,,Dal,L 10-40,,0/0,0,0,0,,0,0,0,,5,49,0,7,,0,0,0,,9.9
Jermaine Kearse,,@Mia,L 28-31,,0/0,0,0,0,,0,0,0,,1,29,1,4,,0,0,0,,9.9
Kelvin Benjamin,,TB,W 30-27,,0/0,0,0,0,,0,0,0,,3,65,0,6,,0,0,0,,9.5
Bennie Fowler III,,@LAC,L 0-21,,0/0,0,0,0,,0,0,0,,5,45,0,5,,0,0,0,,9.5
Adam Thielen,,Bal,W 24-16,,0/0,0,0,0,,0,0,0,,5,41,0,12,,0,0,0,,9.1
Jarius Wright,,Bal,W 24-16,,0/0,0,0,0,,0,0,0,,3,54,0,4,,0,0,0,,8.4
Tyler Lockett,,@NYG,W 24-7,,0/0,0,0,0,,3,15,0,,4,29,0,7,,0,0,0,,8.4
Keelan Cole,,@Ind,W 27-0,,0/0,0,0,0,,0,0,0,,2,64,0,3,,0,0,0,,8.4
Devin Funchess,,@Chi,L 3-17,,0/0,0,0,0,,0,0,0,,4,41,0,8,,0,0,0,,8.1
Michael Campanaro,,@Min,L 16-24,,0/0,0,0,0,,1,19,0,,3,31,0,3,,0,0,0,,8
Taywan Taylor,,@Cle,W 12-9,,0/0,0,0,0,,0,0,0,,3,45,0,4,,0,0,0,,7.5
Sammy Watkins,,Ari,W 33-0,,0/0,0,0,0,,0,0,0,,3,42,0,5,,0,0,0,,7.2
A.J. Green,,@Pit,L 14-29,,0/0,0,0,0,,0,0,0,,3,41,0,6,,0,0,0,,7.1
Keenan Allen,,Den,W 21-0,,0/0,0,0,0,,0,0,0,,3,41,0,7,,0,0,0,,7.1
Rishard Matthews,,@Cle,W 12-9,,0/0,0,0,0,,0,0,0,,3,40,0,6,,0,0,0,,7
Josh Doctson,,@Phi,L 24-34,,0/0,0,0,0,,0,0,0,,3,39,0,5,,0,0,0,,6.9
Trent Taylor,,Dal,L 10-40,,0/0,0,0,0,,0,0,0,,5,39,0,5,,0,1,0,,6.9
Griff Whalen,,@Min,L 16-24,,0/0,0,0,0,,0,0,0,,4,23,0,6,,0,0,0,,6.3
Tavon Austin,,Ari,W 33-0,,0/0,0,0,0,,3,27,0,,2,15,0,2,,0,0,0,,6.2
Travis Rudolph,,Sea,L 7-24,,0/0,0,0,0,,0,0,0,,3,32,0,6,,0,0,0,,6.2
Larry Fitzgerald,,@LAR,L 0-33,,0/0,0,0,0,,0,0,0,,3,29,0,3,,0,0,0,,5.9
J.J. Nelson,,@LAR,L 0-33,,0/0,0,0,0,,0,0,0,,2,39,0,5,,0,0,0,,5.9
Laquon Treadwell,,Bal,W 24-16,,0/0,0,0,0,,0,0,0,,3,28,0,4,,0,0,0,,5.8
Alshon Jeffery,,Wsh,W 34-24,,0/0,0,0,0,,0,0,0,,2,37,0,6,,0,0,0,,5.7
Jaron Brown,,@LAR,L 0-33,,0/0,0,0,0,,0,0,0,,2,37,0,5,,0,0,0,,5.7
