PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Ben Roethlisberger,,Bal,W 39-38,,44/66,506,2,0,,1,5,0,,0,0,0,0,,0,0,0,,28.7
Carson Wentz*,,@LAR,W 43-35,,23/41,291,4,1,,3,16,0,,0,0,0,0,,0,0,0,,27.2
Dak Prescott,,@NYG,W 30-10,,20/30,332,3,0,,6,13,0,,0,0,0,0,,0,0,0,,26.6
Brett Hundley,,@Cle,W 27-21,,35/46,265,3,0,,7,31,0,,0,0,0,0,,0,0,0,,25.7
Jay Cutler,,NE,W 27-20,,25/38,263,3,0,,4,4,0,,0,0,0,0,,0,0,0,,22.9
Russell Wilson,,@Jax,L 24-30,,17/31,271,3,3,,5,50,0,,0,0,0,0,,0,0,0,,21.8
Mitchell Trubisky,,@Cin,W 33-7,,25/32,271,1,0,,2,5,1,,0,0,0,0,,0,0,0,,21.3
Philip Rivers,,Wsh,W 30-13,,18/31,319,2,0,,0,0,0,,0,0,0,0,,0,0,0,,20.8
Case Keenum,,@Car,L 24-31,,27/44,280,2,2,,5,40,0,,0,0,0,0,,1,1,0,,19.2
Blake Bortles,,Sea,W 30-24,,18/27,268,2,0,,7,-2,0,,0,0,0,0,,0,0,0,,18.5
T.J. Yates,,SF,L 16-26,,14/26,175,2,0,,3,31,0,,0,0,0,0,,0,0,0,,18.1
DeShone Kizer,,GB,L 21-27,,20/28,214,3,2,,2,7,0,,0,0,0,0,,0,0,0,,17.3
Drew Brees,,@Atl,L 17-20,,26/35,271,2,1,,1,2,0,,0,0,0,0,,0,0,0,,17
Joe Flacco,,@Pit,L 38-39,,20/35,269,2,1,,0,0,0,,0,0,0,0,,0,0,0,,16.8
Matthew Stafford,,@TB,W 24-21,,36/44,381,1,2,,0,0,0,,0,0,0,0,,0,0,0,,15.2
Jimmy Garoppolo,,@Hou,W 26-16,,20/33,334,1,1,,5,-3,0,,0,0,0,0,,0,0,0,,15.1
Cam Newton,,Min,W 31-24,,13/25,137,1,1,,11,70,0,,0,0,0,0,,0,0,0,,14.5
Jameis Winston,,Det,L 21-24,,26/38,285,2,2,,2,10,0,,0,0,0,0,,0,1,0,,14.4
Jared Goff,,Phi,L 35-43,,16/26,199,2,0,,2,2,0,,0,0,0,0,,0,1,0,,14.2
Trevor Siemian*,,NYJ,W 23-0,,19/31,200,1,0,,3,13,0,,0,0,0,0,,0,0,0,,13.3
Alex Smith,,Oak,W 26-15,,20/34,268,0,1,,5,24,0,,0,0,0,0,,0,0,0,,11.1
Derek Carr,,@KC,L 15-26,,24/41,211,1,2,,0,0,0,,0,0,0,0,,1,0,0,,10.4
Tom Brady,,@Mia,L 20-27,,24/43,233,1,2,,0,0,0,,0,0,0,0,,0,0,0,,9.3
Eli Manning,,Dal,L 10-30,,31/46,228,1,2,,0,0,0,,0,0,0,0,,0,0,0,,9.1
Kirk Cousins,,@LAC,L 13-30,,15/27,151,1,1,,2,8,0,,0,0,0,0,,0,0,0,,8.8
Blaine Gabbert,,Ten,W 12-7,,17/26,178,0,0,,4,12,0,,0,0,0,0,,0,0,0,,8.3
Jacoby Brissett,,@Buf,L 7-13,,11/22,69,1,0,,3,10,0,,0,0,0,0,,0,0,0,,7.8
Andy Dalton,,Chi,L 7-33,,14/29,141,1,1,,0,0,0,,0,0,0,0,,0,0,0,,7.6
Nathan Peterman,,Ind,W 13-7,,5/10,57,1,0,,4,10,0,,0,0,0,0,,0,0,0,,7.3
Matt Ryan,,NO,W 20-17,,15/27,221,1,3,,3,0,0,,0,0,0,0,,0,0,0,,6.8
Marcus Mariota,,@Ari,L 7-12,,16/31,159,0,2,,2,11,0,,0,0,0,0,,0,0,0,,3.5
Nick Foles,,@LAR,W 43-35,,6/10,42,0,0,,1,9,0,,0,0,0,0,,0,0,0,,2.6
Tom Savage*,,SF,L 16-26,,6/12,63,0,0,,0,0,0,,0,0,0,0,,0,0,0,,2.5
Joe Webb,,Ind,W 13-7,,2/6,35,0,1,,5,27,0,,0,0,0,0,,0,0,0,,2.1
AJ McCarron,,Chi,L 7-33,,4/8,47,0,0,,0,0,0,,0,0,0,0,,0,0,0,,1.9
Bryce Petty,,@Den,L 0-23,,2/9,14,0,0,,1,7,0,,0,0,0,0,,0,0,0,,1.3
Mike Vick,,Bal,W 39-38,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Shaun Hill,,@Car,L 24-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Carson Palmer,,Ten,W 12-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tony Romo,,@NYG,W 30-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Schaub,,NO,W 20-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
