PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Jesse James,,@Cle,W 21-18,,0/0,0,0,0,,0,0,0,,6,41,2,8,,0,0,0,,22.1
Austin Hooper,,@Chi,W 23-17,,0/0,0,0,0,,0,0,0,,2,128,1,2,,0,0,0,,20.8
Jason Witten,,NYG,W 19-3,,0/0,0,0,0,,0,0,0,,7,59,1,9,,0,0,0,,18.9
Zach Ertz,,@Wsh,W 30-17,,0/0,0,0,0,,0,0,0,,8,93,0,8,,0,0,0,,17.3
Coby Fleener*,,@Min,L 19-29,,0/0,0,0,0,,0,0,0,,5,54,1,6,,0,0,0,,16.4
Charles Clay,,NYJ,W 21-12,,0/0,0,0,0,,0,0,0,,4,53,1,9,,0,0,0,,15.3
Delanie Walker,,Oak,L 16-26,,0/0,0,0,0,,0,0,0,,7,76,0,9,,0,0,0,,14.6
Kyle Rudolph,,NO,W 29-19,,0/0,0,0,0,,0,0,0,,3,26,1,3,,0,0,0,,11.6
Jared Cook,,@Ten,W 26-16,,0/0,0,0,0,,0,0,0,,5,56,0,5,,0,0,0,,10.6
Demetrius Harris,,@NE,W 42-27,,0/0,0,0,0,,0,0,0,,2,15,1,2,,0,0,0,,9.5
Travis Kelce,,@NE,W 42-27,,0/0,0,0,0,,1,4,0,,5,40,0,7,,0,0,0,,9.4
C.J. Fiedorowicz*,,Jax,L 7-29,,0/0,0,0,0,,0,0,0,,4,46,0,4,,0,0,0,,8.6
Jordan Reed*,,Phi,L 17-30,,0/0,0,0,0,,0,0,0,,5,36,0,8,,0,0,0,,8.6
Evan Engram*,,@Dal,L 3-19,,0/0,0,0,0,,0,0,0,,4,44,0,5,,0,0,0,,8.4
Seth DeValve,,Pit,L 18-21,,0/0,0,0,0,,0,0,0,,4,42,0,5,,0,0,0,,8.2
Zach Miller*,,Atl,L 17-23,,0/0,0,0,0,,0,0,0,,4,39,0,6,,0,0,0,,7.9
George Kittle,,Car,L 3-23,,0/0,0,0,0,,0,0,0,,5,27,0,6,,0,0,0,,7.7
Martellus Bennett*,,KC,L 27-42,,0/0,0,0,0,,0,0,0,,3,43,0,6,,0,0,0,,7.3
A.J. Derby,,** BYE **,,0/0,0,0,0,,0,0,0,,3,34,0,4,,0,0,0,,6.4
Will Tye,,@Buf,L 12-21,,0/0,0,0,0,,0,0,0,,3,34,0,3,,0,0,0,,6.4
Jack Doyle,,@LAR,L 9-46,,0/0,0,0,0,,0,0,0,,2,41,0,3,,0,0,0,,6.1
Virgil Green,,LAC,W 24-21,,0/0,0,0,0,,0,0,0,,1,44,0,1,,0,0,0,,5.4
Rob Gronkowski,,KC,L 27-42,,0/0,0,0,0,,0,0,0,,2,33,0,6,,0,0,0,,5.3
Dion Sims,,Atl,L 17-23,,0/0,0,0,0,,0,0,0,,2,31,0,3,,0,0,0,,5.1
Gerald Everett,,Ind,W 46-9,,0/0,0,0,0,,0,0,0,,1,39,0,1,,0,0,0,,4.9
Jermaine Gresham,,@Det,L 23-35,,0/0,0,0,0,,0,0,0,,3,15,0,4,,0,0,0,,4.5
Eric Tomlinson,,@Buf,L 12-21,,0/0,0,0,0,,0,0,0,,2,25,0,2,,0,0,0,,4.5
David Njoku,,Pit,L 18-21,,0/0,0,0,0,,0,0,0,,2,20,0,2,,0,0,0,,4
Greg Olsen,,@SF,W 23-3,,0/0,0,0,0,,0,0,0,,2,18,0,4,,0,0,0,,3.8
Jimmy Graham,,@GB,L 9-17,,0/0,0,0,0,,0,0,0,,3,8,0,8,,0,0,0,,3.8
Lance Kendricks,,Sea,W 17-9,,0/0,0,0,0,,0,0,0,,2,18,0,4,,0,0,0,,3.8
Antonio Gates,,@Den,L 21-24,,0/0,0,0,0,,0,0,0,,2,17,0,3,,0,0,0,,3.7
Tyler Higbee,,Ind,W 46-9,,0/0,0,0,0,,0,0,0,,2,17,0,3,,0,0,0,,3.7
Stephen Anderson,,Jax,L 7-29,,0/0,0,0,0,,0,0,0,,2,14,0,5,,0,0,0,,3.4
Nick O'Leary,,NYJ,W 21-12,,0/0,0,0,0,,0,0,0,,1,22,0,2,,0,0,0,,3.2
Jeff Heuerman,,LAC,W 24-21,,0/0,0,0,0,,0,0,0,,1,20,0,2,,0,0,0,,3
Eric Ebron,,Ari,W 35-23,,0/0,0,0,0,,0,0,0,,2,9,0,3,,0,0,0,,2.9
James O'Shaughnessy,,@Hou,W 29-7,,0/0,0,0,0,,0,0,0,,1,18,0,1,,0,0,0,,2.8
Nick Boyle,,@Cin,W 20-0,,0/0,0,0,0,,0,0,0,,1,14,0,1,,0,0,0,,2.4
Derek Carrier,,Ind,W 46-9,,0/0,0,0,0,,0,0,0,,1,12,0,2,,0,0,0,,2.2
Brent Celek,,@Wsh,W 30-17,,0/0,0,0,0,,0,0,0,,1,11,0,1,,0,0,0,,2.1
Nick Vannett*,,@GB,L 9-17,,0/0,0,0,0,,0,0,0,,1,10,0,1,,0,0,0,,2
Rhett Ellison,,@Dal,L 3-19,,0/0,0,0,0,,0,0,0,,1,9,0,1,,0,0,0,,1.9
Tyler Kroft,,Bal,L 0-20,,0/0,0,0,0,,0,0,0,,1,5,0,1,,0,0,0,,1.5
Maxx Williams,,@Cin,W 20-0,,0/0,0,0,0,,0,0,0,,1,5,0,1,,0,0,0,,1.5
Tyler Eifert*,,Bal,L 0-20,,0/0,0,0,0,,0,0,0,,1,4,0,1,,0,0,0,,1.4
Kellen Winslow,,@Buf,L 12-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Benjamin Watson,,@Cin,W 20-0,,0/0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0
Alex Smith,,Phi,L 17-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Vernon Davis,,Phi,L 17-30,,0/0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0
Marcedes Lewis,,@Hou,W 29-7,,0/0,0,0,0,,0,0,0,,0,0,0,2,,0,0,0,,0
Owen Daniels,,LAC,W 24-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Daniel Fells,,@Dal,L 3-19,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Spaeth,,@Cle,W 21-18,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Scott Chandler*,,KC,L 27-42,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Clark Harris,,Bal,L 0-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Fred Davis,,Phi,L 17-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Craig Stevens,,Oak,L 16-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Gary Barnidge,,Pit,L 18-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jacob Tamme,,@Chi,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kellen Davis,,@Buf,L 12-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matthew Mulligan,,Ari,W 35-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
David Johnson,,@Cle,W 21-18,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
James Casey,,LAC,W 24-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
