PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Todd Gurley II,,@Sea,W 42-7,,0/0,0,0,0,,21,152,3,,3,28,1,3,,0,0,0,,45
Kareem Hunt,,LAC,W 30-13,,0/0,0,0,0,,24,155,1,,7,51,1,9,,0,0,0,,39.6
Mark Ingram,,NYJ,W 31-19,,0/0,0,0,0,,12,74,2,,5,77,0,6,,0,0,0,,32.1
Devonta Freeman,,@TB,W 24-21,,0/0,0,0,0,,22,126,1,,5,68,0,7,,0,0,0,,30.4
Melvin Gordon,,@KC,L 13-30,,0/0,0,0,0,,19,78,1,,6,91,0,8,,0,0,0,,28.9
Le'Veon Bell*,,NE,L 24-27,,0/0,0,0,0,,24,117,1,,5,48,0,6,,0,0,0,,27.5
LeSean McCoy,,Mia,W 24-16,,0/0,0,0,0,,20,50,1,,4,46,1,5,,0,0,0,,25.6
Christian McCaffrey,,GB,W 31-24,,0/0,0,0,0,,12,63,0,,6,73,1,7,,0,0,0,,25.6
Kenyan Drake,,@Buf,L 16-24,,0/0,0,0,0,,16,78,1,,6,35,0,11,,0,0,0,,23.3
Alvin Kamara,,NYJ,W 31-19,,0/0,0,0,0,,12,44,0,,6,45,1,7,,0,0,0,,20.9
Jerick McKinnon,,Cin,W 34-7,,0/0,0,0,0,,9,24,0,,7,114,0,8,,0,0,0,,20.8
Latavius Murray,,Cin,W 34-7,,0/0,0,0,0,,20,76,1,,1,28,0,1,,0,0,0,,17.4
Elijah McGuire,,@NO,L 19-31,,0/0,0,0,0,,4,24,0,,3,48,1,3,,0,0,0,,16.2
C.J. Anderson,,@Ind,W 25-13,,0/0,0,0,0,,30,158,0,,0,0,0,1,,0,0,0,,15.8
Kapri Bibbs,,Ari,W 20-15,,0/0,0,0,0,,2,6,0,,4,47,1,4,,0,0,0,,15.3
Duke Johnson Jr.,,Bal,L 10-27,,0/0,0,0,0,,7,23,1,,5,40,0,7,,0,1,0,,15.3
Dion Lewis,,@Pit,W 27-24,,0/0,0,0,0,,13,67,1,,1,13,0,2,,0,0,0,,15
Wayne Gallman,,Phi,L 29-34,,0/0,0,0,0,,8,39,0,,6,40,0,7,,0,0,0,,13.9
Giovani Bernard,,@Min,L 7-34,,0/0,0,0,0,,14,30,1,,3,13,0,5,,0,0,0,,13.3
Benny Cunningham,,@Det,L 10-20,,0/0,0,0,0,,0,0,0,,4,33,1,5,,0,0,0,,13.3
Corey Grant,,Hou,W 45-7,,0/0,0,0,0,,10,69,1,,0,0,0,0,,0,0,0,,12.9
