PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Larry Fitzgerald,,NYG,W 23-0,,1/1,21,0,0,,0,0,0,,9,119,1,15,,0,0,0,,27.7
Julio Jones,,@NO,L 13-23,,0/0,0,0,0,,0,0,0,,7,149,0,12,,0,0,0,,21.9
Jakeem Grant,,@KC,L 13-29,,0/0,0,0,0,,1,3,0,,4,107,1,6,,0,0,0,,21
JuJu Smith-Schuster,,@Hou,W 34-6,,0/0,0,0,0,,0,0,0,,6,75,1,7,,0,0,0,,19.5
Ted Ginn Jr.,,Atl,W 23-13,,0/0,0,0,0,,2,14,0,,4,76,1,5,,0,0,0,,19
Stefon Diggs,,@GB,W 16-0,,0/0,0,0,0,,1,3,0,,5,60,1,8,,0,0,0,,17.3
Tyreek Hill*,,Mia,W 29-13,,0/0,0,0,0,,1,-1,0,,6,109,0,7,,0,0,0,,16.8
Keelan Cole,,@SF,L 33-44,,0/0,0,0,0,,0,0,0,,6,108,0,12,,0,0,0,,16.8
Mike Evans,,@Car,L 19-22,,0/0,0,0,0,,0,0,0,,6,107,0,8,,0,0,0,,16.7
DeAndre Hopkins*,,Pit,L 6-34,,0/0,0,0,0,,0,0,0,,4,65,1,6,,0,0,0,,16.5
Cooper Kupp,,@Ten,W 27-23,,0/0,0,0,0,,0,0,0,,4,65,1,6,,0,0,0,,16.5
T.Y. Hilton,,@Bal,L 16-23,,0/0,0,0,0,,0,0,0,,6,100,0,12,,0,0,0,,16
Amari Cooper,,@Phi,L 10-19,,0/0,0,0,0,,0,0,0,,3,66,1,4,,0,0,0,,15.6
Corey Davis,,LAR,L 23-27,,0/0,0,0,0,,0,0,0,,6,91,0,9,,0,0,0,,15.1
Jamison Crowder,,Den,W 27-11,,0/0,0,0,0,,0,0,0,,4,47,1,4,,0,0,0,,14.7
Josh Doctson,,Den,W 27-11,,0/0,0,0,0,,0,0,0,,2,61,1,13,,0,0,0,,14.1
A.J. Green,,Det,W 26-17,,0/0,0,0,0,,0,0,0,,6,81,0,10,,0,0,0,,14.1
Doug Baldwin,,@Dal,W 21-12,,0/0,0,0,0,,0,0,0,,4,35,1,6,,0,0,0,,13.5
Eric Decker,,LAR,L 23-27,,0/0,0,0,0,,0,0,0,,6,73,0,10,,0,0,0,,13.3
Deonte Thompson,,@NE,L 16-37,,0/0,0,0,0,,0,0,0,,4,91,0,5,,0,0,0,,13.1
Jaelen Strong*,,@SF,L 33-44,,0/0,0,0,0,,0,0,0,,3,38,1,4,,0,0,0,,12.8
Chris Godwin,,@Car,L 19-22,,0/0,0,0,0,,0,0,0,,3,98,0,6,,0,0,0,,12.8
Ryan Grant,,Den,W 27-11,,0/0,0,0,0,,0,0,0,,4,85,0,6,,0,0,0,,12.5
Sammy Watkins,,@Ten,W 27-23,,0/0,0,0,0,,0,0,0,,3,30,1,7,,0,0,0,,12
Kelvin Benjamin,,@NE,L 16-37,,0/0,0,0,0,,0,0,0,,5,70,0,7,,0,0,0,,12
Dede Westbrook,,@SF,L 33-44,,0/0,0,0,0,,0,0,0,,4,74,0,7,,0,0,0,,11.4
Keenan Allen,,@NYJ,W 14-7,,0/0,0,0,0,,0,0,0,,5,63,0,10,,0,0,0,,11.3
DeVante Parker,,@KC,L 13-29,,0/0,0,0,0,,0,0,0,,5,63,0,10,,0,0,0,,11.3
Michael Campanaro,,Ind,W 23-16,,0/0,0,0,0,,1,9,0,,2,21,1,2,,0,0,0,,11
Trent Taylor,,Jax,W 44-33,,0/0,0,0,0,,0,0,0,,3,19,1,4,,0,0,0,,10.9
John Brown,,NYG,W 23-0,,0/0,0,0,0,,0,0,0,,2,28,1,4,,0,0,0,,10.8
Michael Thomas,,Atl,W 23-13,,0/0,0,0,0,,0,0,0,,4,66,0,5,,0,0,0,,10.6
Robby Anderson,,LAC,L 7-14,,0/0,0,0,0,,0,0,0,,5,51,0,7,,0,0,0,,10.1
Damiere Byrd*,,TB,W 22-19,,0/0,0,0,0,,0,0,0,,1,31,0,2,,0,0,1,,10.1
Mike Wallace,,Ind,W 23-16,,0/0,0,0,0,,0,0,0,,4,60,0,6,,0,0,0,,10
Tyrell Williams,,@NYJ,W 14-7,,0/0,0,0,0,,0,0,0,,5,50,0,6,,0,0,0,,10
Martavis Bryant,,@Hou,W 34-6,,0/0,0,0,0,,1,8,0,,3,60,0,4,,0,0,0,,9.8
Sterling Shepard*,,@Ari,L 0-23,,0/0,0,0,0,,0,0,0,,5,45,0,8,,0,0,0,,9.5
Demaryius Thomas,,@Wsh,L 11-27,,0/0,0,0,0,,0,0,0,,4,52,0,6,,0,0,0,,9.2
Jermaine Kearse,,LAC,L 7-14,,0/0,0,0,0,,0,0,0,,5,42,0,8,,0,0,0,,9.2
Tyler Boyd,,Det,W 26-17,,0/0,0,0,0,,0,0,0,,5,39,0,6,,0,0,0,,8.9
Terrance Williams,,Sea,L 12-21,,0/0,0,0,0,,0,0,0,,4,43,0,4,,0,0,0,,8.3
Jarvis Landry,,@KC,L 13-29,,0/0,0,0,0,,0,0,0,,5,51,0,7,,0,1,0,,8.1
Adam Humphries,,@Car,L 19-22,,0/0,0,0,0,,0,0,0,,3,51,0,3,,0,0,0,,8.1
Marvin Jones Jr.,,@Cin,L 17-26,,0/0,0,0,0,,0,0,0,,3,50,0,5,,0,0,0,,8
Roger Lewis,,@Ari,L 0-23,,0/0,0,0,0,,0,0,0,,4,40,0,11,,0,0,0,,8
Joshua Bellamy,,Cle,W 20-3,,0/0,0,0,0,,0,0,0,,3,49,0,4,,0,0,0,,7.9
Freddie Martino,,@Car,L 19-22,,0/0,0,0,0,,0,0,0,,2,57,0,2,,0,0,0,,7.7
Justin Hunter,,@Hou,W 34-6,,0/0,0,0,0,,0,0,0,,1,5,1,1,,0,0,0,,7.5
Brenton Bersin,,TB,W 22-19,,0/0,0,0,0,,0,0,0,,3,45,0,4,,0,0,0,,7.5
Nelson Agholor,,Oak,W 19-10,,0/0,0,0,0,,0,0,0,,4,35,0,7,,0,0,0,,7.5
