PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
A.J. Green,,Buf,W 20-16,,0/0,0,0,0,,0,0,0,,7,189,1,13,,0,1,0,,29.9
DeAndre Hopkins*,,KC,L 34-42,,0/0,0,0,0,,0,0,0,,4,52,3,12,,0,0,0,,27.2
Antonio Brown*,,Jax,L 9-30,,0/0,0,0,0,,0,0,0,,10,157,0,19,,0,0,0,,25.7
Davante Adams*,,@Dal,W 35-31,,0/0,0,0,0,,0,0,0,,7,66,2,11,,0,0,0,,25.6
T.Y. Hilton,,SF,W 26-23,,0/0,0,0,0,,0,0,0,,7,177,0,9,,0,0,0,,24.7
Odell Beckham Jr.*,,LAC,L 22-27,,0/0,0,0,0,,1,8,0,,5,97,1,8,,0,0,0,,21.5
Chris Hogan*,,@TB,W 19-14,,0/0,0,0,0,,0,0,0,,8,74,1,11,,0,0,0,,21.4
Michael Crabtree,,Bal,L 17-30,,0/0,0,0,0,,0,0,0,,6,82,1,8,,0,0,0,,20.2
Will Fuller V,,KC,L 34-42,,0/0,0,0,0,,1,5,0,,2,57,2,3,,0,0,0,,20.2
Nelson Agholor,,Ari,W 34-7,,0/0,0,0,0,,0,0,0,,4,93,1,5,,0,0,0,,19.3
Cole Beasley*,,GB,L 31-35,,0/0,0,0,0,,0,0,0,,4,23,2,6,,0,0,0,,18.3
Devin Funchess,,@Det,W 27-24,,0/0,0,0,0,,0,0,0,,7,53,1,8,,0,0,0,,18.3
Pierre Garcon*,,@Ind,L 23-26,,0/0,0,0,0,,0,0,0,,8,94,0,11,,0,0,0,,17.4
Tyreek Hill*,,@Hou,W 42-34,,0/0,0,0,0,,0,0,0,,4,68,0,6,,0,0,1,,16.8
Marquise Goodwin,,@Ind,L 23-26,,0/0,0,0,0,,0,0,0,,5,116,0,11,,0,0,0,,16.6
Mike Wallace,,@Oak,W 30-17,,0/0,0,0,0,,0,0,0,,3,133,0,3,,0,0,0,,16.3
Dez Bryant,,GB,L 31-35,,0/0,0,0,0,,0,0,0,,5,52,1,8,,0,0,0,,16.2
Kelvin Benjamin,,@Cin,L 16-20,,0/0,0,0,0,,0,0,0,,4,58,1,6,,0,0,0,,15.8
Danny Amendola,,@TB,W 19-14,,0/0,0,0,0,,0,0,0,,8,77,0,8,,0,0,0,,15.7
Torrey Smith,,Ari,W 34-7,,0/0,0,0,0,,1,-3,0,,3,70,1,4,,0,0,0,,15.7
DeSean Jackson*,,NE,L 14-19,,0/0,0,0,0,,0,0,0,,5,106,0,9,,0,0,0,,15.6
Jarvis Landry,,Ten,W 16-10,,0/0,0,0,0,,0,0,0,,5,44,1,10,,0,0,0,,15.4
Jermaine Kearse,,@Cle,W 17-14,,0/0,0,0,0,,0,0,0,,4,38,1,4,,0,0,0,,13.8
Brandin Cooks,,@TB,W 19-14,,0/0,0,0,0,,0,0,0,,5,85,0,8,,0,0,0,,13.5
Robert Woods,,Sea,L 10-16,,0/0,0,0,0,,1,8,0,,5,66,0,8,,0,0,0,,12.4
Ricardo Louis,,NYJ,L 14-17,,0/0,0,0,0,,0,0,0,,5,71,0,8,,0,0,0,,12.1
Marvin Jones Jr.,,Car,L 24-27,,0/0,0,0,0,,0,0,0,,6,54,0,8,,0,0,0,,11.4
