PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Stefon Diggs,,TB,W 34-17,,0/0,0,0,0,,0,0,0,,8,173,2,11,,0,0,0,,37.3
Larry Fitzgerald,,Dal,L 17-28,,0/0,0,0,0,,0,0,0,,13,149,1,15,,0,0,0,,33.9
Brandin Cooks,,Hou,W 36-33,,0/0,0,0,0,,0,0,0,,5,131,2,7,,1,0,0,,32.1
Odell Beckham Jr.*,,@Phi,L 24-27,,0/0,0,0,0,,0,0,0,,9,79,2,13,,0,0,0,,28.9
Sammy Watkins,,@SF,W 41-39,,0/0,0,0,0,,0,0,0,,6,106,2,7,,0,0,0,,28.6
T.Y. Hilton,,Cle,W 31-28,,0/0,0,0,0,,0,0,0,,7,153,1,9,,0,0,0,,28.3
A.J. Green,,@GB,L 24-27,,0/0,0,0,0,,0,0,0,,10,111,1,13,,0,0,0,,27.1
Antonio Brown*,,@Chi,L 17-23,,0/0,0,0,0,,0,0,0,,10,110,1,14,,0,0,0,,27
Doug Baldwin,,@Ten,L 27-33,,0/0,0,0,0,,0,0,0,,10,105,1,15,,0,0,0,,26.5
Sterling Shepard*,,@Phi,L 24-27,,0/0,0,0,0,,0,0,0,,7,133,1,10,,0,0,0,,26.3
Jordy Nelson*,,Cin,W 27-24,,0/0,0,0,0,,0,0,0,,6,52,2,9,,0,0,0,,23.2
Chris Hogan*,,Hou,W 36-33,,0/0,0,0,0,,0,0,0,,4,68,2,6,,0,0,0,,22.8
Michael Thomas,,@Car,W 34-13,,0/0,0,0,0,,0,0,0,,7,87,1,8,,0,0,0,,21.7
DeVante Parker,,@NYJ,L 6-20,,0/0,0,0,0,,0,0,0,,8,76,1,10,,0,0,0,,21.6
Pierre Garcon*,,LAR,L 39-41,,0/0,0,0,0,,0,0,0,,7,142,0,10,,0,0,0,,21.2
Rishard Matthews,,Sea,W 33-27,,0/0,0,0,0,,0,0,0,,6,87,1,10,,0,0,0,,20.7
Tyreek Hill*,,@LAC,W 24-10,,0/0,0,0,0,,3,13,0,,5,77,1,8,,0,0,0,,20
Taylor Gabriel,,@Det,W 30-26,,0/0,0,0,0,,0,0,0,,5,79,1,6,,0,0,0,,18.9
Golden Tate,,Atl,L 26-30,,0/0,0,0,0,,0,0,0,,7,58,1,11,,0,0,0,,18.8
Robby Anderson,,Mia,W 20-6,,0/0,0,0,0,,0,0,0,,3,95,1,6,,0,0,0,,18.5
