PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
DeAndre Hopkins*,,@Sea,L 38-41,,0/0,0,0,0,,0,0,0,,8,224,1,11,,0,0,0,,36.4
JuJu Smith-Schuster,,@Det,W 20-15,,0/0,0,0,0,,0,0,0,,7,193,1,10,,0,0,0,,32.3
Will Fuller V,,@Sea,L 38-41,,0/0,0,0,0,,0,0,0,,5,125,2,8,,0,0,0,,29.5
Paul Richardson,,Hou,W 41-38,,0/0,0,0,0,,0,0,0,,6,105,2,7,,0,0,0,,28.5
Jamison Crowder,,Dal,L 19-33,,0/0,0,0,0,,2,12,0,,9,123,0,13,,0,0,0,,22.5
Robby Anderson,,Atl,L 20-25,,0/0,0,0,0,,1,1,0,,6,104,1,6,,0,0,0,,22.5
Adam Thielen,,@Cle,W 33-16,,0/0,0,0,0,,0,0,0,,5,98,1,10,,0,0,0,,20.8
Mohamed Sanu,,@NYJ,W 25-20,,0/0,0,0,0,,0,0,0,,6,74,1,7,,0,0,0,,19.4
Travis Benjamin,,@NE,L 13-21,,0/0,0,0,0,,2,14,0,,5,64,1,8,,0,0,0,,18.8
Marvin Jones Jr.,,Pit,L 15-20,,0/0,0,0,0,,0,0,0,,6,128,0,11,,0,0,0,,18.8
Tyler Lockett,,Hou,W 41-38,,0/0,0,0,0,,1,-2,0,,6,121,0,8,,0,0,0,,17.9
Alshon Jeffery,,SF,W 33-10,,0/0,0,0,0,,0,0,0,,2,62,1,8,,1,0,0,,16.2
Michael Thomas,,Chi,W 20-12,,0/0,0,0,0,,0,0,0,,7,77,0,9,,0,0,0,,14.7
Jeremy Maclin*,,Mia,W 40-0,,0/0,0,0,0,,0,0,0,,3,53,1,5,,0,0,0,,14.3
Andre Holmes*,,Oak,W 34-14,,0/0,0,0,0,,0,0,0,,3,51,1,4,,0,0,0,,14.1
Golden Tate,,Pit,L 15-20,,0/0,0,0,0,,0,0,0,,7,86,0,8,,0,1,0,,13.6
Michael Crabtree,,@Buf,L 14-34,,0/0,0,0,0,,0,0,0,,5,83,0,10,,0,0,0,,13.3
Kelvin Benjamin,,Oak,W 34-14,,0/0,0,0,0,,0,0,0,,3,39,1,7,,0,0,0,,12.9
TJ Jones*,,Pit,L 15-20,,0/0,0,0,0,,0,0,0,,4,88,0,8,,0,0,0,,12.8
Tre McBride III,,Atl,L 20-25,,0/0,0,0,0,,0,0,0,,3,92,0,5,,0,0,0,,12.2
Antonio Brown*,,@Det,W 20-15,,0/0,0,0,0,,0,0,0,,5,70,0,10,,0,0,0,,12
A.J. Green,,Ind,W 24-23,,0/0,0,0,0,,0,0,0,,3,27,1,8,,0,0,0,,11.7
Demaryius Thomas,,@KC,L 19-29,,0/0,0,0,0,,0,0,0,,5,66,0,9,,0,0,0,,11.6
Kenny Stills,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,5,65,0,10,,0,0,0,,11.5
Josh Malone,,Ind,W 24-23,,0/0,0,0,0,,0,0,0,,2,35,1,3,,0,0,0,,11.5
Doug Baldwin,,Hou,W 41-38,,0/0,0,0,0,,0,0,0,,6,54,0,10,,0,0,0,,11.4
Chris Hogan*,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,5,60,0,7,,0,0,0,,11
Mike Evans,,Car,L 3-17,,0/0,0,0,0,,0,0,0,,5,60,0,10,,0,0,0,,11
Leonte Carroo*,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,6,48,0,8,,0,0,0,,10.8
Julio Jones,,@NYJ,W 25-20,,0/0,0,0,0,,0,0,0,,3,74,0,6,,0,0,0,,10.4
Amari Cooper,,@Buf,L 14-34,,0/0,0,0,0,,1,4,0,,5,48,0,10,,0,0,0,,10.2
Keenan Allen,,@NE,L 13-21,,0/0,0,0,0,,0,0,0,,4,61,0,5,,0,0,0,,10.1
Ted Ginn Jr.,,Chi,W 20-12,,0/0,0,0,0,,0,0,0,,2,68,0,4,,0,0,0,,8.8
Ryan Grant,,Dal,L 19-33,,0/0,0,0,0,,0,0,0,,5,38,0,7,,0,0,0,,8.8
Brandon LaFell,,Ind,W 24-23,,0/0,0,0,0,,0,0,0,,4,44,0,5,,0,0,0,,8.4
Jarvis Landry,,@Bal,L 0-40,,0/0,0,0,0,,0,0,0,,5,33,0,12,,0,0,0,,8.3
Dez Bryant,,@Wsh,W 33-19,,0/0,0,0,0,,0,0,0,,4,39,0,6,,0,0,0,,7.9
Brandin Cooks,,LAC,W 21-13,,0/0,0,0,0,,0,0,0,,5,26,0,8,,0,0,0,,7.6
Josh Doctson,,Dal,L 19-33,,0/0,0,0,0,,0,0,0,,1,1,1,3,,0,0,0,,7.1
DeSean Jackson*,,Car,L 3-17,,0/0,0,0,0,,0,0,0,,3,37,0,8,,0,0,0,,6.7
Stefon Diggs,,@Cle,W 33-16,,0/0,0,0,0,,1,-1,0,,4,27,0,6,,0,0,0,,6.6
Adam Humphries,,Car,L 3-17,,0/0,0,0,0,,0,0,0,,4,26,0,6,,0,0,0,,6.6
Brandon Coleman,,Chi,W 20-12,,0/0,0,0,0,,0,0,0,,1,54,0,1,,0,0,0,,6.4
Tanner McEvoy,,Hou,W 41-38,,0/0,0,0,0,,0,0,0,,1,53,0,1,,0,0,0,,6.3
Trent Taylor,,@Phi,L 10-33,,0/0,0,0,0,,0,0,0,,3,33,0,3,,0,0,0,,6.3
Ricardo Louis,,Min,L 16-33,,0/0,0,0,0,,0,0,0,,2,42,0,6,,0,0,0,,6.2
Zay Jones,,Oak,W 34-14,,0/0,0,0,0,,0,0,0,,3,32,0,5,,0,0,0,,6.2
Chris Moore,,Mia,W 40-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,6
Terrance Williams,,@Wsh,W 33-19,,0/0,0,0,0,,0,0,0,,2,36,0,3,,0,0,0,,5.6
Nelson Agholor,,SF,W 33-10,,0/0,0,0,0,,0,0,0,,3,26,0,3,,0,0,0,,5.6
Bennie Fowler III,,@KC,L 19-29,,0/0,0,0,0,,0,0,0,,2,35,0,6,,0,0,0,,5.5
Kamar Aiken,,@Cin,L 23-24,,0/0,0,0,0,,0,0,0,,2,33,0,5,,0,0,0,,5.3
Jordan Matthews*,,Oak,W 34-14,,0/0,0,0,0,,0,0,0,,3,21,0,4,,0,0,0,,5.1
Mack Hollins,,SF,W 33-10,,0/0,0,0,0,,0,0,0,,2,30,0,3,,0,0,0,,5
Curtis Samuel*,,@TB,W 17-3,,0/0,0,0,0,,1,11,0,,2,15,0,3,,0,0,0,,4.6
Kendall Wright,,@NO,L 12-20,,0/0,0,0,0,,0,0,0,,2,23,0,8,,0,0,0,,4.3
Tyreek Hill*,,Den,W 29-19,,0/1,0,0,1,,0,0,0,,2,38,0,6,,0,0,0,,3.8
Pierre Garcon*,,@Phi,L 10-33,,0/0,0,0,0,,0,0,0,,2,17,0,4,,0,0,0,,3.7
Cordarrelle Patterson,,@Buf,L 14-34,,0/0,0,0,0,,0,0,0,,3,7,0,4,,0,0,0,,3.7
T.Y. Hilton,,@Cin,L 23-24,,0/0,0,0,0,,0,0,0,,2,15,0,8,,0,0,0,,3.5
