PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Amari Cooper,,KC,W 31-30,,0/0,0,0,0,,0,0,0,,11,210,2,19,,0,0,0,,44
Ezekiel Elliott,,@SF,W 40-10,,0/0,0,0,0,,26,147,2,,1,72,1,3,,0,0,0,,40.9
O.J. Howard*,,@Buf,L 27-30,,0/0,0,0,0,,0,0,0,,6,98,2,6,,0,0,0,,27.8
LeSean McCoy,,TB,W 30-27,,0/0,0,0,0,,23,91,2,,5,31,0,7,,0,1,0,,27.2
Kenny Stills,,NYJ,W 31-28,,0/0,0,0,0,,0,0,0,,6,85,2,9,,0,0,0,,26.5
Jordan Reed*,,@Phi,L 24-34,,0/0,0,0,0,,0,0,0,,8,64,2,10,,0,0,0,,26.4
Todd Gurley II,,Ari,W 33-0,,0/0,0,0,0,,22,106,1,,4,48,0,8,,0,0,0,,25.4
Tyreek Hill*,,@Oak,L 30-31,,0/0,0,0,0,,2,7,0,,6,125,1,8,,0,0,0,,25.2
Julio Jones,,@NE,L 7-23,,0/0,0,0,0,,0,0,0,,9,99,1,13,,0,0,0,,24.9
Doug Baldwin,,@NYG,W 24-7,,0/0,0,0,0,,0,0,0,,9,92,1,12,,0,0,0,,24.2
Aaron Jones*,,NO,L 17-26,,0/0,0,0,0,,17,131,1,,3,7,0,5,,0,0,0,,22.8
Jarvis Landry,,NYJ,W 31-28,,0/0,0,0,0,,0,0,0,,7,93,1,11,,0,0,0,,22.3
Le'Veon Bell*,,Cin,W 29-14,,0/0,0,0,0,,35,134,0,,3,58,0,3,,0,0,0,,22.2
Mike Evans,,@Buf,L 27-30,,0/0,0,0,0,,0,0,0,,7,88,1,10,,0,0,0,,21.8
T.J. Yeldon,,@Ind,W 27-0,,0/0,0,0,0,,9,122,1,,2,15,0,2,,0,0,0,,21.7
Ted Ginn Jr.,,@GB,W 26-17,,0/0,0,0,0,,0,0,0,,7,141,0,7,,0,0,0,,21.1
Mark Ingram,,@GB,W 26-17,,0/0,0,0,0,,22,105,1,,4,5,0,5,,0,0,0,,21
