PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
DeAndre Hopkins*,,Ten,W 57-14,,0/0,0,0,0,,0,0,0,,10,107,1,12,,0,0,0,,26.7
Devin Funchess,,@NE,W 33-30,,0/0,0,0,0,,0,0,0,,7,70,2,9,,0,0,0,,26
Jordy Nelson*,,Chi,W 35-14,,0/0,0,0,0,,0,0,0,,4,75,2,7,,0,0,0,,23.5
Michael Thomas,,@Mia,W 20-0,,0/0,0,0,0,,0,0,0,,8,89,1,11,,0,0,0,,22.9
Tyrell Williams,,Phi,L 24-26,,0/0,0,0,0,,0,0,0,,5,115,1,6,,0,0,0,,22.5
Will Fuller V,,Ten,W 57-14,,0/0,0,0,0,,1,4,0,,4,35,2,6,,0,0,0,,19.9
Keenan Allen,,Phi,L 24-26,,0/0,0,0,0,,0,0,0,,5,138,0,11,,0,0,0,,18.8
Jaron Brown,,SF,W 18-15,,0/0,0,0,0,,0,0,0,,8,105,0,12,,0,0,0,,18.5
Mike Evans,,NYG,W 25-23,,0/0,0,0,0,,0,0,0,,5,67,1,10,,0,0,0,,17.7
Mike Wallace,,Pit,L 9-26,,0/0,0,0,0,,0,0,0,,6,55,1,10,,0,0,0,,17.5
A.J. Green,,@Cle,W 31-7,,0/0,0,0,0,,0,0,0,,5,63,1,7,,0,0,0,,17.3
Chris Hogan*,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,5,60,1,9,,0,0,0,,17
Cooper Kupp,,@Dal,W 35-30,,0/0,0,0,0,,0,0,0,,5,60,1,7,,0,0,0,,17
Danny Amendola,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,6,42,1,7,,0,0,0,,16.2
Terrelle Pryor Sr.*,,@KC,L 20-29,,0/0,0,0,0,,0,0,0,,3,70,1,5,,0,0,0,,16
Odell Beckham Jr.*,,@TB,L 23-25,,0/0,0,0,0,,0,0,0,,7,90,0,15,,0,0,0,,16
Kendall Wright,,@GB,L 14-35,,0/0,0,0,0,,0,0,0,,4,51,1,4,,0,0,0,,15.1
Dez Bryant,,LAR,L 30-35,,0/0,0,0,0,,0,0,0,,5,98,0,13,,0,0,0,,14.8
Stefon Diggs,,Det,L 7-14,,0/0,0,0,0,,0,0,0,,5,98,0,7,,0,0,0,,14.8
Randall Cobb,,Chi,W 35-14,,0/0,0,0,0,,0,0,0,,4,44,1,4,,0,0,0,,14.4
Kelvin Benjamin,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,4,104,0,4,,0,0,0,,14.4
JuJu Smith-Schuster,,@Bal,W 26-9,,0/0,0,0,0,,0,0,0,,3,47,1,4,,0,0,0,,13.7
Johnny Holton,,@Den,L 10-16,,0/0,0,0,0,,0,0,0,,1,64,1,1,,0,0,0,,13.4
Larry Fitzgerald,,SF,W 18-15,,0/0,0,0,0,,0,0,0,,4,32,1,7,,0,0,0,,13.2
Tyler Lockett,,Ind,W 46-18,,0/0,0,0,0,,2,24,0,,4,67,0,5,,0,0,0,,13.1
Adam Humphries,,NYG,W 25-23,,0/0,0,0,0,,0,0,0,,6,70,0,7,,0,0,0,,13
DeVante Parker,,NO,L 0-20,,0/0,0,0,0,,0,0,0,,6,69,0,8,,0,0,0,,12.9
Donte Moncrief*,,@Sea,L 18-46,,0/0,0,0,0,,0,0,0,,3,30,1,3,,0,0,0,,12
Alshon Jeffery,,@LAC,W 26-24,,0/0,0,0,0,,0,0,0,,3,29,1,6,,0,0,0,,11.9
Ricardo Louis,,Cin,L 7-31,,0/0,0,0,0,,0,0,0,,5,64,0,9,,0,0,0,,11.4
Albert Wilson,,Wsh,W 29-20,,0/0,0,0,0,,1,6,0,,4,63,0,5,,0,0,0,,10.9
Brandon Marshall*,,@TB,L 23-25,,0/0,0,0,0,,0,0,0,,6,46,0,10,,0,0,0,,10.6
Sterling Shepard*,,@TB,L 23-25,,0/0,0,0,0,,0,0,0,,5,54,0,5,,0,0,0,,10.4
Jarvis Landry,,NO,L 0-20,,0/0,0,0,0,,0,0,0,,6,40,0,7,,0,0,0,,10
Trent Taylor,,@Ari,L 15-18,,0/0,0,0,0,,0,0,0,,5,47,0,10,,0,0,0,,9.7
Ryan Grant,,@KC,L 20-29,,0/0,0,0,0,,0,0,0,,2,16,1,3,,0,0,0,,9.6
Cordarrelle Patterson,,@Den,L 10-16,,0/0,0,0,0,,1,2,0,,6,33,0,6,,0,0,0,,9.5
Paul Richardson,,Ind,W 46-18,,0/0,0,0,0,,0,0,0,,3,65,0,3,,0,0,0,,9.5
Deonte Thompson,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,5,44,0,9,,0,0,0,,9.4
Davante Adams*,,Chi,W 35-14,,0/0,0,0,0,,0,0,0,,2,13,1,5,,0,0,0,,9.3
Brice Butler,,LAR,L 30-35,,0/0,0,0,0,,0,0,0,,2,12,1,2,,0,0,0,,9.2
Justin Hardy,,Buf,L 17-23,,0/0,0,0,0,,0,0,0,,2,12,1,6,,0,0,0,,9.2
Jordan Matthews*,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,2,10,1,2,,0,0,0,,9
Adam Thielen,,Det,L 7-14,,0/0,0,0,0,,0,0,0,,5,59,0,8,,0,1,0,,8.9
Seth Roberts,,@Den,L 10-16,,0/0,0,0,0,,0,0,0,,4,49,0,5,,0,0,0,,8.9
Robby Anderson,,Jax,W 23-20,,0/0,0,0,0,,0,0,0,,3,59,0,6,,0,0,0,,8.9
Nelson Agholor,,@LAC,W 26-24,,0/0,0,0,0,,0,0,0,,3,58,0,4,,0,0,0,,8.8
Jeremy Kerley,,Jax,W 23-20,,0/0,0,0,0,,0,0,0,,5,37,0,5,,0,0,0,,8.7
Bruce Ellington*,,Ten,W 57-14,,0/0,0,0,0,,1,13,0,,3,44,0,4,,0,0,0,,8.7
Doug Baldwin,,Ind,W 46-18,,0/0,0,0,0,,0,0,0,,3,35,0,3,,1,0,0,,8.5
Tyreek Hill*,,Wsh,W 29-20,,0/0,0,0,0,,0,0,0,,5,35,0,6,,0,0,0,,8.5
TJ Jones*,,@Min,W 14-7,,0/0,0,0,0,,0,0,0,,3,33,0,5,,1,0,0,,8.3
Kenny Britt,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,3,52,0,8,,0,0,0,,8.2
Aldrick Robinson,,@Ari,L 15-18,,0/0,0,0,0,,0,0,0,,3,52,0,12,,0,0,0,,8.2
Allen Hurns,,@NYJ,L 20-23,,0/0,0,0,0,,0,0,0,,4,42,0,10,,0,0,0,,8.2
Rishard Matthews,,@Hou,L 14-57,,0/0,0,0,0,,0,0,0,,3,49,0,8,,0,0,0,,7.9
Martavis Bryant,,@Bal,W 26-9,,0/0,0,0,0,,0,0,0,,3,48,0,5,,0,0,0,,7.8
John Brown,,SF,W 18-15,,0/0,0,0,0,,0,0,0,,3,47,0,7,,0,0,0,,7.7
Pierre Garcon*,,@Ari,L 15-18,,0/0,0,0,0,,0,0,0,,4,36,0,8,,0,0,0,,7.6
Antonio Brown*,,@Bal,W 26-9,,0/0,0,0,0,,0,0,0,,4,34,0,9,,0,0,0,,7.4
Terrance Williams,,LAR,L 30-35,,0/0,0,0,0,,0,0,0,,4,34,0,6,,0,0,0,,7.4
Brandin Cooks,,Car,L 30-33,,0/0,0,0,0,,1,4,0,,3,38,0,6,,0,0,0,,7.2
Emmanuel Sanders*,,Oak,W 16-10,,0/0,0,0,0,,0,0,0,,4,27,0,5,,0,0,0,,6.7
Joshua Bellamy,,@GB,L 14-35,,0/0,0,0,0,,0,0,0,,3,36,0,6,,0,0,0,,6.6
Michael Campanaro,,Pit,L 9-26,,0/0,0,0,0,,0,0,0,,4,25,0,6,,0,0,0,,6.5
J.J. Nelson,,SF,W 18-15,,0/0,0,0,0,,0,0,0,,3,34,0,4,,0,0,0,,6.4
Marvin Jones Jr.,,@Min,W 14-7,,0/0,0,0,0,,0,0,0,,2,42,0,5,,0,0,0,,6.2
Golden Tate,,@Min,W 14-7,,0/0,0,0,0,,1,2,0,,3,29,0,5,,0,0,0,,6.1
Julio Jones,,Buf,L 17-23,,0/0,0,0,0,,0,0,0,,3,30,0,4,,0,0,0,,6
T.Y. Hilton,,@Sea,L 18-46,,0/0,0,0,0,,0,0,0,,3,30,0,6,,0,0,0,,6
Nick Williams,,Buf,L 17-23,,0/0,0,0,0,,0,0,0,,3,30,0,4,,0,0,0,,6
Jermaine Kearse,,Jax,W 23-20,,0/0,0,0,0,,0,0,0,,4,17,0,7,,0,0,0,,5.7
Tavon Austin,,@Dal,W 35-30,,0/0,0,0,0,,6,48,0,,1,-2,0,2,,0,0,0,,5.6
Bennie Fowler III,,Oak,W 16-10,,0/0,0,0,0,,0,0,0,,2,35,0,2,,0,0,0,,5.5
Ted Ginn Jr.,,@Mia,W 20-0,,0/0,0,0,0,,1,9,0,,2,25,0,2,,0,0,0,,5.4
Jeremy Maclin*,,Pit,L 9-26,,0/0,0,0,0,,0,0,0,,3,21,0,6,,0,0,0,,5.1
Chris Conley*,,Wsh,W 29-20,,0/0,0,0,0,,0,0,0,,2,31,0,4,,0,0,0,,5.1
Cole Beasley*,,LAR,L 30-35,,0/0,0,0,0,,0,0,0,,3,17,0,6,,0,0,0,,4.7
Josh Doctson,,@KC,L 20-29,,0/0,0,0,0,,0,0,0,,2,27,0,3,,0,0,0,,4.7
Kenny Stills,,NO,L 0-20,,0/0,0,0,0,,0,0,0,,3,13,0,3,,0,0,0,,4.3
Travis Benjamin,,Phi,L 24-26,,0/0,0,0,0,,0,0,0,,2,21,0,5,,0,0,0,,4.1
Brandon Coleman,,@Mia,W 20-0,,0/0,0,0,0,,0,0,0,,1,31,0,1,,0,0,0,,4.1
DeSean Jackson*,,NYG,W 25-23,,0/0,0,0,0,,0,0,0,,2,20,0,7,,0,0,0,,4
Marqise Lee*,,@NYJ,L 20-23,,0/0,0,0,0,,0,0,0,,2,18,0,3,,0,0,0,,3.8
Brandon LaFell,,@Cle,W 31-7,,0/0,0,0,0,,0,0,0,,2,17,0,3,,0,0,0,,3.7
Robert Woods,,@Dal,W 35-30,,0/0,0,0,0,,0,0,0,,2,17,0,6,,0,0,0,,3.7
Tyler Boyd,,@Cle,W 31-7,,0/0,0,0,0,,0,0,0,,2,15,0,2,,0,0,0,,3.5
Eric Decker,,@Hou,L 14-57,,0/0,0,0,0,,0,0,0,,2,13,0,2,,0,0,0,,3.3
Amara Darboh,,Ind,W 46-18,,0/0,0,0,0,,0,0,0,,2,10,0,4,,0,0,0,,3
Amari Cooper,,@Den,L 10-16,,0/0,0,0,0,,0,0,0,,2,9,0,8,,0,0,0,,2.9
Marquise Goodwin,,@Ari,L 15-18,,0/0,0,0,0,,0,0,0,,1,18,0,2,,0,0,0,,2.8
Zay Jones,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,1,18,0,5,,0,0,0,,2.8
Sammy Watkins,,@Dal,W 35-30,,0/0,0,0,0,,0,0,0,,1,17,0,2,,0,0,0,,2.7
Phillip Dorsett,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,1,17,0,1,,0,0,0,,2.7
Russell Shepard,,@NE,W 33-30,,0/0,0,0,0,,0,0,0,,1,13,0,1,,0,0,0,,2.3
Chris Matthews,,Pit,L 9-26,,0/0,0,0,0,,0,0,0,,1,12,0,2,,0,0,0,,2.2
Demaryius Thomas,,Oak,W 16-10,,0/0,0,0,0,,0,0,0,,1,11,0,5,,0,0,0,,2.1
Andre Holmes*,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,1,10,0,1,,0,0,0,,2
Keelan Cole,,@NYJ,L 20-23,,0/0,0,0,0,,0,0,0,,1,10,0,6,,0,0,0,,2
Torrey Smith,,@LAC,W 26-24,,0/0,0,0,0,,0,0,0,,1,9,0,3,,0,0,0,,1.9
Mohamed Sanu,,Buf,L 17-23,,0/0,0,0,0,,1,4,0,,1,3,0,3,,0,0,0,,1.7
Dontrelle Inman,,@GB,L 14-35,,0/0,0,0,0,,0,0,0,,1,7,0,1,,0,0,0,,1.7
Breshad Perriman,,Pit,L 9-26,,0/0,0,0,0,,0,0,0,,1,6,0,4,,0,0,0,,1.6
Justin Hunter,,@Bal,W 26-9,,0/0,0,0,0,,0,0,0,,1,5,0,2,,0,0,0,,1.5
Kamar Aiken,,@Sea,L 18-46,,0/0,0,0,0,,0,0,0,,1,4,0,5,,0,0,0,,1.4
Damiere Byrd*,,@NE,W 33-30,,0/0,0,0,0,,1,12,0,,0,0,0,1,,0,0,0,,1.2
Tommylee Lewis,,@Mia,W 20-0,,0/0,0,0,0,,0,0,0,,1,1,0,2,,0,0,0,,1.1
Taywan Taylor,,@Hou,L 14-57,,0/0,0,0,0,,1,6,0,,0,0,0,1,,0,0,0,,0.6
Darrius Heyward-Bey,,@Bal,W 26-9,,0/0,0,0,0,,1,3,0,,0,0,0,0,,0,0,0,,0.3
Jamison Crowder,,@KC,L 20-29,,0/0,0,0,0,,0,0,0,,1,-7,0,1,,0,0,0,,0.3
Steve Smith Sr.,,Pit,L 9-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Andre Johnson,,@Hou,L 14-57,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Anquan Boldin,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jerricho Cotchery,,@NE,W 33-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Wes Welker,,@Dal,W 35-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Roddy White,,Buf,L 17-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Vincent Jackson,,NYG,W 25-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Joshua Cribbs,,@Sea,L 18-46,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Nate Washington,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Lance Moore,,Buf,L 17-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Greg Jennings,,NO,L 0-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Devin Hester,,Ind,W 46-18,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Derek Hagan,,@Hou,L 14-57,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jason Avant,,Wsh,W 29-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Marques Colston,,@Mia,W 20-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Miles Austin,,@LAC,W 26-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Calvin Johnson,,@Min,W 14-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dwayne Bowe,,Cin,L 7-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jacoby Jones,,@Bal,W 26-9,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
James Jones,,Phi,L 24-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Eric Weems,,@Hou,L 14-57,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Eddie Royal,,@GB,L 14-35,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jerome Simpson,,@Ari,L 15-18,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Harry Douglas*,,@Hou,L 14-57,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Andre Jerome Caldwell,,@Min,W 14-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matthew Slater,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Stevie Johnson,,Phi,L 24-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Michael Crabtree,,@Den,L 10-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Gibson,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brian Hartline,,Cin,L 7-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Percy Harvin*,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Louis Murphy,,@Ari,L 15-18,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Hakeem Nicks,,@Mia,W 20-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jordan Norwood,,Oak,W 16-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kevin Ogletree,,@TB,L 23-25,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Tate,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Julian Edelman*,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Arrelious Benn*,,@NYJ,L 20-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Marcus Easley,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Riley Cooper,,@LAC,W 26-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Andre Roberts,,Buf,L 17-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Marc Mariani,,@Hou,L 14-57,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kyle Williams,,Jax,W 23-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Mike Williams,,Wsh,W 29-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Seyi Ajirotutu,,@LAC,W 26-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Victor Cruz,,@GB,L 14-35,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Marlon Moore*,,Cin,L 7-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Bryan Walters,,@NYJ,L 20-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Danario Alexander,,Phi,L 24-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Andrew Hawkins,,Cin,L 7-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Leonard Hankerson,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Greg Little,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Vincent Brown,,@Mia,W 20-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dwayne Harris*,,@TB,L 23-25,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Greg Salas,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Denarius Moore,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Cecil Shorts III,,NYG,W 25-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ricardo Lockette,,Ind,W 46-18,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Joe Morgan,,Pit,L 9-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jeremy Ross,,SF,W 18-15,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Justin Blackmon,,@NYJ,L 20-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Michael Floyd,,Det,L 7-14,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Stephen Hill,,@NE,W 33-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Rueben Randle*,,@GB,L 14-35,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brian Quick,,@KC,L 20-29,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Keshawn Martin,,@Min,W 14-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jarius Wright,,Det,L 7-14,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Trevor Graham,,@NE,W 33-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Nick Toon,,@Dal,W 35-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
DeVier Posey,,Oak,W 16-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
LaVon Brazill,,@Sea,L 18-46,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chris Givens,,@LAC,W 26-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kashif Moore,,Wsh,W 29-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Nathan Palmer,,@Den,L 10-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chris Owusu,,Jax,W 23-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brian Tyms,,@Sea,L 18-46,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jeff Fuller,,Ind,W 46-18,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jarrett Boykin,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Griff Whalen,,Pit,L 9-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Rod Streater,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
LaRon Byrd,,@NE,W 33-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brittan Golden*,,SF,W 18-15,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Damaris Johnson,,@Hou,L 14-57,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Josh Gordon,,Cin,L 7-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Stedman Bailey*,,@Dal,W 35-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Aaron Dobson,,SF,W 18-15,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Markus Wheaton,,@GB,L 14-35,,0/0,0,0,0,,0,0,0,,0,0,0,3,,0,0,0,,0
Charles D. Johnson*,,@NE,W 33-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
B.J. Daniels,,Buf,L 17-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tavarres King*,,@TB,L 23-25,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Cobi Hamilton,,Ten,W 57-14,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Josh Boyce,,Cin,L 7-31,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chris Harper,,@TB,L 23-25,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Corey Fuller,,@Mia,W 20-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Marquess Wilson,,Jax,W 23-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Quinton Patton,,Jax,W 23-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Da'Rick Rogers,,Wsh,W 29-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Ryan Spadola,,@Min,W 14-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Rodney Smith,,Ind,W 46-18,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kenbrell Thompkins,,Jax,W 23-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Myles White,,Jax,W 23-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Marlon Brown,,Oak,W 16-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Josh Huff,,NYG,W 25-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Cody Latimer*,,Oak,W 16-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Allen Robinson*,,@NYJ,L 20-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Shaq Evans,,LAR,L 30-35,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jeremy Gallon,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jared Abbrederis,,@Min,W 14-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kevin Norwood,,@TB,L 23-25,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jalen Saunders,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
De'Anthony Thomas*,,Wsh,W 29-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Devin Street,,Ten,W 57-14,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jeff Janis,,Chi,W 35-14,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Corey Washington,,LAR,L 30-35,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Robert Herron,,@Den,L 10-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brenton Bersin,,@NE,W 33-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Corey Brown,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Taylor Gabriel,,Buf,L 17-23,,0/0,0,0,0,,0,0,0,,0,0,0,5,,0,0,0,,0
Frankie Hammond,,Jax,W 23-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Willie Snead,,@Mia,W 20-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
James Wright,,@Sea,L 18-46,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Isaiah Burse*,,Phi,L 24-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jeremy Butler*,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Damian Copeland,,@Min,W 14-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jonathan Krause,,@Hou,L 14-57,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
