PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Cam Newton,,Mia,W 45-21,,21/35,254,4,0,,5,95,0,,0,0,0,0,,0,0,0,,35.7
Kirk Cousins,,Min,L 30-38,,26/45,327,1,1,,4,5,2,,0,0,0,0,,0,0,0,,27.6
Jared Goff,,Hou,W 33-7,,25/37,355,3,0,,4,3,0,,0,0,0,0,,0,0,0,,26.5
C.J. Beathard,,NYG,W 31-21,,19/25,288,2,1,,5,15,1,,0,0,0,0,,0,0,0,,25
Case Keenum,,@Wsh,W 38-30,,21/29,304,4,2,,3,-1,0,,0,0,0,0,,0,0,0,,24.1
DeShone Kizer,,@Det,L 24-38,,21/37,232,1,1,,7,57,1,,0,0,0,0,,0,0,0,,23
Tom Brady,,@Den,W 41-16,,25/34,266,3,0,,1,0,0,,0,0,0,0,,0,0,0,,22.6
Matthew Stafford,,Cle,W 38-24,,17/26,249,3,1,,4,17,0,,0,0,0,0,,0,0,0,,21.7
Russell Wilson,,@Ari,W 22-16,,22/32,238,2,0,,5,19,0,,0,0,0,0,,0,0,0,,19.4
Ben Roethlisberger,,@Ind,W 20-17,,19/31,236,2,1,,2,5,0,,0,0,0,0,,1,0,0,,17.9
Marcus Mariota,,Cin,W 24-20,,25/44,264,1,1,,6,51,0,,0,0,0,0,,0,0,0,,17.7
Eli Manning,,@SF,L 21-31,,28/37,273,2,0,,0,0,0,,0,0,0,0,,0,1,0,,16.9
Blake Bortles,,LAC,W 20-17,,28/51,273,1,2,,5,34,0,,0,0,0,0,,1,0,0,,16.3
Mitchell Trubisky,,GB,L 16-23,,21/35,297,1,0,,0,0,0,,0,0,0,0,,0,0,0,,15.9
Jacoby Brissett,,Pit,L 17-20,,14/24,222,2,1,,4,7,0,,0,0,0,0,,0,0,0,,15.6
Philip Rivers,,@Jax,L 17-20,,21/37,235,2,1,,2,-1,0,,0,0,0,0,,0,0,0,,15.3
Drew Stanton,,Sea,L 16-22,,24/47,273,1,0,,1,1,0,,0,0,0,0,,0,0,0,,15
Matt Ryan,,Dal,W 27-7,,22/29,215,2,1,,0,0,0,,0,0,0,0,,0,0,0,,14.6
Andy Dalton,,@Ten,L 20-24,,20/35,265,2,0,,1,0,0,,0,0,0,0,,0,2,0,,14.6
Jay Cutler,,@Car,L 21-45,,22/37,213,2,1,,1,-1,0,,0,0,0,0,,0,0,0,,14.4
Brett Hundley,,@Chi,W 23-16,,18/25,212,1,0,,2,16,0,,0,0,0,0,,0,0,0,,14.1
Drew Brees,,@Buf,W 47-10,,18/25,184,0,0,,2,6,1,,0,0,0,0,,0,0,0,,14
Dak Prescott,,@Atl,L 7-27,,20/30,176,0,0,,6,42,1,,0,0,0,0,,0,2,0,,13.2
Josh McCown*,,@TB,L 10-15,,23/39,262,1,1,,0,0,0,,0,0,0,0,,0,0,0,,12.5
Brock Osweiler,,NE,L 16-41,,18/33,221,1,1,,1,-1,0,,0,0,0,0,,0,0,0,,10.7
Ryan Fitzpatrick,,NYJ,W 15-10,,17/34,187,1,1,,3,9,0,,0,0,0,0,,0,0,0,,10.4
Nathan Peterman,,NO,L 10-47,,7/10,79,1,0,,0,0,0,,0,0,0,0,,0,0,0,,7.2
Tom Savage*,,@LAR,L 7-33,,18/36,221,1,2,,2,0,0,,0,0,0,0,,0,2,0,,4.8
Tyrod Taylor,,NO,L 10-47,,9/18,56,0,1,,3,27,0,,0,0,0,0,,0,0,0,,2.9
Brian Hoyer,,@Den,W 41-16,,3/3,37,0,0,,0,0,0,,0,0,0,0,,0,0,0,,1.5
Cody Kessler,,@Det,L 24-38,,1/3,5,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0.2
Mike Vick,,@Ind,W 20-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Shaun Hill,,@Wsh,W 38-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Carson Palmer,,Sea,L 16-22,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tony Romo,,@Atl,L 7-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Schaub,,Dal,W 27-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Luke McCown,,@Atl,L 7-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Aaron Rodgers*,,@Chi,W 23-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dan Orlovsky,,Hou,W 33-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Cassel,,Cin,W 24-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kellen Clemens,,@Jax,L 17-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tarvaris Jackson,,@Ari,W 22-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Charlie Whitehurst,,@Det,L 24-38,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
