PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Dion Lewis,,NYJ,W 26-6,,0/0,0,0,0,,26,93,1,,6,40,1,7,,0,0,0,,31.3
Alvin Kamara,,@TB,L 24-31,,0/0,0,0,0,,9,44,1,,6,84,0,7,,0,0,1,,30.8
Devonta Freeman,,Car,W 22-10,,0/0,0,0,0,,11,23,0,,9,85,1,11,,0,0,0,,25.8
Latavius Murray,,Chi,W 23-10,,0/0,0,0,0,,20,111,2,,1,3,0,1,,0,0,0,,24.4
Carlos Hyde,,@LAR,W 34-13,,0/0,0,0,0,,15,88,2,,2,10,0,4,,0,1,0,,21.8
Orleans Darkwa,,Wsh,W 18-10,,0/0,0,0,0,,20,154,1,,0,0,0,1,,0,0,0,,21.4
Duke Johnson Jr.,,@Pit,L 24-28,,0/0,0,0,0,,6,20,1,,6,75,0,6,,0,1,0,,19.5
Derrick Henry,,Jax,W 15-10,,0/0,0,0,0,,28,51,0,,1,66,1,2,,0,0,0,,18.7
Melvin Gordon,,Oak,W 30-10,,0/0,0,0,0,,17,93,0,,6,31,0,7,,0,0,0,,18.4
Kapri Bibbs,,@NYG,L 10-18,,0/0,0,0,0,,12,47,0,,8,53,0,9,,0,0,0,,18
Alex Collins,,Cin,L 27-31,,0/0,0,0,0,,20,78,1,,2,18,0,6,,0,0,0,,17.6
Leonard Fournette,,@Ten,L 10-15,,0/0,0,0,0,,19,69,0,,4,67,0,5,,0,0,0,,17.6
Alfred Blue,,@Ind,L 13-22,,0/0,0,0,0,,18,39,1,,4,36,0,5,,0,0,0,,17.5
Ezekiel Elliott,,@Phi,W 6-0,,0/0,0,0,0,,27,103,0,,3,38,0,5,,0,0,0,,17.1
Peyton Barber,,NO,W 31-24,,0/0,0,0,0,,17,71,1,,2,18,0,4,,0,0,0,,16.9
Anthony Sherman,,@Den,W 27-24,,0/0,0,0,0,,14,40,1,,3,21,0,4,,0,0,0,,15.1
Jamaal Williams,,@Det,L 11-35,,0/0,0,0,0,,22,82,0,,3,31,0,5,,0,0,0,,14.3
Frank Gore,,Hou,W 22-13,,0/0,0,0,0,,24,100,0,,3,11,0,3,,0,0,0,,14.1
Stevan Ridley,,Cle,W 28-24,,0/0,0,0,0,,17,80,1,,0,0,0,0,,0,0,0,,14
Marshawn Lynch,,@LAC,L 10-30,,0/0,0,0,0,,19,101,0,,2,18,0,3,,0,0,0,,13.9
Giovani Bernard,,@Bal,W 31-27,,0/0,0,0,0,,10,52,0,,6,18,0,9,,0,0,0,,13
Kenyan Drake,,Buf,L 16-22,,0/0,0,0,0,,14,75,0,,3,15,0,3,,0,0,0,,12
Marlon Mack,,Hou,W 22-13,,0/0,0,0,0,,7,28,1,,2,10,0,3,,0,0,0,,11.8
De'Angelo Henderson,,KC,L 24-27,,0/0,0,0,0,,5,15,0,,1,29,1,1,,0,0,0,,11.4
Matt Breida,,@LAR,W 34-13,,0/0,0,0,0,,12,72,0,,1,32,0,2,,0,0,0,,11.4
Christian McCaffrey,,@Atl,L 10-22,,0/0,0,0,0,,6,14,0,,5,40,0,8,,0,0,0,,10.4
Malcolm Brown,,SF,L 13-34,,0/0,0,0,0,,14,54,0,,4,7,0,5,,0,0,0,,10.1
Ameer Abdullah,,GB,W 35-11,,0/0,0,0,0,,8,18,1,,1,11,0,2,,0,0,0,,9.9
Elijhaa Penny,,@Sea,W 26-24,,0/0,0,0,0,,8,39,1,,0,0,0,1,,0,0,0,,9.9
Kareem Hunt,,@Den,W 27-24,,0/0,0,0,0,,1,35,1,,0,0,0,0,,0,0,0,,9.5
Mark Ingram,,@TB,L 24-31,,0/0,0,0,0,,13,35,0,,4,19,0,4,,0,0,0,,9.4
Lance Dunbar,,SF,L 13-34,,0/0,0,0,0,,6,20,1,,1,1,0,2,,0,0,0,,9.1
Kerwynn Williams,,@Sea,W 26-24,,0/0,0,0,0,,23,75,0,,1,6,0,1,,0,0,0,,9.1
Wayne Gallman,,Wsh,W 18-10,,0/0,0,0,0,,15,89,0,,0,0,0,2,,0,0,0,,8.9
Joe Mixon,,@Bal,W 31-27,,0/0,0,0,0,,18,96,0,,1,1,0,1,,0,1,0,,8.7
Tarik Cohen,,@Min,L 10-23,,0/1,0,0,0,,3,13,0,,6,14,0,8,,0,0,0,,8.7
Mike Davis,,Ari,L 24-26,,0/0,0,0,0,,10,48,0,,2,16,0,3,,0,0,0,,8.4
Zach Line,,@TB,L 24-31,,0/0,0,0,0,,1,5,0,,1,3,1,1,,0,0,0,,7.8
Marcus Murphy,,@Mia,W 22-16,,0/0,0,0,0,,7,41,0,,2,7,0,2,,0,0,0,,6.8
Bilal Powell,,@NE,L 6-26,,0/0,0,0,0,,13,46,0,,1,10,0,2,,0,0,0,,6.6
Brandon Bolden,,NYJ,W 26-6,,0/0,0,0,0,,9,46,0,,1,7,0,4,,0,0,0,,6.3
