PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Tyreek Hill*,,@NYJ,L 31-38,,0/0,0,0,0,,0,0,0,,6,185,2,9,,0,0,0,,36.5
Nelson Agholor,,@Sea,L 10-24,,0/0,0,0,0,,0,0,0,,7,141,1,12,,0,0,0,,27.1
A.J. Green,,Pit,L 20-23,,0/0,0,0,0,,0,0,0,,7,77,2,17,,0,0,0,,26.7
Keenan Allen,,Cle,W 19-10,,0/0,0,0,0,,0,0,0,,10,105,1,14,,0,0,0,,26.5
Larry Fitzgerald,,LAR,L 16-32,,0/0,0,0,0,,0,0,0,,10,98,1,10,,0,0,0,,25.8
Jermaine Kearse,,KC,W 38-31,,0/0,0,0,0,,0,0,0,,9,157,0,10,,0,0,0,,24.7
Antonio Brown*,,@Cin,W 23-20,,0/0,0,0,0,,0,0,0,,8,101,1,16,,0,0,0,,24.1
Marqise Lee*,,Ind,W 30-10,,0/0,0,0,0,,0,0,0,,7,86,1,10,,0,0,0,,21.6
Robby Anderson,,KC,W 38-31,,0/0,0,0,0,,1,7,0,,8,107,0,12,,0,0,0,,19.4
Kenny Stills,,Den,W 35-9,,0/0,0,0,0,,0,0,0,,5,98,1,13,,0,1,0,,18.8
Ryan Grant,,@Dal,L 14-38,,0/0,0,0,0,,0,0,0,,5,76,1,9,,0,0,0,,18.6
Michael Thomas,,Car,W 31-21,,0/0,0,0,0,,0,0,0,,5,70,1,9,,0,0,0,,18
Marquise Goodwin,,@Chi,W 15-14,,0/0,0,0,0,,0,0,0,,8,99,0,8,,0,0,0,,17.9
Dez Bryant,,Wsh,W 38-14,,0/0,0,0,0,,0,0,0,,5,61,1,7,,0,0,0,,17.1
Mike Wallace,,Det,W 44-20,,0/0,0,0,0,,0,0,0,,5,116,0,8,,0,0,0,,16.6
DeAndre Hopkins*,,@Ten,L 13-24,,0/0,0,0,0,,0,0,0,,8,80,0,14,,0,0,0,,16
Devin Funchess,,@NO,L 21-31,,0/0,0,0,0,,0,0,0,,4,60,1,8,,0,0,0,,16
Trent Taylor,,@Chi,W 15-14,,0/0,0,0,0,,0,0,0,,6,92,0,6,,0,0,0,,15.2
Golden Tate,,@Bal,L 20-44,,0/0,0,0,0,,0,0,0,,8,69,0,10,,0,0,0,,14.9
T.Y. Hilton,,@Jax,L 10-30,,0/0,0,0,0,,0,0,0,,3,51,1,6,,0,0,0,,14.1
Keelan Cole,,Ind,W 30-10,,0/0,0,0,0,,0,0,0,,3,49,1,3,,0,0,0,,13.9
Cordarrelle Patterson,,NYG,W 24-17,,0/0,0,0,0,,2,1,0,,4,97,0,4,,0,0,0,,13.8
