PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Ezekiel Elliott,,@SF,W 40-10,,0/0,0,0,0,,26,147,2,,1,72,1,3,,0,0,0,,40.9
LeSean McCoy,,TB,W 30-27,,0/0,0,0,0,,23,91,2,,5,31,0,7,,0,1,0,,27.2
Todd Gurley II,,Ari,W 33-0,,0/0,0,0,0,,22,106,1,,4,48,0,8,,0,0,0,,25.4
Aaron Jones*,,NO,L 17-26,,0/0,0,0,0,,17,131,1,,3,7,0,5,,0,0,0,,22.8
Le'Veon Bell*,,Cin,W 29-14,,0/0,0,0,0,,35,134,0,,3,58,0,3,,0,0,0,,22.2
T.J. Yeldon,,@Ind,W 27-0,,0/0,0,0,0,,9,122,1,,2,15,0,2,,0,0,0,,21.7
Mark Ingram,,@GB,W 26-17,,0/0,0,0,0,,22,105,1,,4,5,0,5,,0,0,0,,21
Chris Thompson*,,@Phi,L 24-34,,0/0,0,0,0,,7,38,0,,5,26,1,5,,0,0,0,,17.4
Latavius Murray,,Bal,W 24-16,,0/0,0,0,0,,18,113,1,,0,0,0,0,,0,0,0,,17.3
Kareem Hunt,,@Oak,L 30-31,,0/0,0,0,0,,18,87,0,,4,30,0,4,,0,0,0,,15.7
James White*,,Atl,W 23-7,,0/0,0,0,0,,4,19,0,,5,28,1,5,,0,0,0,,15.7
Alvin Kamara,,@GB,W 26-17,,0/0,0,0,0,,9,57,0,,5,50,0,7,,0,0,0,,15.7
Austin Ekeler,,Den,W 21-0,,0/0,0,0,0,,7,38,0,,4,6,1,4,,0,0,0,,14.4
Matt Forte*,,@Mia,L 28-31,,0/0,0,0,0,,7,41,0,,5,41,0,5,,0,0,0,,13.2
Duke Johnson Jr.,,Ten,L 9-12,,0/0,0,0,0,,7,26,0,,6,45,0,7,,0,0,0,,13.1
DeAndre Washington,,KC,W 31-30,,0/0,0,0,0,,9,33,1,,3,7,0,4,,0,0,0,,13
Javorius Allen,,@Min,L 16-24,,0/0,0,0,0,,6,20,0,,8,29,0,11,,0,0,0,,12.9
Carlos Hyde,,Dal,L 10-40,,0/0,0,0,0,,14,68,0,,4,20,0,7,,0,0,0,,12.8
Devonta Freeman,,@NE,L 7-23,,0/0,0,0,0,,12,72,0,,3,18,0,3,,0,0,0,,12
Jalen Richard,,KC,W 31-30,,0/0,0,0,0,,9,31,0,,4,45,0,4,,0,0,0,,11.6
Christian McCaffrey,,@Chi,L 3-17,,0/0,0,0,0,,7,10,0,,7,36,0,9,,0,0,0,,11.6
Isaiah Crowell,,Ten,L 9-12,,0/0,0,0,0,,17,35,0,,4,36,0,6,,0,0,0,,11.1
Jay Ajayi,,Wsh,W 34-24,,0/0,0,0,0,,23,51,0,,3,26,0,4,,0,0,0,,10.7
DeMarco Murray*,,@Cle,W 12-9,,0/0,0,0,0,,18,59,0,,3,17,0,4,,0,0,0,,10.6
Marlon Mack,,Jax,L 0-27,,0/0,0,0,0,,5,26,0,,4,40,0,6,,0,0,0,,10.6
Bilal Powell,,@Mia,L 28-31,,0/0,0,0,0,,9,43,0,,2,40,0,2,,0,0,0,,10.3
Doug Martin,,@Buf,L 27-30,,0/0,0,0,0,,20,49,0,,2,31,0,3,,0,0,0,,10
Joe Mixon,,@Pit,L 14-29,,0/0,0,0,0,,7,48,0,,3,20,0,3,,0,0,0,,9.8
Dion Lewis,,Atl,W 23-7,,0/0,0,0,0,,13,76,0,,1,6,0,1,,0,0,0,,9.2
Chris Ivory,,@Ind,W 27-0,,0/0,0,0,0,,17,47,1,,0,0,0,0,,0,1,0,,8.7
Jerick McKinnon,,Bal,W 24-16,,0/0,0,0,0,,14,47,0,,3,10,0,3,,0,0,0,,8.7
Corey Clement,,Wsh,W 34-24,,0/0,0,0,0,,1,6,0,,1,9,1,1,,0,0,0,,8.5
Tarik Cohen,,Car,W 17-3,,0/0,0,0,0,,0,0,0,,1,70,0,3,,0,0,0,,8
Orleans Darkwa,,Sea,L 7-24,,0/0,0,0,0,,9,35,0,,3,13,0,3,,0,0,0,,7.8
