PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Jared Cook,,@Mia,W 27-24,,0/0,0,0,0,,0,0,0,,8,126,0,9,,0,0,0,,20.6
Julius Thomas*,,Oak,L 24-27,,0/0,0,0,0,,0,0,0,,6,84,1,8,,0,0,0,,20.4
Travis Kelce,,@Dal,L 17-28,,0/0,0,0,0,,0,0,0,,7,73,1,10,,0,0,0,,20.3
Evan Engram*,,LAR,L 17-51,,0/0,0,0,0,,0,0,0,,4,70,1,10,,0,0,0,,17
Jack Doyle,,@Hou,W 20-14,,0/0,0,0,0,,0,0,0,,8,63,0,9,,0,0,0,,14.3
Vernon Davis,,@Sea,W 17-14,,0/0,0,0,0,,0,0,0,,6,72,0,9,,0,0,0,,13.2
Delanie Walker,,Bal,W 23-20,,0/0,0,0,0,,0,0,0,,5,71,0,5,,0,0,0,,12.1
Trey Burton,,Den,W 51-23,,0/0,0,0,0,,0,0,0,,2,41,1,4,,0,0,0,,12.1
Benjamin Watson,,@Ten,L 20-23,,0/0,0,0,0,,0,0,0,,7,41,0,10,,0,0,0,,11.1
Jimmy Graham,,Wsh,L 14-17,,0/0,0,0,0,,0,0,0,,5,59,0,8,,0,0,0,,10.9
Jermaine Gresham,,@SF,W 20-10,,0/0,0,0,0,,0,0,0,,2,23,1,3,,0,0,0,,10.3
Tyler Kroft,,@Jax,L 7-23,,0/0,0,0,0,,0,0,0,,2,79,0,2,,0,0,0,,9.9
Luke Stocker,,Bal,W 23-20,,0/0,0,0,0,,0,0,0,,2,13,1,2,,0,0,0,,9.3
Stephen Anderson,,Ind,L 14-20,,0/0,0,0,0,,0,0,0,,4,44,0,6,,0,0,0,,8.4
Luke Willson,,Wsh,L 14-17,,0/0,0,0,0,,0,0,0,,1,10,1,2,,0,0,0,,8
Marcedes Lewis,,Cin,W 23-7,,0/0,0,0,0,,0,0,0,,3,49,0,6,,0,0,0,,7.9
Tyler Higbee,,@NYG,W 51-17,,0/0,0,0,0,,0,0,0,,1,8,1,2,,0,0,0,,7.8
Nick O'Leary,,@NYJ,L 21-34,,0/0,0,0,0,,0,0,0,,4,51,0,5,,0,1,0,,7.1
Brent Celek,,Den,W 51-23,,0/0,0,0,0,,0,0,0,,3,39,0,4,,0,0,0,,6.9
Gerald Everett,,@NYG,W 51-17,,0/0,0,0,0,,1,13,0,,1,44,0,2,,0,0,0,,6.7
