PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Keelan Cole,,Hou,W 45-7,,0/0,0,0,0,,0,0,0,,7,186,1,9,,0,0,0,,31.6
Sterling Shepard*,,Phi,L 29-34,,0/0,0,0,0,,0,0,0,,11,139,1,16,,0,0,0,,30.9
Michael Thomas,,NYJ,W 31-19,,0/0,0,0,0,,0,0,0,,9,93,1,11,,0,0,0,,24.3
Michael Crabtree,,Dal,L 17-20,,0/0,0,0,0,,0,0,0,,7,39,2,17,,0,0,0,,22.9
Marquise Goodwin,,Ten,W 25-23,,0/0,0,0,0,,1,10,0,,10,114,0,13,,0,0,0,,22.4
Jaydon Mickens,,Hou,W 45-7,,0/0,0,0,0,,0,0,0,,4,61,2,5,,0,0,0,,22.1
Rishard Matthews,,@SF,L 23-25,,0/0,0,0,0,,0,0,0,,6,95,1,8,,0,0,0,,21.5
Randall Cobb,,@Car,L 24-31,,0/0,0,0,0,,0,0,0,,7,84,1,14,,0,0,0,,21.4
Tavarres King*,,Phi,L 29-34,,0/0,0,0,0,,0,0,0,,2,70,2,3,,0,0,0,,21
Jarvis Landry,,@Buf,L 16-24,,0/0,0,0,0,,0,0,0,,10,99,0,13,,0,0,0,,19.9
Tyreek Hill*,,LAC,W 30-13,,0/0,0,0,0,,0,0,0,,5,88,1,6,,0,0,0,,19.8
Mike Evans,,Atl,L 21-24,,0/0,0,0,0,,0,0,0,,5,79,1,8,,0,0,0,,18.9
Nelson Agholor,,@NYG,W 34-29,,0/0,0,0,0,,0,0,0,,7,59,1,9,,0,0,0,,18.9
DeAndre Hopkins*,,@Jax,L 7-45,,0/0,0,0,0,,0,0,0,,4,80,1,13,,0,0,0,,18
Damiere Byrd*,,GB,W 31-24,,0/0,0,0,0,,0,0,0,,3,25,2,4,,0,0,0,,17.5
JuJu Smith-Schuster,,NE,L 24-27,,0/0,0,0,0,,0,0,0,,6,114,0,6,,0,0,0,,17.4
Cody Latimer*,,@Ind,W 25-13,,0/0,0,0,0,,0,0,0,,3,60,1,4,,1,0,0,,17
Davante Adams*,,@Car,L 24-31,,0/0,0,0,0,,0,0,0,,5,57,1,7,,0,0,0,,16.7
Robert Woods,,@Sea,W 42-7,,0/0,0,0,0,,0,0,0,,6,45,1,7,,0,0,0,,16.5
Jamison Crowder,,Ari,W 20-15,,0/0,0,0,0,,0,0,0,,5,55,1,7,,0,0,0,,16.5
Brandin Cooks,,@Pit,W 27-24,,0/0,0,0,0,,0,0,0,,4,60,1,7,,0,0,0,,16
Martavis Bryant,,NE,L 24-27,,0/0,0,0,0,,0,0,0,,4,59,1,6,,0,0,0,,15.9
Adam Humphries,,Atl,L 21-24,,0/0,0,0,0,,1,6,0,,5,43,1,5,,0,0,0,,15.9
