PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Jared Goff,,@NYG,W 51-17,,14/22,311,4,0,,0,0,0,,0,0,0,0,,0,0,0,,28.4
Tyrod Taylor,,@NYJ,L 21-34,,29/40,285,2,0,,6,35,1,,0,0,0,0,,0,1,0,,26.9
Dak Prescott,,KC,W 28-17,,21/33,249,2,0,,3,27,1,,0,0,0,0,,0,0,0,,26.7
Carson Wentz*,,Den,W 51-23,,15/27,199,4,0,,2,8,0,,0,0,0,0,,0,0,0,,24.8
Jay Cutler,,Oak,L 24-27,,34/42,311,3,0,,1,0,0,,0,0,0,0,,0,0,0,,24.4
Russell Wilson,,Wsh,L 14-17,,24/45,297,2,2,,10,77,0,,0,0,0,0,,0,0,0,,23.6
Matthew Stafford,,@GB,W 30-17,,26/33,361,2,0,,1,0,0,,0,0,0,0,,0,0,0,,22.4
Cam Newton,,Atl,W 20-17,,13/24,137,0,0,,9,86,1,,0,0,0,0,,0,0,0,,20.1
Jacoby Brissett,,@Hou,W 20-14,,20/30,308,2,0,,2,12,0,,0,0,0,0,,0,1,0,,19.5
Drew Brees,,TB,W 30-10,,22/27,263,2,0,,4,2,0,,0,0,0,0,,0,0,0,,18.7
Alex Smith,,@Dal,L 17-28,,25/34,263,2,1,,5,19,0,,0,0,0,0,,0,0,0,,18.4
Matt Ryan,,@Car,L 17-20,,24/38,313,2,1,,1,-1,0,,0,0,0,0,,0,0,0,,18.4
Brett Hundley,,Det,L 17-30,,26/38,245,0,0,,4,22,1,,0,0,0,0,,0,0,0,,18
C.J. Beathard,,Ari,L 10-20,,24/51,294,0,1,,3,16,1,,0,0,0,0,,0,0,0,,17.4
Josh McCown*,,Buf,W 34-21,,14/20,140,1,0,,5,13,1,,0,0,0,0,,0,0,0,,16.9
Blake Bortles,,Cin,W 23-7,,24/38,259,1,0,,5,20,0,,0,0,0,0,,0,0,0,,16.4
Marcus Mariota,,Bal,W 23-20,,19/28,218,2,1,,3,6,0,,0,0,0,0,,0,0,0,,15.3
Joe Flacco,,@Ten,L 20-23,,34/52,261,2,2,,1,7,0,,0,0,0,0,,0,0,0,,15.1
Drew Stanton,,@SF,W 20-10,,15/30,201,2,1,,4,2,0,,0,0,0,0,,0,0,0,,14.2
Derek Carr,,@Mia,W 27-24,,21/30,300,1,1,,4,-3,0,,0,0,0,0,,0,0,0,,13.7
Eli Manning,,LAR,L 17-51,,20/36,220,2,1,,0,0,0,,0,0,0,0,,0,1,0,,12.8
Tom Savage*,,Ind,L 14-20,,19/44,219,1,0,,0,0,0,,0,0,0,0,,0,1,0,,10.8
Ryan Fitzpatrick,,@NO,L 10-30,,8/15,68,1,0,,3,30,0,,0,0,0,0,,0,0,0,,9.7
Brock Osweiler,,@Phi,L 23-51,,19/38,208,1,2,,0,0,0,,0,0,0,0,,0,0,0,,8.3
Kirk Cousins,,@Sea,W 17-14,,21/31,247,0,0,,3,4,0,,0,0,0,0,,0,1,0,,8.3
Andy Dalton,,@Jax,L 7-23,,10/18,136,0,0,,3,-1,0,,0,0,0,0,,0,0,0,,5.3
Jameis Winston,,@NO,L 10-30,,7/13,67,0,0,,2,8,0,,0,0,0,0,,0,0,0,,3.5
Carson Palmer,,@SF,W 20-10,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tony Romo,,KC,W 28-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Schaub,,@Car,L 17-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Luke McCown,,KC,W 28-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Aaron Rodgers*,,Det,L 17-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dan Orlovsky,,@NYG,W 51-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Derek Anderson,,Atl,W 20-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Cassel,,Bal,W 23-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Tarvaris Jackson,,Wsh,L 14-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matt Moore*,,Oak,L 24-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chad Henne,,Cin,W 23-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
