PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Trey Burton,,@LAR,W 43-35,,0/0,0,0,0,,0,0,0,,5,71,2,6,,0,0,0,,24.1
Jesse James,,Bal,W 39-38,,0/0,0,0,0,,0,0,0,,10,97,0,12,,0,0,0,,19.7
Jared Cook,,@KC,L 15-26,,0/0,0,0,0,,0,0,0,,5,75,1,6,,0,0,0,,18.5
Eric Ebron,,@TB,W 24-21,,0/0,0,0,0,,0,0,0,,10,94,0,11,,0,1,0,,17.4
Hunter Henry*,,Wsh,W 30-13,,0/0,0,0,0,,0,0,0,,4,50,1,6,,0,0,0,,15
Garrett Celek,,@Hou,W 26-16,,0/0,0,0,0,,0,0,0,,2,67,1,4,,0,0,0,,14.7
Travis Kelce,,Oak,W 26-15,,0/0,0,0,0,,0,0,0,,7,74,0,13,,0,0,0,,14.4
Adam Shaheen*,,@Cin,W 33-7,,0/0,0,0,0,,0,0,0,,4,44,1,5,,0,0,0,,14.4
O.J. Howard*,,Det,L 21-24,,0/0,0,0,0,,0,0,0,,4,54,1,6,,0,1,0,,13.4
Kyle Rudolph,,@Car,L 24-31,,0/0,0,0,0,,0,0,0,,3,41,1,5,,0,0,0,,13.1
Rhett Ellison,,Dal,L 10-30,,0/0,0,0,0,,0,0,0,,4,20,1,5,,0,0,0,,12
Vernon Davis,,@LAC,L 13-30,,0/0,0,0,0,,0,0,0,,2,26,1,7,,0,0,0,,10.6
Evan Engram*,,Dal,L 10-30,,0/0,0,0,0,,0,0,0,,4,54,0,7,,0,0,0,,9.4
Delanie Walker,,@Ari,L 7-12,,0/0,0,0,0,,0,0,0,,5,42,0,9,,0,0,0,,9.2
Vance McDonald,,Bal,W 39-38,,0/0,0,0,0,,0,0,0,,4,52,0,6,,0,0,0,,9.2
Jason Witten,,@NYG,W 30-10,,0/0,0,0,0,,0,0,0,,1,20,1,2,,0,0,0,,9
Jack Doyle,,@Buf,L 7-13,,0/0,0,0,0,,0,0,0,,2,4,1,3,,0,0,0,,8.4
Brent Celek,,@LAR,W 43-35,,0/0,0,0,0,,0,0,0,,1,5,1,3,,0,0,0,,7.5
Dion Sims,,@Cin,W 33-7,,0/0,0,0,0,,0,0,0,,2,32,0,3,,0,0,0,,5.2
Jermaine Gresham,,Ten,W 12-7,,0/0,0,0,0,,0,0,0,,2,27,0,2,,0,0,0,,4.7
Blake Bell*,,@Car,L 24-31,,0/0,0,0,0,,0,0,0,,2,7,0,2,,1,0,0,,4.7
Austin Hooper,,NO,W 20-17,,0/0,0,0,0,,0,0,0,,2,23,0,4,,0,0,0,,4.3
Seth DeValve,,GB,L 21-27,,0/0,0,0,0,,0,0,0,,2,16,0,2,,0,0,0,,3.6
Stephen Anderson,,SF,L 16-26,,0/0,0,0,0,,0,0,0,,2,16,0,6,,0,0,0,,3.6
Demetrius Harris,,Oak,W 26-15,,0/0,0,0,0,,0,0,0,,1,25,0,3,,0,0,0,,3.5
Josh Hill,,@Atl,L 17-20,,0/0,0,0,0,,0,0,0,,2,14,0,3,,0,0,0,,3.4
Darren Fells,,@TB,W 24-21,,0/0,0,0,0,,0,0,0,,1,23,0,1,,0,0,0,,3.3
Clive Walford*,,@KC,L 15-26,,0/0,0,0,0,,0,0,0,,2,13,0,4,,0,0,0,,3.3
Lance Kendricks,,@Cle,W 27-21,,0/0,0,0,0,,0,0,0,,2,11,0,5,,0,0,0,,3.1
Charles Clay,,Ind,W 13-7,,0/0,0,0,0,,0,0,0,,2,11,0,5,,0,0,0,,3.1
Julius Thomas*,,NE,W 27-20,,0/0,0,0,0,,0,0,0,,2,11,0,4,,0,0,0,,3.1
Dwayne Allen,,@Mia,L 20-27,,0/0,0,0,0,,0,0,0,,2,10,0,5,,0,0,0,,3
George Kittle,,@Hou,W 26-16,,0/0,0,0,0,,0,0,0,,2,10,0,2,,0,0,0,,3
Ricky Seals-Jones,,Ten,W 12-7,,0/0,0,0,0,,0,0,0,,1,20,0,3,,0,0,0,,3
Daniel Brown,,@Cin,W 33-7,,0/0,0,0,0,,0,0,0,,2,9,0,2,,0,0,0,,2.9
Brandon Williams*,,@Buf,L 7-13,,0/0,0,0,0,,0,0,0,,2,8,0,3,,0,0,0,,2.8
Michael Roberts,,@TB,W 24-21,,0/0,0,0,0,,0,0,0,,2,8,0,2,,0,0,0,,2.8
Anthony Fasano,,NE,W 27-20,,0/0,0,0,0,,0,0,0,,1,17,0,1,,0,0,0,,2.7
James Hanna,,@NYG,W 30-10,,0/0,0,0,0,,0,0,0,,1,16,0,1,,0,0,0,,2.6
Niles Paul,,@LAC,L 13-30,,0/0,0,0,0,,0,0,0,,1,15,0,1,,0,0,0,,2.5
Luke Willson,,@Jax,L 24-30,,0/0,0,0,0,,0,0,0,,1,12,0,1,,0,0,0,,2.2
MarQueis Gray,,NE,W 27-20,,0/0,0,0,0,,1,2,0,,1,10,0,1,,0,0,0,,2.2
Randall Telfer,,GB,L 21-27,,0/0,0,0,0,,0,0,0,,1,12,0,2,,0,0,0,,2.2
Cameron Brate,,Det,L 21-24,,0/0,0,0,0,,0,0,0,,1,11,0,1,,0,0,0,,2.1
Nick O'Leary,,Ind,W 13-7,,0/0,0,0,0,,0,0,0,,1,9,0,1,,0,0,0,,1.9
Levine Toilolo*,,NO,W 20-17,,0/0,0,0,0,,0,0,0,,1,7,0,1,,0,0,0,,1.7
Troy Niklas,,Ten,W 12-7,,0/0,0,0,0,,0,0,0,,1,7,0,2,,0,0,0,,1.7
Chris Manhertz*,,Min,W 31-24,,0/0,0,0,0,,0,0,0,,1,6,0,1,,0,0,0,,1.6
Gerald Everett,,Phi,L 35-43,,0/0,0,0,0,,0,0,0,,1,6,0,1,,0,0,0,,1.6
Jeff Heuerman,,NYJ,W 23-0,,0/0,0,0,0,,0,0,0,,1,5,0,2,,0,0,0,,1.5
David Njoku,,GB,L 21-27,,0/0,0,0,0,,0,0,0,,1,3,0,2,,0,0,0,,1.3
Austin Seferian-Jenkins*,,@Den,L 0-23,,0/0,0,0,0,,0,0,0,,1,1,0,4,,0,0,0,,1.1
Nick Boyle,,@Pit,L 38-39,,0/0,0,0,0,,0,0,0,,1,1,0,1,,0,0,0,,1.1
Jeff Cumberland,,Wsh,W 30-13,,0/0,0,0,0,,0,0,0,,1,0,0,2,,0,0,0,,1
Antonio Gates,,Wsh,W 30-13,,0/0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0
Kellen Winslow,,@Den,L 0-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Benjamin Watson,,@Pit,L 38-39,,0/0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0
Alex Smith,,@LAC,L 13-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Marcedes Lewis,,Sea,W 30-24,,0/0,0,0,0,,0,0,0,,0,0,0,2,,0,0,0,,0
Owen Daniels,,NYJ,W 23-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Daniel Fells,,Dal,L 10-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Greg Olsen,,Min,W 31-24,,0/0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0
Matt Spaeth,,Bal,W 39-38,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Scott Chandler*,,@Mia,L 20-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Clark Harris,,Chi,L 7-33,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Fred Davis,,@LAC,L 13-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Martellus Bennett*,,@Mia,L 20-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Craig Stevens,,@Ari,L 7-12,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Gary Barnidge,,GB,L 21-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jacob Tamme,,NO,W 20-17,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Kellen Davis,,@Den,L 0-23,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Matthew Mulligan,,@TB,W 24-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
David Johnson,,Bal,W 39-38,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
James Casey,,NYJ,W 23-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Chase Coffman,,@Buf,L 7-13,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Bear Pascoe,,@Mia,L 20-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Pettigrew,,@TB,W 24-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
John Phillips,,@Atl,L 17-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Zach Miller*,,@Cin,W 33-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Brandon Myers,,Det,L 21-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Rob Gronkowski,,@Mia,L 20-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Dennis Pitta*,,@Pit,L 38-39,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jimmy Graham,,@Jax,L 24-30,,0/0,0,0,0,,0,0,0,,0,0,0,2,,0,0,0,,0
Ed Dickson,,Min,W 31-24,,0/0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0
Tony Moeaki,,@Cin,W 33-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jim Dray,,Ten,W 12-7,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Garrett Graham,,NYJ,W 23-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Clay Harbor*,,@Atl,L 17-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Michael Hoomanawanui*,,@Atl,L 17-20,,0/0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0
Anthony McCoy,,@Jax,L 24-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Andrew Quarless,,@TB,W 24-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Richie Brockel,,Min,W 31-24,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Logan Paulsen,,@Hou,W 26-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Rob Housler,,@Mia,L 20-27,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Bruce Miller,,@Hou,W 26-16,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Virgil Green,,NYJ,W 23-0,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Luke Stocker,,@Ari,L 7-12,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
David Ausberry,,@TB,W 24-21,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
D.J. Williams,,@LAC,L 13-30,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Jordan Cameron,,NE,W 27-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Lee Smith,,@KC,L 15-26,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
Coby Fleener*,,@Atl,L 17-20,,0/0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0
