PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Cam Newton,,GB,W 31-24,,20/31,242,4,0,,14,58,0,,0,0,0,0,,0,0,0,,31.5
Eli Manning,,Phi,L 29-34,,37/57,434,3,1,,0,0,0,,0,0,0,0,,0,0,0,,27.4
Jameis Winston,,Atl,L 21-24,,27/35,299,3,0,,3,18,0,,0,0,0,0,,0,0,0,,25.8
Nick Foles,,@NYG,W 34-29,,24/38,237,4,0,,2,0,0,,0,0,0,0,,0,0,0,,25.5
Brock Osweiler,,@Ind,W 25-13,,12/17,194,2,0,,4,15,1,,0,0,0,0,,1,0,0,,25.3
Blake Bortles,,Hou,W 45-7,,21/29,326,3,0,,0,0,0,,0,0,0,0,,0,0,0,,25
Tyrod Taylor,,Mia,W 24-16,,17/29,224,1,0,,6,42,1,,0,0,0,0,,0,0,0,,23.2
Aaron Rodgers*,,@Car,L 24-31,,26/45,290,3,3,,6,43,0,,0,0,0,0,,0,0,0,,21.9
Joe Flacco,,@Cle,W 27-10,,26/42,288,1,0,,4,3,1,,0,0,0,0,,0,0,0,,21.8
Jimmy Garoppolo,,Ten,W 25-23,,31/43,381,1,0,,0,0,0,,1,-6,0,1,,0,0,0,,19.6
Case Keenum,,Cin,W 34-7,,20/23,236,2,0,,1,20,0,,0,0,0,0,,0,0,0,,19.4
Alex Smith,,LAC,W 30-13,,23/30,231,2,0,,3,13,0,,0,0,0,0,,0,0,0,,18.5
Ben Roethlisberger,,NE,L 24-27,,22/30,281,2,1,,3,10,0,,0,0,0,0,,0,0,0,,18.2
Marcus Mariota,,@SF,L 23-25,,23/33,241,2,0,,2,4,0,,0,0,0,0,,0,0,0,,18
Derek Carr,,Dal,L 17-20,,21/38,171,2,0,,4,47,0,,0,0,0,0,,0,1,0,,17.5
Matthew Stafford,,Chi,W 20-10,,25/33,237,2,0,,1,-1,0,,0,0,0,0,,0,0,0,,17.4
Drew Brees,,NYJ,W 31-19,,26/36,281,2,1,,1,-1,0,,0,0,0,0,,0,0,0,,17.1
Kirk Cousins,,Ari,W 20-15,,18/26,196,2,0,,2,0,0,,0,0,0,0,,0,0,0,,15.8
Tom Brady,,@Pit,W 27-24,,22/35,298,1,1,,2,-2,0,,0,0,0,0,,1,0,0,,15.7
Matt Ryan,,@TB,W 24-21,,17/31,212,1,0,,3,29,0,,0,0,0,0,,0,0,0,,15.4
Jacoby Brissett,,Den,L 13-25,,17/30,158,0,0,,5,18,1,,0,0,0,0,,0,0,0,,14.1
Dak Prescott,,@Oak,W 20-17,,18/27,212,0,2,,6,32,1,,0,0,0,0,,0,0,0,,13.7
Russell Wilson,,LAR,L 7-42,,14/30,142,1,0,,5,39,0,,0,0,0,0,,0,1,0,,11.6
