PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Julio Jones,,TB,W 34-20,,0/0,0,0,0,,1,15,0,,12,253,2,15,,0,0,0,,50.8
Antonio Brown*,,GB,W 31-28,,0/0,0,0,0,,0,0,0,,10,169,2,12,,1,0,0,,40.9
Keenan Allen,,@Dal,W 28-6,,0/0,0,0,0,,0,0,0,,11,172,1,14,,0,0,0,,34.2
Robby Anderson,,Car,L 27-35,,0/0,0,0,0,,0,0,0,,6,146,2,10,,0,0,0,,32.6
Marvin Jones Jr.,,Min,L 23-30,,0/0,0,0,0,,0,0,0,,6,109,2,9,,0,0,0,,28.9
Jamison Crowder,,NYG,W 20-10,,0/0,0,0,0,,0,0,0,,7,141,1,10,,0,0,0,,27.1
Jermaine Kearse,,Car,L 27-35,,0/0,0,0,0,,0,0,0,,7,105,1,11,,0,0,0,,23.5
Brandin Cooks,,Mia,W 35-17,,0/0,0,0,0,,1,11,0,,6,83,1,7,,0,0,0,,21.4
Mohamed Sanu,,TB,W 34-20,,1/1,51,1,0,,0,0,0,,8,64,0,10,,0,0,0,,20.4
Cooper Kupp,,NO,W 26-20,,0/1,0,0,0,,0,0,0,,8,116,0,11,,0,0,0,,19.6
DeAndre Hopkins*,,@Bal,L 16-23,,0/0,0,0,0,,0,0,0,,7,125,0,10,,0,0,0,,19.5
Davante Adams*,,@Pit,L 28-31,,0/0,0,0,0,,0,0,0,,5,82,1,9,,0,0,0,,19.2
Sammy Watkins,,NO,W 26-20,,0/0,0,0,0,,0,0,0,,4,82,1,9,,0,0,0,,18.2
Nelson Agholor,,Chi,W 31-3,,0/0,0,0,0,,0,0,0,,3,32,1,6,,0,0,0,,18.2
Devin Funchess,,@NYJ,W 35-27,,0/0,0,0,0,,0,0,0,,7,108,0,12,,0,0,0,,17.8
Adam Thielen,,@Det,W 30-23,,0/0,0,0,0,,0,0,0,,8,89,0,11,,0,0,0,,16.9
Alshon Jeffery,,Chi,W 31-3,,0/0,0,0,0,,0,0,0,,5,52,1,9,,0,0,0,,16.2
Randall Cobb,,@Pit,L 28-31,,0/0,0,0,0,,0,0,0,,4,58,1,4,,0,0,0,,15.8
Jarvis Landry,,@NE,L 17-35,,0/0,0,0,0,,0,0,0,,8,70,0,9,,0,0,0,,15
Ted Ginn Jr.,,@LAR,L 20-26,,0/0,0,0,0,,0,0,0,,7,71,0,11,,0,0,0,,14.1
Martavis Bryant,,GB,W 31-28,,0/0,0,0,0,,1,1,0,,4,40,1,6,,0,0,0,,14.1
DeSean Jackson*,,@Atl,L 20-34,,0/0,0,0,0,,0,0,0,,8,60,0,11,,0,0,0,,14
Mike Evans,,@Atl,L 20-34,,0/0,0,0,0,,0,0,0,,6,78,0,12,,0,0,0,,13.8
Cody Latimer*,,@Oak,L 14-21,,0/0,0,0,0,,0,0,0,,3,48,1,4,,0,0,0,,13.8
Tyrell Williams,,@Dal,W 28-6,,0/0,0,0,0,,0,0,0,,2,58,1,3,,0,0,0,,13.8
Josh Reynolds,,NO,W 26-20,,0/0,0,0,0,,0,0,0,,4,37,1,6,,0,0,0,,13.7
Albert Wilson,,Buf,L 10-16,,0/0,0,0,0,,0,0,0,,3,36,1,7,,0,0,0,,12.6
Stefon Diggs,,@Det,W 30-23,,0/0,0,0,0,,1,9,0,,5,66,0,7,,0,0,0,,12.5
Tyreek Hill*,,Buf,L 10-16,,0/0,0,0,0,,2,13,0,,7,41,0,11,,0,0,0,,12.4
Bennie Fowler III,,@Oak,L 14-21,,0/0,0,0,0,,0,0,0,,3,33,1,4,,0,0,0,,12.3
Zay Jones,,@KC,W 16-10,,0/0,0,0,0,,0,0,0,,3,33,1,10,,0,0,0,,12.3
Jaron Brown,,Jax,W 27-24,,0/0,0,0,0,,0,0,0,,1,52,1,1,,0,0,0,,12.2
Marquise Goodwin,,Sea,L 13-24,,0/0,0,0,0,,0,0,0,,4,78,0,6,,0,0,0,,11.8
A.J. Green,,Cle,W 30-16,,0/0,0,0,0,,0,0,0,,5,66,0,8,,0,0,0,,11.6
Paul Richardson,,@SF,W 24-13,,0/0,0,0,0,,0,0,0,,4,70,0,7,,0,0,0,,11
Josh Doctson,,NYG,W 20-10,,0/0,0,0,0,,0,0,0,,2,28,1,4,,0,0,0,,10.8
Dontrelle Inman,,@Phi,L 3-31,,0/0,0,0,0,,0,0,0,,4,64,0,9,,0,0,0,,10.4
Cordarrelle Patterson,,Den,W 21-14,,0/0,0,0,0,,0,0,0,,3,72,0,4,,0,0,0,,10.2
Michael Thomas,,@LAR,L 20-26,,0/0,0,0,0,,0,0,0,,5,52,0,8,,0,0,0,,10.2
Dede Westbrook,,@Ari,L 24-27,,0/0,0,0,0,,0,0,0,,6,41,0,10,,0,0,0,,10.1
Terrance Williams,,LAC,L 6-28,,0/0,0,0,0,,1,6,0,,4,54,0,5,,0,0,0,,10
Mike Wallace,,Hou,W 23-16,,0/0,0,0,0,,0,0,0,,5,48,0,11,,0,0,0,,9.8
Tyler Boyd,,Cle,W 30-16,,0/0,0,0,0,,0,0,0,,2,17,1,2,,0,0,0,,9.7
Louis Murphy,,Sea,L 13-24,,0/0,0,0,0,,0,0,0,,2,14,1,4,,0,0,0,,9.4
Corey Coleman,,@Cin,L 16-30,,0/0,0,0,0,,0,0,0,,3,64,0,8,,0,0,0,,9.4
Braxton Miller,,@Bal,L 16-23,,0/0,0,0,0,,0,0,0,,5,43,0,6,,0,0,0,,9.3
Kaelin Clay,,@NYJ,W 35-27,,0/0,0,0,0,,1,29,0,,0,0,0,3,,0,0,1,,8.9
Travis Benjamin,,@Dal,W 28-6,,0/0,0,0,0,,1,6,0,,3,50,0,3,,0,0,0,,8.6
Kenny Golladay,,Min,L 23-30,,0/0,0,0,0,,0,0,0,,2,61,0,4,,0,0,0,,8.1
Amari Cooper,,Den,W 21-14,,0/0,0,0,0,,0,0,0,,1,9,1,1,,0,0,0,,7.9
Corey Davis,,@Ind,W 20-16,,0/0,0,0,0,,0,0,0,,4,39,0,4,,0,0,0,,7.9
Adam Humphries,,@Atl,L 20-34,,0/0,0,0,0,,0,0,0,,4,38,0,6,,0,0,0,,7.8
Kenny Stills,,@NE,L 17-35,,0/0,0,0,0,,0,0,0,,3,47,0,6,,0,0,0,,7.7
Johnny Holton,,Den,W 21-14,,0/0,0,0,0,,0,0,0,,2,53,0,2,,0,0,0,,7.3
Kenny Britt,,Mia,W 35-17,,0/0,0,0,0,,0,0,0,,2,52,0,2,,0,0,0,,7.2
Torrey Smith,,Chi,W 31-3,,0/0,0,0,0,,0,0,0,,4,30,0,5,,0,0,0,,7
Demaryius Thomas,,@Oak,L 14-21,,0/0,0,0,0,,0,0,0,,5,18,0,9,,0,0,0,,6.8
Dez Bryant,,LAC,L 6-28,,0/0,0,0,0,,0,0,0,,3,37,0,5,,0,0,0,,6.7
Chris Moore,,Hou,W 23-16,,0/0,0,0,0,,0,0,0,,3,37,0,3,,0,0,0,,6.7
Chester Rogers,,Ten,L 16-20,,0/0,0,0,0,,0,0,0,,3,34,0,4,,0,0,0,,6.4
Brandon LaFell,,Cle,W 30-16,,0/0,0,0,0,,0,0,0,,3,33,0,6,,0,0,0,,6.3
Larry Fitzgerald,,Jax,W 27-24,,0/0,0,0,0,,0,0,0,,3,12,0,8,,1,0,0,,6.2
Golden Tate,,Min,L 23-30,,0/0,0,0,0,,2,13,0,,4,7,0,8,,0,0,0,,6
Bruce Ellington*,,@Bal,L 16-23,,0/0,0,0,0,,0,0,0,,3,29,0,8,,0,0,0,,5.9
Tavarres King*,,@Wsh,L 10-20,,0/0,0,0,0,,0,0,0,,2,36,0,4,,0,0,0,,5.6
Roger Lewis,,@Wsh,L 10-20,,0/0,0,0,0,,0,0,0,,3,26,0,7,,0,0,0,,5.6
Trent Taylor,,Sea,L 13-24,,0/0,0,0,0,,0,0,0,,2,35,0,3,,0,0,0,,5.5
Eric Decker,,@Ind,W 20-16,,0/0,0,0,0,,0,0,0,,3,23,0,4,,0,0,0,,5.3
Eli Rogers,,GB,W 31-28,,0/0,0,0,0,,0,0,0,,3,21,0,7,,0,0,0,,5.1
Tanner McEvoy,,@SF,W 24-13,,0/0,0,0,0,,0,0,0,,2,31,0,2,,0,0,0,,5.1
Rashard Higgins,,@Cin,L 16-30,,0/0,0,0,0,,0,0,0,,2,30,0,3,,0,0,0,,5
Keelan Cole,,@Ari,L 24-27,,0/0,0,0,0,,0,0,0,,2,30,0,7,,0,0,0,,5
Phillip Dorsett,,Mia,W 35-17,,0/0,0,0,0,,0,0,0,,1,39,0,1,,0,0,0,,4.9
