Chg,"Player
Sort First: 



		Last:",Team,Opp,FG Made,FG Miss,XP Made,XP Miss,FFPts
,Graham Gano,CAR,@NO,3,0,2,0,11.0
,Harrison Butker,KC,TEN,2,0,3,0,9.0
,Sam Ficken,LAR,ATL,2,0,3,0,9.0
,Wil Lutz,NO,CAR,2,0,3,0,9.0
,Matt Bryant,ATL,@LAR,2,0,2,0,8.0
,Josh Lambo,JAC,BUF,2,0,2,0,8.0
,Steve Hauschka,BUF,@JAC,2,0,1,0,7.0
,Ryan Succop,TEN,@KC,1,0,2,0,5.0
