Chg,"Player
Sort First: 



		Last:",Team,Opp,Rec,Yard,TD,FFPts
,Antonio Brown,PIT,@IND,8,110,1,17.0
,A.J. Green,CIN,@TEN,7,105,1,16.5
,Julio Jones,ATL,DAL,7,105,1,16.5
,Doug Baldwin,SEA,@ARI,7,85,1,14.5
,Golden Tate,DET,CLE,8,85,1,14.5
,Robby Anderson,NYJ,@TB,6,80,1,14.0
,Dez Bryant,DAL,@ATL,6,80,1,14.0
,DeAndre Hopkins,HOU,@LAR,6,80,1,14.0
,DeSean Jackson,TB,NYJ,6,75,1,13.5
,Sterling Shepard,NYG,@SF,5,75,1,13.5
,Adam Thielen,MIN,@WAS,5,75,1,13.5
,Demaryius Thomas,DEN,NE,6,75,1,13.5
,Michael Thomas,NO,@BUF,5,75,1,13.5
,Devin Funchess,CAR,MIA,5,70,1,13.0
,Marquise Goodwin,SF,NYG,5,70,1,13.0
,Marvin Jones,DET,CLE,5,70,1,13.0
,Marqise Lee,JAC,LAC,5,70,1,13.0
,DeVante Parker,MIA,@CAR,5,70,1,13.0
,Robert Woods,LAR,HOU,4,65,1,12.5
,Danny Amendola,NE,@DEN,6,60,1,12.0
,Brandin Cooks,NE,@DEN,4,60,1,12.0
,Larry Fitzgerald,ARI,SEA,5,60,1,12.0
,Cooper Kupp,LAR,HOU,6,60,1,12.0
,JuJu Smith-Schuster,PIT,@IND,4,60,1,12.0
,Jamison Crowder,WAS,MIN,4,55,1,11.5
,Corey Davis,TEN,CIN,4,55,1,11.5
,Mohamed Sanu,ATL,DAL,4,55,1,11.5
,Jordan Matthews,BUF,NO,4,50,1,11.0
,Jordy Nelson,GB,@CHI,4,45,1,10.5
,Terrance Williams,DAL,@ATL,3,45,1,10.5
,Jarvis Landry,MIA,@CAR,8,80,0,8.0
,Stefon Diggs,MIN,@WAS,5,65,0,6.5
,Keenan Allen,LAC,@JAC,6,60,0,6.0
,T.Y. Hilton,IND,PIT,4,60,0,6.0
,Rishard Matthews,TEN,CIN,4,60,0,6.0
,Kelvin Benjamin,BUF,NO,4,55,0,5.5
,Adam Humphries,TB,NYJ,5,55,0,5.5
,Jermaine Kearse,NYJ,@TB,4,55,0,5.5
,Tyler Lockett,SEA,@ARI,4,55,0,5.5
,Emmanuel Sanders,DEN,NE,4,55,0,5.5
,Davante Adams,GB,@CHI,4,50,0,5.0
,John Brown,ARI,SEA,4,50,0,5.0
,Randall Cobb,GB,@CHI,3,40,0,5.0
,Ted Ginn Jr.,NO,@BUF,3,50,0,5.0
,Allen Hurns,JAC,LAC,3,50,0,5.0
,Cole Beasley,DAL,@ATL,4,45,0,4.5
,Travis Benjamin,LAC,@JAC,3,45,0,4.5
,Josh Doctson,WAS,MIN,4,45,0,4.5
,Chris Godwin,TB,NYJ,4,45,0,4.5
,Aldrick Robinson,SF,NYG,3,45,0,4.5
,Kamar Aiken,IND,PIT,3,40,0,4.0
,Martavis Bryant,PIT,@IND,3,40,0,4.0
,Will Fuller,HOU,@LAR,3,40,0,4.0
,Brandon LaFell,CIN,@TEN,3,40,0,4.0
,Ricardo Louis,CLE,@DET,3,40,0,4.0
,Curtis Samuel,CAR,MIA,4,40,0,4.0
,Sammy Watkins,LAR,HOU,3,40,0,4.0
,Kendall Wright,CHI,GB,3,40,0,4.0
,Paul Richardson,SEA,@ARI,2,35,0,3.5
,Russell Shepard,CAR,MIA,3,35,0,3.5
,Kenny Stills,MIA,@CAR,3,35,0,3.5
,Deonte Thompson,BUF,NO,2,35,0,3.5
,Taylor Gabriel,ATL,DAL,3,30,0,3.0
,Rashard Higgins,CLE,@DET,2,30,0,3.0
,T.J. Jones,DET,CLE,2,30,0,3.0
,Donte Moncrief,IND,PIT,2,30,0,3.0
,J.J. Nelson,ARI,SEA,2,30,0,3.0
,Terrelle Pryor,WAS,MIN,2,30,0,3.0
,Dede Westbrook,JAC,LAC,2,30,0,3.0
,Tavon Austin,LAR,HOU,1,10,0,2.5
,Brandon Coleman,NO,@BUF,2,25,0,2.5
,Eric Decker,TEN,CIN,2,25,0,2.5
,Roger Lewis,NYG,@SF,2,25,0,2.5
,Willie Snead,NO,@BUF,2,25,0,2.5
,Laquon Treadwell,MIN,@WAS,2,25,0,2.5
,Tyrell Williams,LAC,@JAC,2,25,0,2.5
,Bennie Fowler,DEN,NE,2,20,0,2.0
,Tavarres King,NYG,@SF,1,20,0,2.0
,Kenny Britt,CLE,@DET,1,10,0,1.0
,Brice Butler,DAL,@ATL,1,10,0,1.0
,Chris Hogan,NE,@DEN,1,10,0,1.0
,Markus Wheaton,CHI,GB,1,10,0,1.0
,Mike Williams,LAC,@JAC,1,10,0,1.0
