Chg,"Player
Sort First: 



		Last:",Team,Opp,Rec,Yard,TD,FFPts
,Rob Gronkowski,NE,NYJ,5,75,1,13.5
,Greg Olsen,CAR,@ATL,6,65,1,12.5
,Delanie Walker,TEN,JAC,5,60,1,12.0
,Eric Ebron,DET,GB,5,55,1,11.5
,Antonio Gates,LAC,OAK,5,55,1,11.5
,Jack Doyle,IND,HOU,6,50,1,11.0
,Zach Ertz,PHI,DAL,4,45,1,10.5
,Jason Witten,DAL,@PHI,5,45,1,10.5
,Trey Burton,PHI,DAL,4,40,1,10.0
,Jared Cook,OAK,@LAC,3,40,1,10.0
,Jimmy Graham,SEA,ARI,4,40,1,10.0
,Ben Watson,BAL,CIN,4,40,1,10.0
,Cameron Brate,TB,NO,3,35,1,9.5
,Charles Clay,BUF,@MIA,5,55,0,5.5
,Garrett Celek,SF,@LAR,3,40,0,4.0
,Vernon Davis,WAS,@NYG,4,40,0,4.0
,David Njoku,CLE,@PIT,2,30,0,3.0
,Stephen Anderson,HOU,@IND,2,25,0,2.5
,Rhett Ellison,NYG,WAS,2,25,0,2.5
,Austin Hooper,ATL,CAR,2,25,0,2.5
,Jesse James,PIT,CLE,2,25,0,2.5
,Travis Kelce,KC,@DEN,2,25,0,2.5
,Tyler Kroft,CIN,@BAL,2,25,0,2.5
,Vance McDonald,PIT,CLE,2,25,0,2.5
,Troy Niklas,ARI,@SEA,2,25,0,2.5
,Julius Thomas,MIA,BUF,2,25,0,2.5
,Eric Tomlinson,NYJ,@NE,3,25,0,2.5
,Tyler Higbee,LAR,SF,2,20,0,2.0
,Marcedes Lewis,JAC,@TEN,2,20,0,2.0
,David Morgan,MIN,CHI,2,20,0,2.0
,Richard Rodgers,GB,@DET,2,20,0,2.0
,Kyle Rudolph,MIN,CHI,2,20,0,2.0
,Seth Devalve,CLE,@PIT,1,15,0,1.5
,George Kittle,SF,@LAR,1,15,0,1.5
,Dion Sims,CHI,@MIN,1,15,0,1.5
,Dwayne Allen,NE,NYJ,1,10,0,1.0
,Ed Dickson,CAR,@ATL,1,10,0,1.0
,Gerald Everett,LAR,SF,1,10,0,1.0
,Virgil Green,DEN,KC,1,10,0,1.0
,Jermaine Gresham,ARI,@SEA,1,10,0,1.0
,Jeff Heuerman,DEN,KC,1,10,0,1.0
,Josh Hill,NO,@TB,1,10,0,1.0
,Lance Kendricks,GB,@DET,1,10,0,1.0
,Ricky Seals-Jones,ARI,@SEA,1,10,0,1.0
,Ross Travis,IND,HOU,1,10,0,1.0
