Chg,"Player
Sort First: 



		Last:",Team,Opp,Rec,Yard,TD,FFPts
,Zach Ertz,PHI,@SEA,7,75,1,13.5
,Rob Gronkowski,NE,@BUF,5,75,1,13.5
,Travis Kelce,KC,@NYJ,6,70,1,13.0
,Delanie Walker,TEN,HOU,6,70,1,13.0
,Jack Doyle,IND,@JAC,7,65,1,12.5
,Jared Cook,OAK,NYG,4,55,1,11.5
,Hunter Henry,LAC,CLE,4,55,1,11.5
,Jimmy Graham,SEA,PHI,5,50,1,11.0
,Jason Witten,DAL,WAS,5,45,1,10.5
,Kyle Rudolph,MIN,@ATL,4,40,1,10.0
,O.J. Howard,TB,@GB,3,30,1,9.0
,Vernon Davis,WAS,@DAL,6,65,0,6.5
,Evan Engram,NYG,@OAK,4,50,0,5.0
,Austin Seferian-Jenkins,NYJ,KC,5,45,0,4.5
,Charles Clay,BUF,NE,4,40,0,4.0
,Ed Dickson,CAR,@NO,3,35,0,3.5
,C.J. Fiedorowicz,HOU,@TEN,3,35,0,3.5
,Tyler Kroft,CIN,PIT,3,35,0,3.5
,Ricky Seals-Jones,ARI,LAR,3,35,0,3.5
,Ben Watson,BAL,DET,3,35,0,3.5
,Austin Hooper,ATL,MIN,3,30,0,3.0
,Julius Thomas,MIA,DEN,3,30,0,3.0
,Jesse James,PIT,@CIN,2,25,0,2.5
,George Kittle,SF,@CHI,2,25,0,2.5
,Marcedes Lewis,JAC,IND,2,25,0,2.5
,Adam Shaheen,CHI,SF,2,25,0,2.5
,Stephen Anderson,HOU,@TEN,2,20,0,2.0
,Eric Ebron,DET,@BAL,2,20,0,2.0
,Virgil Green,DEN,@MIA,2,20,0,2.0
,Tyler Higbee,LAR,@ARI,2,20,0,2.0
,Josh Hill,NO,CAR,2,20,0,2.0
,Richard Rodgers,GB,TB,2,20,0,2.0
,Cameron Brate,TB,@GB,1,15,0,1.5
,Seth Devalve,CLE,@LAC,1,15,0,1.5
,Gerald Everett,LAR,@ARI,1,15,0,1.5
,David Njoku,CLE,@LAC,1,15,0,1.5
,Trey Burton,PHI,@SEA,1,10,0,1.0
,Garrett Celek,SF,@CHI,1,10,0,1.0
,Darren Fells,DET,@BAL,1,10,0,1.0
,Antonio Gates,LAC,CLE,1,10,0,1.0
,Jermaine Gresham,ARI,LAR,1,10,0,1.0
,Lance Kendricks,GB,TB,1,10,0,1.0
,Nick O'Leary,BUF,NE,1,10,0,1.0
,Dion Sims,CHI,SF,1,10,0,1.0
