Chg,"Player
Sort First: 



		Last:",Team,Opp,Rec,Yard,TD,FFPts
,Keenan Allen,LAC,@NYJ,8,105,1,16.5
,Brandin Cooks,NE,BUF,6,100,1,16.0
,Adam Thielen,MIN,@GB,6,90,1,15.0
,Michael Thomas,NO,ATL,7,90,1,15.0
,Mike Wallace,BAL,IND,6,90,1,15.0
,Tyreek Hill,KC,MIA,5,75,1,14.5
,DeAndre Hopkins,HOU,PIT,6,85,1,14.5
,Marvin Jones,DET,@CIN,5,85,1,14.5
,Michael Crabtree,OAK,@PHI,7,80,1,14.0
,Mike Evans,TB,@CAR,6,80,1,14.0
,Larry Fitzgerald,ARI,NYG,7,80,1,14.0
,Julio Jones,ATL,@NO,5,80,1,14.0
,JuJu Smith-Schuster,PIT,@HOU,6,80,1,14.0
,Dede Westbrook,JAC,@SF,6,80,1,14.0
,Robert Woods,LAR,@TEN,6,80,1,14.0
,A.J. Green,CIN,DET,5,75,1,13.5
,T.Y. Hilton,IND,@BAL,5,75,1,13.5
,Demaryius Thomas,DEN,@WAS,6,75,1,13.5
,Alshon Jeffery,PHI,OAK,5,70,1,13.0
,Jarvis Landry,MIA,@KC,7,70,1,13.0
,Rishard Matthews,TEN,LAR,5,70,1,13.0
,Nelson Agholor,PHI,OAK,4,65,1,12.5
,Dez Bryant,DAL,SEA,5,65,1,12.5
,Randall Cobb,GB,MIN,5,60,1,12.5
,Devin Funchess,CAR,TB,5,65,1,12.5
,Josh Gordon,CLE,@CHI,4,65,1,12.5
,Paul Richardson,SEA,@DAL,4,60,1,12.0
,Tyrell Williams,LAC,@NYJ,5,60,1,12.0
,Kendall Wright,CHI,CLE,5,60,1,12.0
,Martavis Bryant,PIT,@HOU,3,45,1,11.5
,Keelan Cole,JAC,@SF,4,55,1,11.5
,Mohamed Sanu,ATL,@NO,4,55,1,11.5
,Cooper Kupp,LAR,@TEN,5,50,1,11.0
,Golden Tate,DET,@CIN,8,80,0,8.0
,Jamison Crowder,WAS,DEN,6,70,0,7.0
,Robby Anderson,NYJ,LAC,4,65,0,6.5
,Doug Baldwin,SEA,@DAL,5,60,0,6.0
,Stefon Diggs,MIN,@GB,5,55,0,5.5
,Marquise Goodwin,SF,JAC,4,55,0,5.5
,DeVante Parker,MIA,@KC,4,55,0,5.5
,Sterling Shepard,NYG,@ARI,4,55,0,5.5
,Danny Amendola,NE,BUF,5,50,0,5.0
,Jermaine Kearse,NYJ,LAC,3,50,0,5.0
,Trent Taylor,SF,JAC,4,50,0,5.0
,Josh Doctson,WAS,DEN,4,45,0,4.5
,Chris Godwin,TB,@CAR,4,45,0,4.5
,Roger Lewis,NYG,@ARI,3,45,0,4.5
,J.J. Nelson,ARI,NYG,3,45,0,4.5
,Geronimo Allison,GB,MIN,3,40,0,4.0
,Kelvin Benjamin,BUF,@NE,3,40,0,4.0
,Bennie Fowler,DEN,@WAS,3,40,0,4.0
,Will Fuller,HOU,PIT,3,40,0,4.0
,Adam Humphries,TB,@CAR,4,40,0,4.0
,Dontrelle Inman,CHI,CLE,3,40,0,4.0
,Brandon LaFell,CIN,DET,3,40,0,4.0
,Chester Rogers,IND,@BAL,3,40,0,4.0
,Kenny Stills,MIA,@KC,3,40,0,4.0
,Sammy Watkins,LAR,@TEN,3,40,0,4.0
,Terrance Williams,DAL,SEA,3,40,0,4.0
,Michael Campanaro,BAL,IND,2,35,0,3.5
,Corey Davis,TEN,LAR,2,35,0,3.5
,Ted Ginn Jr.,NO,ATL,2,35,0,3.5
,Kenny Golladay,DET,@CIN,2,35,0,3.5
,Ryan Grant,WAS,DEN,3,35,0,3.5
,Jordy Nelson,GB,MIN,2,35,0,3.5
,Eli Rogers,PIT,@HOU,3,35,0,3.5
,Deonte Thompson,BUF,@NE,2,35,0,3.5
,Travis Benjamin,LAC,@NYJ,2,30,0,3.0
,Corey Coleman,CLE,@CHI,2,30,0,3.0
,Amari Cooper,OAK,@PHI,2,30,0,3.0
,Tavarres King,NYG,@ARI,2,30,0,3.0
,Tyler Lockett,SEA,@DAL,2,30,0,3.0
,Louis Murphy,SF,JAC,2,30,0,3.0
,Cordarrelle Patterson,OAK,@PHI,1,20,0,3.0
,Torrey Smith,PHI,OAK,2,30,0,3.0
,Cole Beasley,DAL,SEA,2,25,0,2.5
,Jaron Brown,ARI,NYG,2,25,0,2.5
,Zay Jones,BUF,@NE,2,25,0,2.5
,Willie Snead,NO,ATL,2,25,0,2.5
,Tavon Austin,LAR,@TEN,1,10,0,2.0
,Josh Bellamy,CHI,CLE,1,20,0,2.0
,Brandon Coleman,NO,ATL,1,20,0,2.0
,Eric Decker,TEN,LAR,2,20,0,2.0
,Taylor Gabriel,ATL,@NO,2,20,0,2.0
,Justin Hardy,ATL,@NO,1,20,0,2.0
,Darrius Heyward-Bey,PIT,@HOU,1,20,0,2.0
,Braxton Miller,HOU,PIT,1,20,0,2.0
,Seth Roberts,OAK,@PHI,1,20,0,2.0
,Aldrick Robinson,SF,JAC,1,20,0,2.0
,Demarcus Robinson,KC,MIA,1,20,0,2.0
,Emmanuel Sanders,DEN,@WAS,2,20,0,2.0
,Laquon Treadwell,MIN,@GB,1,20,0,2.0
,Albert Wilson,KC,MIA,1,20,0,2.0
,Maurice Harris,WAS,DEN,1,10,0,1.0
,Allen Hurns,JAC,@SF,1,10,0,1.0
,Ricardo Louis,CLE,@CHI,1,10,0,1.0
,Josh Reynolds,LAR,@TEN,1,10,0,1.0
,Russell Shepard,CAR,TB,1,10,0,1.0
,Taywan Taylor,TEN,LAR,1,10,0,1.0
